#code	name	width	height	gentype	stackable	rlvl	image	type	sockettype	class
r25	\purple;Gul Rune	1	1	2	0	53	invrGul	rune		-1
06-	\dgrey;are worth it, especially on Destruction.\nultimate challenge, but the rewards\nanother time. The enemies there pose the\nare sprawling fields and cities from\nHidden in the deepest caves, uberlevels\n\n-- Uberlevels --\n\red;Pearl of Wisdom	1	1	2	0	0	ShinieWhite	thng		-1
µ13	\orange;MCS Trophy	1	1	2	0	0	apple	thng		-1
ey4	\red;Elixir of Wealth	1	1	2	0	0	invxyz	hpot		-1
r13	\purple;Shael Rune	1	1	2	0	29	invrShae	rune		-1
vps	Stamina Potion	1	1	2	0	0	invwps	spot		-1
r43	\purple;No Rune	1	1	2	0	100	r-a-14	rune		-1
a61	Sacred Worldstone Key	1	2	2	0	0	invmph	grtz		-1
cm2	WARNING: HACKED ITEM\nLarge Charm	0	0	2	0	0	invwnd	hpot		-1
ob6	Glowing Orb\nAmulet	1	1	2	0	0	invamu	amul		-1
r32	\purple;Cham Rune	1	1	2	0	67	invrCham	rune		-1
38+	Adds Stun Attack: 0.2 seconds	1	1	2	0	0	pearl2	asaa		-1
0g6	\red;Elixir of Greater Vitality	1	1	2	0	0	invxyz	hpot		-1
drf	Dream Spirit\nAmulet	1	1	2	0	0	invamu	amul		-1
27-	\dgrey;Location: Act 1 The Hole 2\nEasy (1/8)\nSummoning Uberquest\n\n-- The Butcher --\n\red;Pearl of Wisdom	1	1	2	0	0	shiniePurple	thng		-1
F6+	\orange;seldom attack \nThose who defend \nGloomy Shrine (4 Charges)	1	2	2	0	0	jbscross	thng		-1
pab	Sacred Targe\nAmulet	1	1	2	0	0	invamu	amul		-1
mp5	Super Mana Potion	1	1	2	0	0	invmp5	mpot		-1
26+	+15% Enhanced Defense	1	1	2	0	0	pearl1	asaa		-1
T2+	\orange;brings destruction\nArcane power\nCryptic Shrine (8 Charges)	1	2	2	0	0	jbscross	thng		-1
flg	Flag	1	2	2	0	0	invflag	body		-1
amb	Matriarchal Bow\nAmulet	1	1	2	0	0	invamu	amul		-1
S4+	\orange;the power of steel\nTime cannot diminish\nReligious Shrine (6 Charges)	1	2	2	0	0	jbscross	thng		-1
bks	Scroll of Inifuss	2	2	2	0	0	invscb	ques		-1
rvs	Rejuvenation Potion	1	1	2	0	0	invvps	rpot		-1
a67	Congratulations. You got it\nSpirit of Damnation	1	1	2	0	0	invsple	grtz		-1
qus	Cube Reagent (1/4)\n\orange;Regular Arcane Crystal	1	1	2	0	0	pearl4	thng		-1
zkw	\dgreen;Signet of Gold	1	1	2	0	0	sigil3B	poti		-1
5$d	\purple;Flawless Amber	1	1	2	0	15	invgsad	geml		-1
61+	+5 Mana on Striking in Melee	1	1	2	0	0	pearl2	asaa		-1
&16	\orange;Mystic Orb	1	1	2	0	0	pearl4	asaa		-1
drb	Blood Spirit\nAmulet	1	1	2	0	0	invamu	amul		-1
&65	\orange;Mystic Orb	1	1	2	0	0	pearl2	asaa		-1
54+	1% Reanimate As: Fallen One	1	1	2	0	0	pearl1	asaa		-1
&13	\orange;Mystic Orb	1	1	2	0	0	pearl4	asaa		-1
&44	\orange;Mystic Orb	1	1	2	0	0	pearl4	asaa		-1
H3+	\orange;at the cost of wisdom \nIntensity comes \nFascinating Shrine (7 Charges)	1	2	2	0	0	jbscross	thng		-1
a58	Scroll of Kings	1	1	2	0	0	invscb2	grtz		-1
K9+	\orange;at the cost of wisdom \nPersistence comes \nShimmering Shrine (1 Charge)	1	2	2	0	0	jbscross	thng		-1
A0+	\orange;by heavenly faith \nStrength is bolstered \nCreepy Shrine (10 Charges)	1	2	2	0	0	jbscross	thng		-1
64+	2% Faster Cast Rate	1	1	2	0	0	pearl2	asaa		-1
98-	\dgrey;Location: Act 1 Cave Level 2\nExtreme (6/8)\nUberlevel\n\n-- Duncraig (bonus uberquest) --\n\red;Pearl of Wisdom	1	1	2	0	0	shinieGreen	thng		-1
&79	\orange;Mystic Orb\nAuriel's Focus	1	1	2	0	0	pearl1	asaa		-1
G7+	\orange;may yet be first \nThose who are last \nTainted Shrine (3 Charges)	1	2	2	0	0	jbscross	thng		-1
c@c	\red;Moon Symbol	1	1	2	0	0	moon1	poti		-1
µ01	\orange;Lord Aldric Jitan Trophy	1	1	2	0	0	apple	thng		-1
&53	\orange;Mystic Orb	1	1	2	0	0	pearl1	asaa		-1
gpv	\purple;Perfect Amethyst	1	1	2	0	18	invgsve	gema		-1
x@x	The Glorious Book of Median	1	1	2	0	0	invsbk2	grtz		-1
ba5	Avenger Guard\nAmulet	1	1	2	0	0	invamu	amul		-1
am7	Ceremonial Bow\nAmulet	1	1	2	0	0	invamu	amul		-1
0oµ	Cube Reagent\n\orange;Catalyst of Learning	1	1	2	0	0	catal1	thng		-1
17+	3% Bonus to Poison Skill Duration	1	1	2	0	0	pearl3	asaa		-1
hpo	Healing Potion	1	1	2	0	0	invrps	hpot		-1
scz	Scalp	1	1	2	0	0	invscp	body		-1
I4+	\orange;at the cost of wisdom \nEnergy comes \nOrnate Shrine (6 Charges)	1	2	2	0	0	jbscross	thng		-1
A5+	\orange;by heavenly faith \nStrength is bolstered \nCreepy Shrine (5 Charges)	1	2	2	0	0	jbscross	thng		-1
E4+	\orange;is swift and sharp \nThe sword of justice \nWeird Shrine (6 Charges)	1	2	2	0	0	jbscross	thng		-1
skz	\purple;Perfect Skull	1	1	2	0	18	invskz	gemz		-1
qum	\grey;Cube Reagent\n\orange;Arcane Crystal	1	1	2	0	0	gemcontainer	thng		-1
57+	1% Chance to cast level 3 Miasma on Attack	1	1	2	0	0	pearl2	asaa		-1
H7+	\orange;at the cost of wisdom \nIntensity comes \nFascinating Shrine (3 Charges)	1	2	2	0	0	jbscross	thng		-1
m@m	\dgreen;Spinecracker's Sigil	1	1	2	0	0	ring03	thng		-1
08-	\dgrey;smarter than your common foe. Beware!\nmonsters are far more dangerous and\nthroughout Sanctuary, Elite\nWalking among their lesser brethren\n\n-- Elite Monsters --\n\red;Pearl of Wisdom	1	1	2	0	0	ShinieWhite	thng		-1
pa4	Aerin Shield\nAmulet	1	1	2	0	0	invamu	amul		-1
!@3	\dgreen;Evil Eye of the Glowing Blob	1	1	2	0	0	evileye	thng		-1
obb	Heavenly Stone\nAmulet	1	1	2	0	0	invamu	amul		-1
&92	\orange;Mystic Orb\nPeriapt of Life	1	1	2	0	0	pearl1	asaa		-1
0u1	Hammer of the Taan Judges	1	2	2	0	0	invhmr	grtz		-1
x04	Caoi Dulra Fruit	1	1	2	0	0	invgmy	arad		5
O8+	\orange;what it seems to be \nMagic is not always \nEnchanted Shrine (2 Charges)	1	2	2	0	0	jbscross	thng		-1
bps	Small Blue Potion	1	1	2	1	0	invbps	mpot		-1
spe	Spleen	1	1	2	0	0	invsple	body		-1
gfg	\purple;Flawed Emerald	1	1	2	0	5	invgsgb	geme		-1
µ04	\orange;Akarat Trophy	1	1	2	0	0	apple	thng		-1
L7+	\orange;as one grows strong \nSome are weakened \nMysterious Shrine (3 Charges)	1	2	2	0	0	jbscross	thng		-1
&21	\orange;Mystic Orb	1	1	2	0	0	pearl1	asaa		-1
&73	\orange;Mystic Orb\nZayl's Soul Orb	1	1	2	0	0	pearl4	asaa		-1
&88	\orange;Mystic Orb\nTen Pin Striker	1	1	2	0	0	pearl2	asaa		-1
gly	\purple;Flawless Topaz	1	1	2	0	15	invgsyd	gemt		-1
14+	+1% Bonus to Summoned Minion Resistances	1	1	2	0	0	pearl4	asaa		-1
brz	Brain	1	1	2	0	0	invbrnz	body		-1
pac	Sacred Rondache\nAmulet	1	1	2	0	0	invamu	amul		-1
&41	\orange;Mystic Orb	1	1	2	0	0	pearl4	asaa		-1
N2+	\orange;the body thrives \nWhile the spirit is vigilant \nMagical Shrine (8 Charges)	1	2	2	0	0	jbscross	thng		-1
N1+	\orange;the body thrives \nWhile the spirit is vigilant \nMagical Shrine (9 Charges)	1	2	2	0	0	jbscross	thng		-1
O2+	\orange;what it seems to be \nMagic is not always \nEnchanted Shrine (8 Charges)	1	2	2	0	0	jbscross	thng		-1
x03	Worldstone Orb	1	1	2	0	0	invgmy	arac		4
&a3	\orange;Mystic Orb	1	1	2	0	0	pearl3	asaa		-1
25+	2% Curse Length Reduction	1	1	2	0	0	pearl1	asaa		-1
J7+	\orange;at the cost of wisdom \nSalvation comes \nSacred Shrine (3 Charges)	1	2	2	0	0	jbscross	thng		-1
F4+	\orange;seldom attack \nThose who defend \nGloomy Shrine (6 Charges)	1	2	2	0	0	jbscross	thng		-1
hrt	Heart	1	1	2	0	0	invhrt	body		-1
&07	\orange;Mystic Orb	1	1	2	0	0	pearl4	asaa		-1
a57	Visions of Akarat	1	1	2	0	0	invsbk2	grtz		-1
qut	Cube Reagent (2/4)\n\orange;Glowing Arcane Crystal	1	1	2	0	0	pearl1	thng		-1
o@o	\dgreen;Eyegouger's Sigil	1	1	2	0	0	ring06	thng		-1
E8+	\orange;is swift and sharp \nThe sword of justice \nWeird Shrine (2 Charges)	1	2	2	0	0	jbscross	thng		-1
ob4	Clasped Orb\nAmulet	1	1	2	0	0	invamu	amul		-1
02-	\dgrey;and you may survive combat more easily!\nmode. The loss of speed is minimal\nTo avoid this penalty, hit R to enter walk\nchance to block are reduced when you run.\nAs in the regular game, your defense and\n\n-- Defense Penalty --\n\red;Pearl of Wisdom	1	1	2	0	0	ShinieWhite	thng		-1
a66	Idol of Vanity	1	2	2	0	0	invgbi	grtz		-1
am8	Ceremonial Spear\nAmulet	1	1	2	0	0	invamu	amul		-1
E1+	\orange;is swift and sharp \nThe sword of justice \nWeird Shrine (9 Charges)	1	2	2	0	0	jbscross	thng		-1
skc	\purple;Chipped Skull	1	1	2	0	1	invskc	gemz		-1
qqc	Bolt Quiver (Sacred)	1	3	2	1	75	invcqv	qmsl	2	-1
rin	Ring	1	1	2	0	0	invrin	ring		-1
r56	\grey;Great Rune\n\purple;Sha'ad Rune	1	1	2	0	100	r-d-12	rune		-1
52+	2% Faster Hit Recovery	1	1	2	0	0	pearl1	asaa		-1
r54	\grey;Great Rune\n\purple;Krys Rune	1	1	2	0	100	r-d-07	rune		-1
qux	Cube Reagent (3/4)\n\orange;Brilliant Arcane Crystal	1	1	2	0	0	pearl3	thng		-1
µ14	\orange;Brother Laz Trophy	1	1	2	0	0	apple	thng		-1
ob2	Sacred Globe\nAmulet	1	1	2	0	0	invamu	amul		-1
34+	1% Chance to cast level 3 Celerity on Attack	1	1	2	0	0	pearl2	asaa		-1
paa	Royal Shield\nAmulet	1	1	2	0	0	invamu	amul		-1
65+	2% Increased Attack Speed	1	1	2	0	0	pearl2	asaa		-1
ba6	Jawbone Visor\nAmulet	1	1	2	0	0	invamu	amul		-1
ear	Ear	1	1	2	0	0	invear	play		-1
10+	Damage Reduced by 1	1	1	2	0	0	pearl4	asaa		-1
J6+	\orange;at the cost of wisdom \nSalvation comes \nSacred Shrine (4 Charges)	1	2	2	0	0	jbscross	thng		-1
l@l	\dgreen;Skinrender's Sigil	1	1	2	0	0	ring01	thng		-1
F8+	\orange;seldom attack \nThose who defend \nGloomy Shrine (2 Charges)	1	2	2	0	0	jbscross	thng		-1
44+	-1% to Enemy Poison Resistance	1	1	2	0	0	pearl4	asaa		-1
obd	Demon Heart\nAmulet	1	1	2	0	0	invamu	amul		-1
&90	\orange;Mystic Orb\nCrystal of Tears	1	1	2	0	0	pearl1	asaa		-1
B7+	\orange;be guided by fate \nThe hands of men may \nAbandoned Shrine (3 Charges)	1	2	2	0	0	jbscross	thng		-1
9tw	Greater Talons\nAmulet	1	1	2	0	0	invamu	amul		-1
C5+	\orange;flows from within \nThe essence of life \nQuiet Shrine (5 Charges)	1	2	2	0	0	jbscross	thng		-1
ob1	Eagle Orb\nAmulet	1	1	2	0	0	invamu	amul		-1
N0+	\orange;the body thrives \nWhile the spirit is vigilant \nMagical Shrine (10 Charges)	1	2	2	0	0	jbscross	thng		-1
R0+	\orange;refocused renews\nThe powers of mana\nStone Shrine (10 Charges)	1	2	2	0	0	jbscross	thng		-1
gcr	\purple;Chipped Ruby	1	1	2	0	1	invgsra	gemr		-1
tal	Tail	1	1	2	0	0	invtail	body		-1
zky	\dgreen;Greater Signet of Learning	1	1	2	0	0	sigilXL	poti		-1
skr	Scissors Katar\nAmulet	1	1	2	0	0	invamu	amul		-1
7xf	War Fist\nAmulet	1	1	2	0	0	invamu	amul		-1
04-	\dgrey;treasures on Destruction difficulty.\nseek them out, for they hide legendary\nworld. Powerful heroes may want to\nspecial areas scattered throughout the\nDungeon uberquests are small but difficult\n\n-- Dungeon Uberquests --\n\red;Pearl of Wisdom	1	1	2	0	0	ShinieWhite	thng		-1
9qr	Scissors Quhab\nAmulet	1	1	2	0	0	invamu	amul		-1
g$c	\purple;Onyx	1	1	2	0	12	invgsoc	gemq		-1
40-	\dgrey;Location: Act 1 Crypt\nImpossible (7/8)\nUberlevel\n\n-- Kingdom of Shadow --\n\red;Pearl of Wisdom	1	1	2	0	0	shinieGreen	thng		-1
39+	1% Chance of Crushing Blow	1	1	2	0	0	pearl2	asaa		-1
O5+	\orange;what it seems to be \nMagic is not always \nEnchanted Shrine (5 Charges)	1	2	2	0	0	jbscross	thng		-1
G0+	\orange;may yet be first \nThose who are last \nTainted Shrine (10 Charges)	1	2	2	0	0	jbscross	thng		-1
vic	Cube Reagent\n\orange;Sacrifical Heart	1	1	2	0	0	invhrt	thng		-1
&64	\orange;Mystic Orb	1	1	2	0	0	pearl2	asaa		-1
L3+	\orange;as one grows strong \nSome are weakened \nMysterious Shrine (7 Charges)	1	2	2	0	0	jbscross	thng		-1
F3+	\orange;seldom attack \nThose who defend \nGloomy Shrine (7 Charges)	1	2	2	0	0	jbscross	thng		-1
7$a	\purple;Chipped Turquoise	1	1	2	0	1	invgsta	gemo		-1
eo7	\red;Elixir of Fire	1	1	2	0	0	invxyz	hpot		-1
r02	\purple;Eld Rune	1	1	2	0	11	invrEld	rune		-1
37+	+10 to Maximum Damage	1	1	2	0	0	pearl2	asaa		-1
E2+	\orange;is swift and sharp \nThe sword of justice \nWeird Shrine (8 Charges)	1	2	2	0	0	jbscross	thng		-1
R4+	\orange;refocused renews\nThe powers of mana\nStone Shrine (6 Charges)	1	2	2	0	0	jbscross	thng		-1
a56	Azmodan's Heart	1	1	2	0	0	invhrt	grtz		-1
5$e	\purple;Perfect Amber	1	1	2	0	18	invgsae	geml		-1
obc	Eldritch Orb\nAmulet	1	1	2	0	0	invamu	amul		-1
x3x	Sunstone of Thunder	1	1	2	0	0	invgmw	grtz		-1
K7+	\orange;at the cost of wisdom \nPersistence comes \nShimmering Shrine (3 Charges)	1	2	2	0	0	jbscross	thng		-1
adi	By Richard Knaak\nLegacy of Blood	1	1	2	0	0	invhscr2	grtz		-1
r05	\purple;Eth Rune	1	1	2	0	15	invrEth	rune		-1
&91	\orange;Mystic Orb\nEssence of Itherael	1	1	2	0	0	pearl1	asaa		-1
K3+	\orange;at the cost of wisdom \nPersistence comes \nShimmering Shrine (7 Charges)	1	2	2	0	0	jbscross	thng		-1
C8+	\orange;flows from within \nThe essence of life \nQuiet Shrine (2 Charges)	1	2	2	0	0	jbscross	thng		-1
dr1	Wolf Head\nAmulet	1	1	2	0	0	invamu	amul		-1
&06	\orange;Mystic Orb	1	1	2	0	0	pearl4	asaa		-1
M4+	\orange;least expected \nRiches abound when \nSpiritual Shrine (6 Charges)	1	2	2	0	0	jbscross	thng		-1
hrb	Herb	1	1	2	0	0	invhrb	herb		-1
skf	\purple;Flawed Skull	1	1	2	0	5	invskf	gemz		-1
D4+	\orange;at the cost of self \nKnowledge and wisdom \nEerie Shrine (6 Charges)	1	2	2	0	0	jbscross	thng		-1
I5+	\orange;at the cost of wisdom \nEnergy comes \nOrnate Shrine (5 Charges)	1	2	2	0	0	jbscross	thng		-1
C0+	\orange;flows from within \nThe essence of life \nQuiet Shrine (10 Charges)	1	2	2	0	0	jbscross	thng		-1
2x5	\dgreen;Alpha Brain	1	1	2	0	0	invbrnz	thng		-1
gpb	\purple;Perfect Sapphire	1	1	2	0	18	invgsbe	gems		-1
&56	\orange;Mystic Orb	1	1	2	0	0	pearl2	asaa		-1
32-	\dgrey;Location: Act 1 Tower Cellar\nExtreme (6/8)\nSummoning Uberquest\n\n-- Legacy of Blood --\n\red;Pearl of Wisdom	1	1	2	0	0	shiniePurple	thng		-1
glb	\purple;Flawless Sapphire	1	1	2	0	15	invgsbd	gems		-1
02+	+1 to Dexterity	1	1	2	0	0	pearl4	asaa		-1
H2+	\orange;at the cost of wisdom \nIntensity comes \nFascinating Shrine (8 Charges)	1	2	2	0	0	jbscross	thng		-1
gpg	\purple;Perfect Emerald	1	1	2	0	18	invgsge	geme		-1
18-	\dgrey;Feel free to experiment!\ncreate a powerful but random crafted item.\nitem with a Portable Shrine to\nCube a sacred rare, set, unique or crafted\n\n-- Shrines and Crafting --\n\red;Pearl of Wisdom	1	1	2	0	0	shinieYellow	thng		-1
0sc	Scroll of Knowledge	1	1	2	0	0	invrsc	scro		-1
19+	+10 Defense	1	1	2	0	0	pearl3	asaa		-1
mp2	Light Mana Potion	1	1	2	0	0	invmp2	mpot		-1
M2+	\orange;least expected \nRiches abound when \nSpiritual Shrine (8 Charges)	1	2	2	0	0	jbscross	thng		-1
R6+	\orange;refocused renews\nThe powers of mana\nStone Shrine (4 Charges)	1	2	2	0	0	jbscross	thng		-1
r10	\purple;Thul Rune	1	1	2	0	23	invrThul	rune		-1
!@4	\dgreen;Evil Eye of the Fairy Witch	1	1	2	0	0	evileye	thng		-1
51+	2% Faster Run/Walk	1	1	2	0	0	pearl1	asaa		-1
I3+	\orange;at the cost of wisdom \nEnergy comes \nOrnate Shrine (7 Charges)	1	2	2	0	0	jbscross	thng		-1
µ03	\orange;Judgement Day Trophy	1	1	2	0	0	apple	thng		-1
&61	\orange;Mystic Orb	1	1	2	0	0	pearl2	asaa		-1
&50	\orange;Mystic Orb	1	1	2	0	0	pearl1	asaa		-1
A6+	\orange;by heavenly faith \nStrength is bolstered \nCreepy Shrine (4 Charges)	1	2	2	0	0	jbscross	thng		-1
21+	Fire Resist +5%	1	1	2	0	0	pearl1	asaa		-1
eyz	Eye	1	1	2	0	0	inveye	body		-1
cm1	WARNING: HACKED ITEM\nSmall Charm	0	0	2	0	0	invchm	hpot		-1
41-	\dgrey;Location: Act 5 Pit of Acheron\nExtreme (6/8)\nUberlevel\n\n-- Ghosts of Old Bremmtown --\n\red;Pearl of Wisdom	1	1	2	0	0	shinieGreen	thng		-1
yq7	Hard Mode Charm	2	2	2	0	0	hardmode	grtz		-1
mec	Cube Reagent\n\orange;Meditation Candle	1	1	2	0	0	invcndl	thng		-1
r31	\purple;Jah Rune	1	1	2	0	65	invrJo	rune		-1
C9+	\orange;flows from within \nThe essence of life \nQuiet Shrine (1 Charge)	1	2	2	0	0	jbscross	thng		-1
obf	Dimensional Shard\nAmulet	1	1	2	0	0	invamu	amul		-1
qmu	Amulet (Sacred)	1	1	2	0	75	invamu	amul		-1
K8+	\orange;at the cost of wisdom \nPersistence comes \nShimmering Shrine (2 Charges)	1	2	2	0	0	jbscross	thng		-1
D7+	\orange;at the cost of self \nKnowledge and wisdom \nEerie Shrine (3 Charges)	1	2	2	0	0	jbscross	thng		-1
&78	\orange;Mystic Orb\nThe Moon Crystal	1	1	2	0	0	pearl1	asaa		-1
49+	5% Damage Reflected	1	1	2	0	0	pearl1	asaa		-1
09+	+1% to Physical/Magic Spell Damage	1	1	2	0	0	pearl4	asaa		-1
pa2	Rondache\nAmulet	1	1	2	0	0	invamu	amul		-1
29+	+2 to Mana when Struck	1	1	2	0	0	pearl1	asaa		-1
&25	\orange;Mystic Orb	1	1	2	0	0	pearl1	asaa		-1
37-	\dgrey;Location: Act 5 Infernal Pit\nTricky (3/8)\nUberlevel\n\n-- Khalimgrad --\n\red;Pearl of Wisdom	1	1	2	0	0	shinieGreen	thng		-1
bkd	Key to the Cairn Stones	2	2	2	0	0	invscb	ques		-1
eo8	\red;Elixir of Cold	1	1	2	0	0	invxyz	hpot		-1
dr9	Sacred Feathers\nAmulet	1	1	2	0	0	invamu	amul		-1
H1+	\orange;at the cost of wisdom \nIntensity comes \nFascinating Shrine (9 Charges)	1	2	2	0	0	jbscross	thng		-1
zkb	\dgreen;Signet of Experience	1	1	2	0	0	sigil5B	poti		-1
05-	\dgrey;difficulty may yield wondrous rewards!\nages past. Doing so on Destruction\nareas to summon legendary evils from\nHoradric Cube and use it in designated\nCraft a Book of Summoning in the\n\n-- Summoning Uberquests --\n\red;Pearl of Wisdom	1	1	2	0	0	ShinieWhite	thng		-1
L1+	\orange;as one grows strong \nSome are weakened \nMysterious Shrine (9 Charges)	1	2	2	0	0	jbscross	thng		-1
x02	Shadow Vortex	1	1	2	0	0	invgmy	arab		6
33+	2% Mana Stolen per Hit	1	1	2	0	0	pearl2	asaa		-1
bbb	Lam Esen's Tome	2	2	2	0	0	invbbb	ques		-1
&71	\orange;Mystic Orb\nMarksman's Eye	1	1	2	0	0	pearl4	asaa		-1
yq8	Zakarum's Ear	1	1	2	0	0	invear	grtz		-1
glw	\purple;Flawless Diamond	1	1	2	0	15	invgswd	gemd		-1
45-	\dgrey;gems and/or runes...\nsets, uniques, sacred items, gold,\nmore of a specific item type: rares,\nIn uberquest areas you may find\n\n-- Drop Bias --\n\red;Pearl of Wisdom	1	1	2	0	0	ShinieWhite	thng		-1
0g8	\red;Elixir of Love	1	1	2	0	0	invxyz	hpot		-1
r38	\purple;Thur Rune	1	1	2	0	84	r-a-09	rune		-1
ne4	Gargoyle Head\nAmulet	1	1	2	0	0	invamu	amul		-1
I0+	\orange;at the cost of wisdom \nEnergy comes \nOrnate Shrine (10 Charges)	1	2	2	0	0	jbscross	thng		-1
zoh	\red;Energy Pack	1	1	2	0	0	stoneearth	poti		-1
vip	Top of the Horadric Staff	1	1	2	0	0	invvip	amul		-1
&40	\orange;Mystic Orb	1	1	2	0	0	pearl2	asaa		-1
&15	\orange;Mystic Orb	1	1	2	0	0	pearl4	asaa		-1
J1+	\orange;at the cost of wisdom \nSalvation comes \nSacred Shrine (9 Charges)	1	2	2	0	0	jbscross	thng		-1
&89	\orange;Mystic Orb\nWrathspirit	1	1	2	0	0	pearl2	asaa		-1
&a1	\orange;Mystic Orb	1	1	2	0	0	pearl3	asaa		-1
I8+	\orange;at the cost of wisdom \nEnergy comes \nOrnate Shrine (2 Charges)	1	2	2	0	0	jbscross	thng		-1
a60	The Butcher's Tooth	1	1	2	0	0	invfang	grtz		-1
&66	\orange;Mystic Orb\nKara's Trinket	1	1	2	0	0	pearl3	asaa		-1
C6+	\orange;flows from within \nThe essence of life \nQuiet Shrine (4 Charges)	1	2	2	0	0	jbscross	thng		-1
N9+	\orange;the body thrives \nWhile the spirit is vigilant \nMagical Shrine (1 Charge)	1	2	2	0	0	jbscross	thng		-1
B6+	\orange;be guided by fate \nThe hands of men may \nAbandoned Shrine (4 Charges)	1	2	2	0	0	jbscross	thng		-1
yq2	Six Angel Bag	1	2	2	0	0	s1	grtz		-1
F1+	\orange;seldom attack \nThose who defend \nGloomy Shrine (9 Charges)	1	2	2	0	0	jbscross	thng		-1
r55	\grey;Great Rune\n\purple;Auhe Rune	1	1	2	0	100	r-d-04	rune		-1
B3+	\orange;be guided by fate \nThe hands of men may \nAbandoned Shrine (7 Charges)	1	2	2	0	0	jbscross	thng		-1
ey2	\red;Elixir of Experience	1	1	2	0	0	invxyz	hpot		-1
14-	\dgrey;(See documentation for details)\nReward: class charm upgrade, new learnable skill\n- Completion of five Trials\nRequires:\n\n-- Black Road Challenge --\n\red;Pearl of Wisdom	1	1	2	0	0	ShinieBlue	thng		-1
&11	\orange;Mystic Orb	1	1	2	0	0	pearl3	asaa		-1
x01	Sacred Sunstone	1	1	2	0	0	invgmy	araa		0
qey	Khalim's Eye	1	1	2	0	0	inveye	ques		-1
gsv	\purple;Amethyst	1	1	2	0	12	invgsvc	gema		-1
38-	\dgrey;Location: Act 2 Halls of the Dead 3\nHard (4/8)\nUberlevel\n\n-- Tran Athulua --\n\red;Pearl of Wisdom	1	1	2	0	0	shinieGreen	thng		-1
26-	\dgrey;Location: Act 5 Abaddon\nImpossible (7/8)\nDungeon Uberquest\n\n-- Toraja --\n\red;Pearl of Wisdom	1	1	2	0	0	shinieRed	thng		-1
mpo	Mana Potion	1	1	2	0	0	invbps	mpot		-1
pad	Kurast Shield\nAmulet	1	1	2	0	0	invamu	amul		-1
ba3	Horned Helm\nAmulet	1	1	2	0	0	invamu	amul		-1
yq1	Sunless Crystal Bird	1	2	2	0	0	bird4	grtz		-1
am5	Maiden Javelin\nAmulet	1	1	2	0	0	invamu	amul		-1
pa6	Akaran Targe\nAmulet	1	1	2	0	0	invamu	amul		-1
mp3	Mana Potion	1	1	2	0	0	invmp3	mpot		-1
r20	\purple;Lem Rune	1	1	2	0	43	invrLem	rune		-1
ces	Cestus\nAmulet	1	1	2	0	0	invamu	amul		-1
r29	\purple;Sur Rune	1	1	2	0	61	invrSur	rune		-1
bae	Conqueror Crown\nAmulet	1	1	2	0	0	invamu	amul		-1
am4	Maiden Pike\nAmulet	1	1	2	0	0	invamu	amul		-1
r42	\purple;Vith Rune	1	1	2	0	98	r-a-13	rune		-1
gzv	\purple;Flawless Amethyst	1	1	2	0	15	invgsvd	gema		-1
wms	Thawing Potion	1	1	2	0	0	invyps	wpot		-1
zkq	\dgreen;Signet of Learning	1	1	2	0	0	sigil1B	poti		-1
2x6	\dgreen;Beta Brain	1	1	2	0	0	invbrnz	thng		-1
q@q	\dgreen;Bonehexer's Sigil	1	1	2	0	0	ring09	thng		-1
B1+	\orange;be guided by fate \nThe hands of men may \nAbandoned Shrine (9 Charges)	1	2	2	0	0	jbscross	thng		-1
g34	The Golden Bird	1	2	2	0	0	invgbi	ques		-1
!@5	\dgreen;Evil Eye of the Bane Hunter	1	1	2	0	0	evileye	thng		-1
r08	\purple;Ral Rune	1	1	2	0	19	invrRal	rune		-1
T0+	\orange;brings destruction\nArcane power\nCryptic Shrine (10 Charges)	1	2	2	0	0	jbscross	thng		-1
r@r	Ring of the Five	1	1	2	0	0	ring08	kill		-1
&46	\orange;Mystic Orb	1	1	2	0	0	pearl1	asaa		-1
r17	\purple;Lum Rune	1	1	2	0	37	invrLum	rune		-1
16+	2% Better Chance of Getting Magic Items	1	1	2	0	0	pearl4	asaa		-1
nef	Bloodlord Skull\nAmulet	1	1	2	0	0	invamu	amul		-1
yo5	\purple;Perfect Rainbow Stone	1	1	2	0	18	og5	gemx		-1
mss	Mephisto's Soulstone	1	1	2	0	0	invmss	ques		-1
T5+	\orange;brings destruction\nArcane power\nCryptic Shrine (5 Charges)	1	2	2	0	0	jbscross	thng		-1
r11	\purple;Amn Rune	1	1	2	0	25	invrAmn	rune		-1
N6+	\orange;the body thrives \nWhile the spirit is vigilant \nMagical Shrine (4 Charges)	1	2	2	0	0	jbscross	thng		-1
nea	Hierophant Trophy\nAmulet	1	1	2	0	0	invamu	amul		-1
r45	\purple;Thai Rune	1	1	2	0	100	r-a-16	rune		-1
x4x	Sunstone of the Gods	1	1	2	0	0	invgmv	grtz		-1
g$b	\purple;Flawed Onyx	1	1	2	0	5	invgsob	gemq		-1
H4+	\orange;at the cost of wisdom \nIntensity comes \nFascinating Shrine (6 Charges)	1	2	2	0	0	jbscross	thng		-1
pa9	Gilded Shield\nAmulet	1	1	2	0	0	invamu	amul		-1
L4+	\orange;as one grows strong \nSome are weakened \nMysterious Shrine (6 Charges)	1	2	2	0	0	jbscross	thng		-1
&60	\orange;Mystic Orb	1	1	2	0	0	pearl2	asaa		-1
&33	\orange;Mystic Orb	1	1	2	0	0	pearl2	asaa		-1
