Name	complete	* status	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	Rune Name	server	eol
Summit	1	Zero socketables	helm									r01						light		-1	-1	gold%		76	100	ease		-15	-15	cheap		5	5													Summit		0
Cannonball	1	Zero socketables	helm									r08						extra-fire		1	3	move3		40	40	stam		101	150	crush		3	3	att-skill	496	1	6	charged	564	5	5					Cannonball		0
Ra	1	Zero socketables	helm									r17						allskills		1	1	move3		-10	-10	gold%		26	50	howl-thorns		11	15	pierce-fire		6	10	pierce-pois		6	10	cast3		25	25	Ra		0
Alchemy	1	Zero socketables	helm									r26						regen		21	25	hp-minion		21	30	regen		21	25	ac%		58	86	block3		25	25	swing3		25	25					Alchemy		0
Dreadlord	1	Zero socketables	helm									r35						att%-minion		41	50	dmg-minion		41	50	oskill	694	1	6	maxminions		2	4	crush		3	3	ac%		115	143	att-skill	443	25	22	Dreadlord		0
Cauldron	1	Zero socketables	helm									r44						dmg-minion		-10	-10	att-skill	468	20	11	allskills		1	1	dmg-pois	125	612	1832	ac%		115	143									Cauldron		0
Eidolon	1	Zero socketables	helm									r51						dmg-max		20	20	ac%		144	171	allskills		1	2	ac-global		21	30	light		4	4	res-all		31	40	all-stats%		20	20	Eidolon		0
Sphinx	1	Zero socketables	circ									r11						thorns%		25	25	ac		101	150	all-stats		11	15	ama		1	1	light		4	4	gold%		51	63					Sphinx		0
Lily	1	Zero socketables	circ									r31						ac%		4	15	regen		21	30	heal-kill		11	20	charged	397	20	5	vit%		11	15	allskills		1	2	heal-hit		1	1	Lily		0
Eulenspiegel	1	Zero socketables	circ									r38						att%-minion		-50	-50	movecast3		20	20	gethit-skill	54	15	1	enr-factor		31	50	allskills		2	2	enr%		21	25	dex%		21	25	Eulenspiegel		0
Wintermute	1	Zero socketables	circ									r53						ease		-28	-28	ac-global		21	30	allskills		2	2	extra-all		16	20	mana		750	750	oskill	706	1	9	res-all		31	40	Wintermute		0
Geas	1	Zero socketables	shld									r04						poison-dur		41	50	uninterrupt		11	15	ac%		12	23	res-all		15	15	res-pois		-90	-90									Geas		0
Pharaoh	1	Zero socketables	shld									r12						extra-pois		3	5	allskills		1	1	str		11	15	vit		11	15	ease		-10	-10									Pharaoh		0
Nomad	1	Zero socketables	shld									r20						addxp		4	8	stamdrain		40	40	ac%		58	86	ac		163	163	att-skill	469	5	44	block3		40	40	gold%		51	75	Nomad		0
Goddess	1	Zero socketables	shld									r30						uninterrupt		45	45	nofreeze		1	1	ac		-150	-150	allskills		2	2	ease		-10	-10									Goddess		0
Kodo	1	Zero socketables	shld									r40						balance3		-25	-25	kill-skill	600	5	8	blood-phys		11	15	str%		11	20	ac%		115	143	vit%		11	20	crush		5	5	Kodo		0
WallOfFire	1	Zero socketables	shld									r50						ac-global		11	20	ac%		144	171	vit%		31	40	block3		40	40	fire-thorns		500	500	str%		31	40	allskills		1	1	WallOfFire		0
Avatar	1	Zero socketables	shld									r53						ease		45	45	ac%		172	200	death-skill	680	100	61	castgethit3		45	45	mag%		16	25	allskills		1	1	pierce-fcl		25	30	Avatar		0
Iblis	1	Zero socketables	glov									r04						poison-dur		1	5	abs-fire%		5	5	extra-fire		8	10	enr%		10	10	light		5	5									Iblis		0
Mercy	1	Zero socketables	glov									r13						str		1	10	att-skill	90	5	14	vit%		11	15	ac		26	26	dmg-max		6	8									Mercy		0
Kali	1	Zero socketables	glov									r21						res-fire		1	1	kill-skill	518	33	6	allskills		2	2	ac		-214	-214	res-fire-max		10	10	charged	568	124	2					Kali		0
Aiwass	1	Zero socketables	glov									r33						slow-thorns		-5	-5	shadows-attsyn		0	0	nec		2	2	ac		93	93	charged	873	78	4	str%		11	20	dmg-minion		21	25	Aiwass		0
Skald	1	Zero socketables	glov									r41						res-all-minion		11	15	charged	96	33	3	charged	570	33	3	ac%		115	143	cast3		20	20	manasteal		14	18	att-skill	998	40	6	Skald		0
Icarus	1	Zero socketables	glov									r49						move3		80	80	ac%		144	171	vit		75	75	enr		75	75	res-fire		-20	-20	death-skill	824	100	62					Icarus		0
Drekavac	1	Zero socketables	glov									r51						dmg-max		18	23	skillcap		1	1	dmg-cold		25	50	cold-thorns	75	101	150	mag%		11	20	allskills		1	1	swingcast3		45	45	Drekavac		0
Rainbow	1	Zero socketables	belt									r05						res-all		11	15	extra-all		3	3	mag%		6	8	light		2	2													Rainbow		0
Prodigy	1	Zero socketables	belt									r15						extra-pm		-3	-3	extra-fire		6	8	extra-ltng		6	8	mana-kill		31	45	regen-mana		11	20	cast3		20	20	att%		100	100	Prodigy		0
Fuse	1	Zero socketables	belt									r23						res-pois		-30	-30	ac%		58	86	gethit-skill	79	25	14	res-fire		31	50	extra-fire/lvl	4	4	4	charged	564	20	5	dmg-fire		5	24	Fuse		0
Pulsa Dinura	1	Zero socketables	belt									r34						pal		1	1	ac%		87	114	att-skill	563	2	6	heal-kill		31	50	dmg-fire		13	38	wrath-synergy		21	40	swingcast3		15	15	Pulsa Dinura		0
Truce	1	Zero socketables	belt									r42						ac%		172	200	red-dmg%		10	10	swingcast3		-5	-5	slow-thorns		5	5	dmg-stun		25	25									Truce		0
Dyaus Pita	1	Zero socketables	belt									r50						death-skill	501	100	19	ac%		115	143	str%		11	15	enr%		11	15	vit%		11	15									Dyaus Pita		0
Ahriman	1	Zero socketables	belt									r52						enr-factor		-5	-5	ac%		172	200	dmg-elem	25	50	150	res-all		31	40	all-stats		31	50	allskills		1	1	ease		10	10	Ahriman		0
Epicenter	1	Zero socketables	boot									r06						ac%		4	15	crush/lvl	2	2	2	death-skill	612	100	21	hp%		11	15													Epicenter		0
Outlaw	1	Zero socketables	boot									r14						ac%		30	57	shadows-max		2	2	enr		11	15	ac		-1	-1	howl-thorns		5	5									Outlaw		0
Ginfaxi	1	Zero socketables	boot									r22						enr%		-5	-5	oskill	689	1	4	ac%		30	57	slow-thorns		5	5	str		16	20	ac-global		11	15					Ginfaxi		0
Craton	1	Zero socketables	boot									r32						vit		-10	-10	ac-global		31	40	uninterrupt		11	20	att-skill	595	5	7	crush		3	3	all-stats		21	25	red-dmg		16	20	Craton		0
Megalith	1	Zero socketables	boot									r40						ac%		115	143	cast3		25	25	str		41	50	red-dmg%		5	5	allskills		1	1	regen-mana		30	30					Megalith		0
Nephilim	1	Zero socketables	boot									r48						ac%		144	171	str%		21	25	vit%		21	25	ac		150	150	death-skill	518	100	51	strvit		50	50					Nephilim		0
Hibagon	1	Zero socketables	boot									r53						ease		-3	-3	ac%		172	200	reanimate	2233	5	5	reanimate	2234	5	5	reanimate	2223	5	5	res-all		31	40	allskills		1	1	Hibagon		0
StataMater	1	Zero socketables	azhm									r16						dex%		6	10	oskill	566	1	7	enr%		11	15	res-fire		100	100	pierce-fire		5	5	red-dmg		11	15	gold%		51	75	StataMater		0
Amaterasu	1	Zero socketables	azhm									r24						enr		40	40	oskill	632	1	9	extra-fire		11	13	ama		1	2	light		5	5	gold%		101	125	abs-fire%		2	5	Amaterasu		0
Siegfried	1	Zero socketables	azhm									r31						ac%		72	100	dex		50	50	res-all		21	25	dmg-elem	250	84	250	swing3		40	40	oskill	698	1	8	crush		5	5	Siegfried		0
Lohengrin	1	Zero socketables	azhm									r42						reanimate	1849	1	2	reanimate	1850	1	2	reanimate	1851	1	2	lohengrin		40	40	dmg-max		26	38	state	126	1	1	desc-lockout		1	1	Lohengrin		0
Unicorn	1	Zero socketables	azhm									r52						enr-factor		16	20	ama		3	5	cast3		40	40	mm-syn		6	8	abs-fcl%		10	10	enr-factor%		15	20					Unicorn		0
Edda	1	Zero socketables	azsd									r15						extra-pm		3	5	cast3		15	15	mana%		11	20	ama		1	1	ease		-15	-15	extra-fire		6	8					Edda		0
Lion	1	Zero socketables	azsd									r35						all-stats%		18	27	swing3		20	20	block		1	1	light		2	2	dmg-global		21	30	ac%		87	114	balance3		40	40	Lion		0
Eloi	1	Zero socketables	azsd									r42						oskill	668	11	27	ac%		115	143	dmg-minion		11	15	red-dmg%		10	10	enr		-25	-25	cheap		5	5					Eloi		0
Nix	1	Zero socketables	azsd									r48						skill-dur		15	15	ac%		172	200	oskill	703	22	29	extra-cold		21	25	dex%		25	25	oskill	397	1	3	reanimate	1564	10	10	Nix		0
Ea2	1	Zero socketables	azsd									r52						enr-factor		26	45	ama		2	2	ac%		115	143	ease		-20	-20	cast3		60	60	extra-firepm		21	30	move3		40	40	Ea2		0
Afrit	1	Zero socketables	ishd									r13						str		-20	-20	oskill	525	1	9	extra-pm		6	10	cast3		15	15	mag%		11	20	red-dmg		3	5					Afrit		0
Rahab	1	Zero socketables	ishd									r19						dex		5	5	oskill	353	1	4	lifesteal		2	4	uninterrupt		11	15	ac%		30	57	str		15	15	att-skill	473	10	4	Rahab		0
Ligeia	1	Zero socketables	ishd									r28						res-cold		30	30	kill-skill	62	15	13	death-skill	569	100	34	oskill	695	11	14	res-all		40	40	res-pois		-90	-90	oskill	691	11	14	Ligeia		0
Dar-Al-Harb	1	Zero socketables	ishd									r37						cast3		15	15	extra-fire/lvl	8	8	8	extra-ltng/lvl	8	8	8	dex-enr		25	25	ass		3	4	oskill	401	19	22	oskill	1021	16	19	Dar-Al-Harb		0
Scorched Earth	1	Zero socketables	ishd									r51						dmg-max		8	20	att-skill	632	33	59	dmg-fire		63	125	extra-fire		21	25	dmg-stun		75	75	ac%		172	200	all-stats		31	50	Scorched Earth		0
Algiz	1	Zero socketables	phlm									r09						dmg-ltng		1	10	ac-global		11	15	att-skill	540	10	4	crush		3	3	str%		10	10	vit%		10	10					Algiz		0
Nasrudin	1	Zero socketables	phlm									r19						dex		31	40	ac%		58	86	all3		50	50	cast3		-20	-20	block3		-20	-20	gold%		51	75	oskill	690	3	9	Nasrudin		0
Sagarmatha	1	Zero socketables	phlm									r36						ac%		58	86	crush		5	5	dmg-cold	50	38	100	res-cold		51	70	att-skill	571	35	9	charged	828	50	12					Sagarmatha		0
Morthwyrtha	1	Zero socketables	phlm									r43						block3		-20	-20	bar		3	4	oskill	563	1	3	maxspirits		1	1	dmg-minion		31	40	att%-minion		41	50	oskill	416	31	34	Morthwyrtha		0
Wodziwob	1	Zero socketables	phlm									r53						ease		-3	-3	att-skill	708	100	23	extra-cold		16	25	dmg-undead		100	100	mana-kill		250	250	mana%		21	25	avoidance		5	5	Wodziwob		0
Enmerkar	1	Zero socketables	basd									r17						ac%		58	86	all-stats%		11	20	shamans-syn		51	70	bar		1	1	charged	449	10	6									Enmerkar		0
Warpath	1	Zero socketables	basd									r27						ac%		87	114	vit%		10	10	att-skill	542	10	4	dmg-norm		13	38	crush		5	5	block3		20	20					Warpath		0
Gauntlet	1	Zero socketables	basd									r39						hp-minion		-10	-10	att-skill	500	33	3	thorns%		201	250	heal-kill		51	100	block		-10	-10	ac%		87	114	openwounds		100	100	Gauntlet		0
Huracan	1	Zero socketables	basd									r44						ac%		144	171	att-skill	498	15	7	res-all		50	50	dmg-elem		1	250	swing3		40	40	res-pois		-50	-50	oskill	58	22	26	Huracan		0
E-Engur-A	1	Zero socketables	basd									r52						ac%		172	200	enr-factor		-5	-5	all-stats		50	50	stupid-thorns		2	5	mag%		26	50	res-firepoison		100	100	bar		3	3	E-Engur-A		0
Nezha	1	Zero socketables	pelt									r18						ac%		58	86	dex%		10	10	swing3		20	20	mana%		11	20	mag%		11	20	dru		1	1	avoidance		5	5	Nezha		0
Natha	1	Zero socketables	pelt									r28						res-ltng		-30	-30	ac%		58	86	hit-skill	492	10	2	att%		31	50	swing3		20	20	balance3		50	50	red-dmg%		10	10	Natha		0
Norma	1	Zero socketables	pelt									r38						att%-minion		-50	-50	enr-factor%		21	25	motw-elem		11	15	ac%		115	143	dru		2	2	cast3		15	15	oskill	997	4	8	Norma		0
Grove	1	Zero socketables	pelt									r45						res-all		16	25	motw-phys		21	30	crush		5	5	str%		20	20	dex%		20	20	reanimate	2333	6	10	oskill	634	1	5	Grove		0
Slyph	1	Zero socketables	pelt									r52						ac%		172	200	red-dmg%		5	5	extra-pois		16	25	dru		2	2	dmg-minion		31	40	hp-minion		41	60	slow-thorns-r		3	5	Slyph		0
Cube	1	Zero socketables	head									r16						dex%		-5	-5	balance		20	20	balance%		10	10	ac%		58	86	nec		1	1	gold%		16	25					Cube		0
Warlock	1	Zero socketables	head									r25						res-cold		-45	-45	ac%		58	86	att-skill	451	50	12	oskill	324	3	8	res-fire		30	30	lifesteal		9	13	crush		11	13	Warlock		0
Nahual	1	Zero socketables	head									r36						ac%		115	143	oskill	362	4	14	oskill	363	2	12	hp%-mp%		21	40	allskills		2	2	all-stats		31	40	gethit-skill	513	10	4	Nahual		0
Quimbanda	1	Zero socketables	head									r47						hp%-mp%		-2	-2	extra-fcl		16	25	nec		2	2	cast3		40	40	oskill	683	1	4	hp-minion		21	25	oskill	22	1	4	Quimbanda		0
Wyrm2	1	Zero socketables	head									r51						ac%		172	200	dmg-max		8	20	crush		11	13	dmg-pois	250	2560	5120	oskill	965	21	25	str%		31	40	dex%		31	40	Wyrm2		0
Ilmatar	1	Zero socketables	pzhm									r10						extra-ltng		3	3	att-skill	999	25	7	pal		1	1	regen		11	15	str		21	25	dex		21	25	enr		21	25	Ilmatar		0
Hierodule	1	Zero socketables	pzhm									r25						res-cold		-30	-30	state	97	1	1	desc-sorc		1	1	pal		1	1	cast3		20	20	extra-ltng		6	8	extra-pm		6	8	Hierodule		0
Crusade	1	Zero socketables	pzhm									r37						cast3		-15	-15	att-skill	712	5	3	oskill	360	6	12	oskill	357	6	12	uninterrupt		45	45	ac%		58	86	str		21	30	Crusade		0
Surya	1	Zero socketables	pzhm									r46						ac%		115	143	oskill	698	1	12	gold%		167	167	light		4	4	res-fire		41	50	oskill	360	1	4	all-stats%		11	15	Surya		0
Malakbel	1	Zero socketables	pzhm									r53						ease		-13	-13	reanimate	2335	2	2	res-fire		100	100	pal		2	2	cast3		10	10	extra-fire/lvl	8	8	8	death-skill	501	100	41	Malakbel		0
Asmodai	1	Zero socketables	ashd									r14						mana-kill		11	20	heal-kill		11	20	gold%		16	16	dmg-min		3	5	kill-skill	839	5	4	skill-dur		21	25					Asmodai		0
Sangreal	1	Zero socketables	ashd									r28						res-ltng		-30	-30	ac		33	33	desc-dbaura		1	1	aura	297	1	1	swing3		25	25	balance3		25	25	block		-10	-10	Sangreal		0
Zohar	1	Zero socketables	ashd									r33						slow-thorns		20	20	oskill	676	1	7	ac%		87	114	dmg-max		38	50	cheap		5	5	swing3		20	20	avoidance		6	10	Zohar		0
Asclepion	1	Zero socketables	ashd									r46						oskill	358	26	34	swingcast3		15	15	block3		30	30	regen/lvl	48	48	48	pal		1	2	res-all		25	25	res-pois		75	75	Asclepion		0
Amaymon	1	Zero socketables	ashd									r51						dmg-max		46	58	slow		10	10	oskill	420	4	13	dmg-minion		41	50	hp-minion		51	75	res-all		100	100	reanimate	1052	25	25	Amaymon		0
Demeter	1	Zero socketables	stor									r23						ac%		58	86	res-pois		20	20	oskill	67	12	15	pierce-pois		16	20	sor		2	2	red-dmg		11	20					Demeter		0
Curandera	1	Zero socketables	stor									r29						ac%		58	86	sor		2	2	regen/lvl	48	48	48	red-dmg%		16	20	res-all		11	15									Curandera		0
Astarte	1	Zero socketables	stor									r34						ac%		87	114	swing3		25	25	oskill	756	1	5	moon-syn		151	200	dmg-min		38	50	dmg-stun		250	250	oskill	859	1	5	Astarte		0
Oracle	1	Zero socketables	stor									r40						ac%		115	143	sor		3	4	mana%		31	50	cast3		40	40	mana/lvl	480	480	480	ac		500	500					Oracle		0
Vanity	1	Zero socketables	stor									r47						ac%		144	171	gold%		151	200	mag%		16	25	sor		3	5	dex		51	100	enr		51	100	hp%-mp%		-2	-2	Vanity		0
Comaetho	1	Zero socketables	stor									r50						ac%		144	171	avoidance		5	5	sor		2	2	pierce-all		16	25	hex-syn		50	50	slow-thorns		10	10					Comaetho		0
Venefica	1	Zero socketables	stor									r53						ease		-8	-8	ac%		172	200	extra-pois/lvl	16	16	16	sor		4	5	skillcap		1	1	howl-thorns		21	25	poison-dur		201	250	Venefica		0
Dawn	1	One socketable	weap									jew	r01					dmg%		18	35	gold%		16	30	all-stats%		10	10	kill-skill	496	5	7	balance3		15	15	att%		101	150	light		1	1	Dawn		0
Shark	1	One socketable	weap									jew	r07					dmg/lvl	4	4	4	dmg%		24	35	kill-skill	600	6	9	blood-phys		11	15	swing3		20	20	openwounds		33	33	mana		-1	-1	Shark		0
Enyo	1	One socketable	weap									jew	r14					dmg-min		6	10	hpm-str%-enr%		20	20	att-skill	347	15	13	dmg%		69	92	dmg-stun		125	125	allskills		1	1	reanimate	712	21	25	Enyo		0
Azrael	1	One socketable	weap									jew	r21					res-fire		26	26	kill-skill	518	33	13	hp		101	200	dmg%		87	103	lifesteal		6	13	str-heal		50	50	swingcast3		40	40	Azrael		0
Void	1	One socketable	weap									jew	r28					res-cold		40	40	dmg%		58	72	slow		33	33	red-dmg		11	15	mana-hit		21	25	reanimate	2344	5	5	dmg-norm		7	13	Void		0
Oblivion	1	One socketable	weap									jew	r35					all-stats%		7	7	dmg/lvl	12	12	12	att-skill	1002	25	32	dmg%		115	143	crush		8	8	extra-pois		16	20	charged	459	17	20	Oblivion		0
Berith	1	One socketable	weap									jew	r42					wirts		100	100	gold%		333	333	dmg%		115	143	all3		50	50	uninterrupt		21	25	ac-global		11	15					Berith		0
Gehenna	1	One socketable	weap									jew	r47					hp%-mp%		23	23	dmg%		144	171	att-skill	703	25	27	dmg-cold	250	188	250	dmg-pois	125	1536	2048	ease		-33	-33	gehenna		25	25	Gehenna		0
Triune	1	One socketable	weap									jew	r53					ease		-8	-8	dmg%		115	143	dmg-elem		84	417	dmg-max		84	84	res-fcl		66	66	hp-mana		201	400	charged	416	39	10	Triune		0
Banshee	1	One socketable	bow									jew	r03					dmg%		18	35	hit-skill	459	1	6	dmg/lvl	8	8	8	move3		20	20	dmg-cold	75	5	13	abs-cold%		11	15	kill-skill	712	5	8	Banshee		0
Shockwave	1	One socketable	bow									jew	r12					dmg%		58	72	kill-skill	90	100	16	slow		11	15	crush		6	8	dex		21	40	enr		21	40	dmg-max		11	15	Shockwave		0
Balance	1	One socketable	bow									jew	r22					enr%		-5	-5	unity		30	30	courage		15	15	dex		15	15	ac-global		11	15	dmg-global		41	50	dmg%		58	86	Balance		0
Hive	1	One socketable	bow									jew	r30					uninterrupt		15	15	dmg%		87	114	dmg-max		13	25	kill-skill	779	25	6	dmg-pois	250	1536	2304	regen/lvl	32	32	32	swing3		-15	-15	Hive		0
Phantom	1	One socketable	bow									jew	r39					hp-minion		-10	-10	hit-skill	998	50	15	dmg%		144	171	all-stats		51	100	mana%		50	50	nofreeze		1	1	stamsteal		11	17	Phantom		0
Curse	1	One socketable	bow									jew	r48					skill-dur		15	15	hit-skill	525	15	18	kill-skill	563	25	21	str%		25	25	dmg%		144	171	dmg/lvl	24	24	24	ac-global		21	25	Curse		0
Typhaon	1	One socketable	bow									jew	r52					dmg%		172	200	hit-skill	492	25	11	wirts		50	50	res-all		31	40	swing3		40	40	move3		60	60	dmg-max		76	125	Typhaon		0
Thammuz	1	One socketable	xbow									jew	r04					poison-dur		-15	-15	dmg%		18	35	kill-skill	809	25	6	hp		111	111	dmg-fire		2	9	swing3		25	25	kill-skill	530	25	6	Thammuz		0
Python	1	One socketable	xbow									jew	r16					dex%		16	20	str%		21	25	dmg%		58	86	dmg/lvl	12	12	12	hp%		21	25	kill-skill	330	33	14	lifesteal		16	19	Python		0
Cyclops	1	One socketable	xbow									jew	r29					slow		25	25	dmg%		87	114	dmg-max		51	75	hit-skill	443	5	48	extra-ltng		16	20	swing3		50	50					Cyclops		0
Tartarus	1	One socketable	xbow									jew	r44					dmg%		172	200	kill-skill	340	10	21	dmg/lvl	32	32	32	swingmove3		-10	-10	res-fireltng		100	100	heal-kill		101	150	str%		41	50	Tartarus		0
Araboth	1	One socketable	xbow									jew	r45					dmg%		172	200	dmg-max		76	100	oskill	636	1	9	dmg-undead		101	150	all-stats		31	50	light		2	2	regen		41	50	Araboth		0
Cheetah		One socketable	thro									jew	r02					att%		75	75	dmg%		18	35	move3		30	30	dmg-minion		11	20	att-damage		6	10	att%-minion		21	50	kill-skill	513	5	9	Cheetah		0
Chrysopelea		One socketable	thro									jew	r10					extra-cold		-3	-3	dmg%		30	57	dmg-min		8	10	kill-skill	469	15	29	pierce-pois		6	10	poison-dur		21	40	wounds/lvl	16	16	16	Chrysopelea		0
Dajjal		One socketable	thro									jew	r20					addxp		8	8	kill-skill	564	3	8	dmg%		87	114	dmg/lvl	12	12	12	heal-hit		3	5	swing3		40	40	balance3		40	40	Dajjal		0
Manitou		One socketable	thro									jew	r30					dmg%		115	143	kill-skill	386	50	52	extra-fire		11	13	dmg-max		26	50	all-stats		50	50	bar		2	2	ac/lvl	320	320	320	Manitou		0
Myriad		One socketable	thro									jew	r40					dmg%		115	143	dmg-global/lvl	16	16	16	kill-skill	779	10	12	dmg-min		26	38	swing3		50	50	indestruct		1	1	crush		6	8	Myriad		0
Naiad		One socketable	thro									jew	r49					dmg%		172	200	kill-skill	702	25	8	slow		25	25	uninterrupt		50	50	death-skill	828	100	47	att%		200	200					Naiad		0
Burlesque		One socketable	thro									jew	r51					enr-factor		41	50	dmg%		172	200	dmg-max		78	90	kill-skill	314	25	58	extra-pm		11	13	regen		21	25	dex-enr		100	100	Burlesque		0
Kingsblood2	1	One socketable	knif						tkni			jew	r26					addxp		10	10	dmg%		115	143	dmg-min		13	13	all-stats		31	40	allskills		1	1	light		2	2	lifesteal		6	12	Kingsblood2		0
Endor	1	One socketable	scyh									jew	r31					dmg%		72	100	dmg-max		26	50	att-skill	387	50	17	att-skill	330	5	19	extra-cold		16	20	extra-pois		16	20					Endor		0
Urada	1	One socketable	swor									jew	r46					ac		811	811	dmg%		144	171	reanimate	2340	13	13	dmg-ltng		1	276	all-stats		1	11	swing3		30	30	crush		6	6	Urada		0
Sabertooth	1	One socketable	axe									jew	r48					dmg%		144	171	oskill	689	1	9	str		75	75	lifesteal		9	17	uninterrupt		15	20	att-damage		100	100	dmg-global/lvl	64	64	64	Sabertooth		0
Seed of Conflict	1	One socketable	scyh									jew	r49					dmg%		144	171	dmg-max		51	63	ac-global		20	20	att-skill	712	10	9	heal-kill		101	150	mana-kill		101	150	nec		2	4	Seed of Conflict		0
Myrmidon	1	One socketable	spea									jew	r29					vit%		20	20	dmg%		87	114	dmg/lvl	24	24	24	dex%		20	20	oskill	666	1	4	ac-global		21	40	ease		15	15	Myrmidon		0
Demhe	1	One socketable	mace						hamm			jew	r33					slow-melee		-5	-5	dmg%		172	200	dmg-max		38	50	att-skill	398	25	50	gehenna		11	13	mana-hit		101	150	dmg-stun		125	125	Demhe		0
