index	code	enabled	rarity	lvl	lvl req	type	category	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	(S)StrName	chrtransform	invtransform	carry1	nolimit	cost mult	cost add	flippyfile	invfile	dropsound	dropsfxframe	usesound	(S)legacy	(S)updateitem	version	ladder	*eol
Thunderdome	w78	1	10	56	34	Assault Helmet (Grade 4)	Tiered Unique	sock		3	3	ac%		75	92	att-skill	807	22	19	ltng-min		1	1	ltng-max		31	60	levelup-skill	463	100	35	str%		19	22	oskill	669	12	14																		dgry	dgry		1	5	5000										0
Thunderdome	w98	1	10	71	43	Assault Helmet (Grade 5)	Tiered Unique	sock		3	3	ac%		92	109	att-skill	807	26	24	ltng-min		1	1	ltng-max		61	120	levelup-skill	463	100	42	str%		23	26	oskill	669	15	17																		dgry	dgry		1	5	5000										0
Thunderdome	e28	1	10	85	51	Assault Helmet (Grade 6)	Tiered Unique	sock		4	4	ac%		109	126	att-skill	807	30	29	ltng-min		1	1	ltng-max		121	240	levelup-skill	463	100	49	str%		27	30	oskill	669	18	20																		dgry	dgry		1	5	5000										0
Morlu's Friend	@55	1	20	120	100	Assault Helmet (Sacred(1))	Sacred(1) Unique	sock		4	4	ac%		115	143	bar		1	2	regen		100	100	res-fire		-20	-20	red-dmg%		5	5	move3		20	20	att%		101	150	reanimate	2271	5	5	crush		3	3	hp-minion		41	50						dgry	dgry		1	5	5000										0
NewWandelkoning	@55	1	8	120	100	Assault Helmet (Sacred(2))	Sacred(2) Unique	sock		4	4	ac%		172	200	hp-minion		-50	-50	dmg-global		101	150	str%		21	30	swing3		40	40	ac-global		21	25	dmg-max		51	75	indestruct		1	1	dex%		21	30	enr%		21	30	vit%		21	30		blac	blac		1	5	5000										0
AssaultHelmetSU3	@55	1	1	120	100	Assault Helmet (Sacred(3))	Sacred(3) Unique	sock		4	4	ac%		144	171	ignore-ac		1	1	reanimate	2211	5	5	dmg-norm		13	38	heal-kill		50	50	swing3		33	33	crush		8	8	all-stats%		10	10	light		-5	-5										blac	blac		1	5	5000										0
The Sightless Eye	01!	1	10	3	1	Athulua's Hand (Grade 1)	Tiered Unique	sock		1	1	ac%		12	23	dmg-max		4	7	dex%		2	5	att%		11	25	slow		5	5																										oran	oran		1	5	5000										0
The Sightless Eye	02!	1	10	17	10	Athulua's Hand (Grade 2)	Tiered Unique	sock		2	2	ac%		24	35	dmg-max		7	9	dex%		6	9	att%		26	40	slow		6	6																										oran	oran		1	5	5000										0
The Sightless Eye	03!	1	10	32	19	Athulua's Hand (Grade 3)	Tiered Unique	sock		3	3	ac%		35	46	dmg-max		9	12	dex%		10	13	att%		41	55	slow		7	7																										oran	oran		1	5	5000										0
The Sightless Eye	04!	1	10	47	28	Athulua's Hand (Grade 4)	Tiered Unique	sock		3	3	ac%		47	57	dmg-max		12	14	dex%		14	17	att%		56	70	slow		8	8																										oran	oran		1	5	5000										0
The Sightless Eye	05!	1	10	61	36	Athulua's Hand (Grade 5)	Tiered Unique	sock		4	4	ac%		58	69	dmg-max		14	17	dex%		18	21	att%		71	85	slow		9	9																										oran	oran		1	5	5000										0
The Sightless Eye	06!	1	10	76	45	Athulua's Hand (Grade 6)	Tiered Unique	sock		4	4	ac%		69	80	dmg-max		17	19	dex%		22	25	att%		86	100	slow		10	10																										oran	oran		1	5	5000										0
Danmaku	07!	1	20	120	100	Athulua's Hand (Sacred(1))	Sacred(1) Unique	sock		4	4	ac%		115	143	hit-skill	142	1	45	extra-fire		21	25	ama		2	3	swing3		35	35	block3		25	25	block		1	1	dmg-norm		13	25	hit-skill	803	25	5	kill-skill	78	10	15						dgry	dgry		1	5	5000										0
NewVisionOfTheFuries	07!	1	8	120	100	Athulua's Hand (Sacred(2))	Sacred(2) Unique	sock		4	4	ac		1000	1000	extra-fire/lvl	12	12	12	vit%		21	25	cast3		25	25	blood-elem		50	50	red-dmg		100	100	charged	313	10	61	charged	311	10	57	charged	766	10	54	enr-factor		75	75	enr%		10	10		cred	cred		1	5	5000										0
AthuluasHandSU3	07!	1	1	120	100	Athulua's Hand (Sacred(3))	Sacred(3) Unique	sock		4	4	ac%		114	143	extra-fire		13	25	extra-pm		13	25	pierce-fire		18	18	ama		2	3	cast3		25	25	gold%		50	50	enr%		25	50	enr-factor		50	75	regen		100	100						dgrn	dgrn		1	5	5000										0
Spirit Teacher's Headdress	w19	1	10	17	10	Avenger Guard (Grade 1)	Tiered Unique	sock		2	2	ac%		24	43	ease		-11	-15	dmg-minion		16	20	hp-minion		16	20	stance-radius		4	5	regen-mana		21	25	res-all		11	15																		oran	oran		1	5	5000										0
Spirit Teacher's Headdress	w39	1	10	32	19	Avenger Guard (Grade 2)	Tiered Unique	sock		2	2	ac%		44	63	ease		-16	-20	dmg-minion		21	25	hp-minion		21	25	stance-radius		6	7	regen-mana		26	30	res-all		16	20																		oran	oran		1	5	5000										0
Spirit Teacher's Headdress	w59	1	10	46	28	Avenger Guard (Grade 3)	Tiered Unique	sock		2	2	ac%		64	83	ease		-21	-25	dmg-minion		26	30	hp-minion		26	30	stance-radius		8	9	regen-mana		31	35	res-all		21	25																		oran	oran		1	5	5000										0
Spirit Teacher's Headdress	w79	1	10	61	37	Avenger Guard (Grade 4)	Tiered Unique	sock		3	3	ac%		84	103	ease		-26	-30	dmg-minion		31	35	hp-minion		31	35	stance-radius		10	11	regen-mana		36	40	res-all		26	30																		oran	oran		1	5	5000										0
Spirit Teacher's Headdress	w99	1	10	76	46	Avenger Guard (Grade 5)	Tiered Unique	sock		3	3	ac%		104	123	ease		-31	-35	dmg-minion		36	40	hp-minion		36	40	stance-radius		12	13	regen-mana		41	45	res-all		31	35																		oran	oran		1	5	5000										0
Spirit Teacher's Headdress	e29	1	10	90	54	Avenger Guard (Grade 6)	Tiered Unique	sock		4	4	ac%		124	143	ease		-36	-40	dmg-minion		41	45	hp-minion		41	45	stance-radius		14	15	regen-mana		46	50	res-all		36	40																		oran	oran		1	5	5000										0
Bul Kathos' Voice	@56	1	20	120	100	Avenger Guard (Sacred(1))	Sacred(1) Unique	sock		4	4	ac%		144	171	str		51	75	vit		51	75	crush		6	8	dmg-global		41	50	swing3		25	25	balance3		40	40	att-skill	612	10	32	ac		500	500										dred	dred		1	5	5000										0
Arreat's Snowcap	@56	1	8	120	100	Avenger Guard (Sacred(2))	Sacred(2) Unique	sock		4	4	ac%		172	200	dmg-cold	200	125	625	abs-cold		50	50	bar		2	2	kill-skill	781	5	22	att-skill	883	50	29	dmg-global		-50	-50	pierce-cold		29	35	str-factor		201	250	str		51	75						cblu	cblu		1	5	5000										0
AvengerGuardSU3	@56	1	1	120	100	Avenger Guard (Sacred(3))	Sacred(3) Unique	sock		4	4	ac%		172	200	bar		1	2	reanimate	2213	1	2	reanimate	2214	1	1	red-dmg%		10	10	gold%		375	475	mag%		75	75	ac		300	300	att%		150	150	str%		20	20	vit%		10	10		dgld	dgld		1	5	5000										0
The Lumberjack	115	1	10	5	3	Axe (Grade 1)	Tiered Unique	sock		2	2	str-add		51	51	dmg%		18	29	dmg-max		6	13	crush		2	3	dmg-undead		21	50	swing3		5	5	ac		31	50	levelup-skill	647	100	3	dru		1	1										dgrn	dgrn		1	5	5000										0
The Lumberjack	183	1	10	20	12	Axe (Grade 2)	Tiered Unique	sock		3	3	str-add		51	51	dmg%		30	40	dmg-max		13	20	crush		3	4	dmg-undead		51	80	swing3		10	10	ac		51	70	levelup-skill	647	100	5	dru		1	1										dgrn	dgrn		1	5	5000										0
The Lumberjack	251	1	10	34	22	Axe (Grade 3)	Tiered Unique	sock		4	4	str-add		51	51	dmg%		41	52	dmg-max		21	28	crush		5	6	dmg-undead		81	110	swing3		15	15	ac		71	90	levelup-skill	647	100	7	dru		2	2										dgrn	dgrn		1	5	5000										0
The Lumberjack	319	1	10	49	31	Axe (Grade 4)	Tiered Unique	sock		4	4	str-add		51	51	dmg%		52	63	dmg-max		28	35	crush		6	7	dmg-undead		111	140	swing3		20	20	ac		91	110	levelup-skill	647	100	9	dru		2	2										dgrn	dgrn		1	5	5000										0
The Lumberjack	387	1	10	64	40	Axe (Grade 5)	Tiered Unique	sock		5	5	str-add		51	51	dmg%		64	75	dmg-max		36	43	crush		8	9	dmg-undead		141	170	swing3		25	25	ac		111	130	levelup-skill	647	100	11	dru		3	3										dgrn	dgrn		1	5	5000										0
The Lumberjack	455	1	10	78	49	Axe (Grade 6)	Tiered Unique	sock		6	6	str-add		51	51	dmg%		75	86	dmg-max		43	50	crush		9	10	dmg-undead		171	200	swing3		30	30	ac		131	150	levelup-skill	647	100	13	dru		3	3										dgrn	dgrn		1	5	5000										0
Throatseeker	16@	1	20	120	100	Axe (Sacred(1))	Sacred(1) Unique	sock		6	6	str-add		51	51	dmg%		115	143	heal-kill		61	100	lifesteal		19	25	hp		500	500	swing3		30	30	att-skill	777	10	16	dmg-norm		13	38	slow		21	25										cred	cred		1	5	5000										0
New2Lavasurge	16@	1	8	120	100	Axe (Sacred(2))	Sacred(2) Unique	sock		6	6	str-add		51	51	dmg%		144	171	dmg-norm		25	50	balance3		-50	-50	uninterrupt		11	15	hit-skill	833	100	20	dmg-ac		-200	-200	dmg-fire		125	250	regen		201	250										oran	oran		1	5	5000										0
AxeSU3	16@	1	1	120	100	Axe (Sacred(3))	Sacred(3) Unique	sock		6	6	str-add		51	51	dmg%		115	143	extra-cold		15	25	pierce-cold		15	18	allskills		1	2	reanimate	2215	2	3	oskill	390	17	23	mana%		21	25	cast3		25	25	dex		20	30	vit		20	30		dgld	dgld		1	5	5000										0
Wolfpack	7@5	1	10	9	6	Backsword (Grade 1)	Tiered Unique	sock		1	1	str-add		76	76	dmg%		12	29	dmg-max		11	18	swing3		5	5	crush		2	3	reanimate	2328	6	8	hp-minion		11	15	lifesteal		3	5	str		11	15	vit		11	15						dred	dred		1	5	5000										0
Wolfpack	8@5	1	10	24	16	Backsword (Grade 2)	Tiered Unique	sock		2	2	str-add		76	76	dmg%		30	46	dmg-max		18	25	swing3		10	10	crush		3	4	reanimate	2328	8	10	hp-minion		16	20	lifesteal		6	8	str		16	20	vit		16	20						dred	dred		1	5	5000										0
Wolfpack	9@5	1	10	39	25	Backsword (Grade 3)	Tiered Unique	sock		2	2	str-add		76	76	dmg%		47	63	dmg-max		26	33	swing3		15	15	crush		5	6	reanimate	2328	11	13	hp-minion		21	25	lifesteal		9	11	str		21	25	vit		21	25						dred	dred		1	5	5000										0
Wolfpack	1@6	1	10	53	34	Backsword (Grade 4)	Tiered Unique	sock		2	2	str-add		76	76	dmg%		64	80	dmg-max		33	40	swing3		20	20	crush		6	7	reanimate	2328	13	15	hp-minion		26	30	lifesteal		12	14	str		26	30	vit		26	30						dred	dred		1	5	5000										0
Wolfpack	2@6	1	10	68	43	Backsword (Grade 5)	Tiered Unique	sock		3	3	str-add		76	76	dmg%		81	97	dmg-max		41	48	swing3		25	25	crush		8	9	reanimate	2328	16	18	hp-minion		31	35	lifesteal		15	17	str		31	35	vit		31	35						dred	dred		1	5	5000										0
Wolfpack	3@6	1	10	83	53	Backsword (Grade 6)	Tiered Unique	sock		3	3	str-add		76	76	dmg%		98	114	dmg-max		48	55	swing3		30	30	crush		9	10	reanimate	2328	18	20	hp-minion		36	40	lifesteal		18	20	str		36	40	vit		36	40						dred	dred		1	5	5000										0
Kaskara of the Taan	4@6	1	20	120	100	Backsword (Sacred(1))	Sacred(1) Unique	sock		3	3	str-add		76	76	dmg%		115	143	dmg-norm		25	63	bar		3	4	dmg-global		250	250	att-skill	450	2	18	heal-melee		101	150	hp		500	500	mana		500	500	stance-radius		5	5	hp-minion		51	70		lred	lred		1	5	5000										0
NewSoulhunger	4@6	1	8	120	100	Backsword (Sacred(2))	Sacred(2) Unique	sock		3	3	str-add		76	76	dmg%		144	171	dmg-max		76	100	kill-skill	781	2	19	color	3	3	3	fade		1	1	regen		-250	-250	skill-dur		21	25	kill-skill	29	2	4	manasteal		23	26						dblu	dblu		1	5	5000			call_hungry		call_hungry					0
BackswordSU3	4@6	1	1	120	100	Backsword (Sacred(3))	Sacred(3) Unique	sock		3	3	str-add	76	76	76	motw-phys		50	100	oskill	513	1	1	oskill	96	1	1	blood-phys		50	100	damage-skill	511	1	2	skill-dur		100	100	dmg%		171	200	swing3		60	60	allskills		2	3						blac	blac		1	5	5000										0
Rockshatter	150	1	10	10	6	Balanced Axe (Grade 1)	Tiered Unique	sock		2	2	str-add		51	51	dmg%		18	40	crush		4	5	str		16	25	kill-skill	564	2	7	dmg-global		31	50	heal-kill		11	15	dmg-max		8	13														dgry	dgry		1	5	5000										0
Rockshatter	218	1	10	24	15	Balanced Axe (Grade 2)	Tiered Unique	sock		3	3	str-add		51	51	dmg%		41	63	crush		6	7	str		26	35	kill-skill	564	2	13	dmg-global		51	70	heal-kill		16	20	dmg-max		13	18														dgry	dgry		1	5	5000										0
Rockshatter	286	1	10	39	24	Balanced Axe (Grade 3)	Tiered Unique	sock		4	4	str-add		51	51	dmg%		64	86	crush		8	9	str		36	45	kill-skill	564	3	19	dmg-global		71	90	heal-kill		21	25	dmg-max		18	23														dgry	dgry		1	5	5000										0
Rockshatter	354	1	10	53	34	Balanced Axe (Grade 4)	Tiered Unique	sock		4	4	str-add		51	51	dmg%		87	109	crush		10	11	str		46	55	kill-skill	564	3	25	dmg-global		91	110	heal-kill		26	30	dmg-max		23	28														dgry	dgry		1	5	5000										0
Rockshatter	422	1	10	68	43	Balanced Axe (Grade 5)	Tiered Unique	sock		5	5	str-add		51	51	dmg%		109	132	crush		12	13	str		56	65	kill-skill	564	4	31	dmg-global		111	130	heal-kill		31	35	dmg-max		28	33														dgry	dgry		1	5	5000										0
Rockshatter	490	1	10	83	53	Balanced Axe (Grade 6)	Tiered Unique	sock		6	6	str-add		51	51	dmg%		132	154	crush		14	15	str		66	75	kill-skill	564	4	37	dmg-global		131	150	heal-kill		36	40	dmg-max		33	38														dgry	dgry		1	5	5000										0
Griefbringer	51@	1	20	120	100	Balanced Axe (Sacred(1))	Sacred(1) Unique	sock		6	6	str-add		51	51	dmg%		144	171	dmg-global		51	100	swing3		40	40	dmg-undead		250	250	att%		101	150	enr		-25	-25	dmg-norm		38	100	openwounds		21	25	kill-skill	874	50	12	red-dmg		31	40		dred	dred		1	5	5000										0
NewHawkingAxe	51@	1	8	120	100	Balanced Axe (Sacred(2))	Sacred(2) Unique	sock		6	6	str-add		51	51	dmg%		172	200	oskill	1010	14	18	dmg-norm		38	100	move3		25	25	str		100	100	enr		100	100	kill-skill	710	5	46	slow		20	20	mana-kill		250	250						dgry	dpur		1	5	5000										0
BalancedAxeSU3	51@	1	1	120	100	Balanced Axe (Sacred(3))	Sacred(3) Unique	sock		6	6	str-add		51	51	dmg%		172	200	kill-skill	375	10	21	heal-hit		1	1	ignore-ac	1	1	1	swing3		25	25	dru		3	4	bar		3	4	balance3		30	30	all-stats%		11	20	ease		-50	-50		oran	oran		1	5	5000										0
Ironsleet	148	1	10	12	7	Balanced Knife (Grade 1)	Tiered Unique	sock		1	1	dex-add	51	51	51	dmg%		24	46	dmg-max		8	17	hit-skill	806	5	3	stamsteal		4	7	levelup-skill	805	100	7	res-cold		21	25	reduce-ac		7	10														dgry	dgry		1	5	5000										0
Ironsleet	216	1	10	26	16	Balanced Knife (Grade 2)	Tiered Unique	sock		1	1	dex-add	51	51	51	dmg%		47	69	dmg-max		17	25	hit-skill	806	6	5	stamsteal		8	11	levelup-skill	805	100	18	res-cold		26	30	reduce-ac		11	14														dgry	dgry		1	5	5000										0
Ironsleet	284	1	10	41	26	Balanced Knife (Grade 3)	Tiered Unique	sock		2	2	dex-add	51	51	51	dmg%		69	92	dmg-max		26	34	hit-skill	806	7	7	stamsteal		12	15	levelup-skill	805	100	29	res-cold		31	35	reduce-ac		15	18														dgry	dgry		1	5	5000										0
Ironsleet	352	1	10	55	35	Balanced Knife (Grade 4)	Tiered Unique	sock		2	2	dex-add	51	51	51	dmg%		92	114	dmg-max		34	43	hit-skill	806	8	9	stamsteal		16	19	levelup-skill	805	100	40	res-cold		36	40	reduce-ac		19	22														dgry	dgry		1	5	5000										0
Ironsleet	420	1	10	70	44	Balanced Knife (Grade 5)	Tiered Unique	sock		2	2	dex-add	51	51	51	dmg%		115	137	dmg-max		43	52	hit-skill	806	9	11	stamsteal		20	23	levelup-skill	805	100	51	res-cold		41	45	reduce-ac		23	26														dgry	dgry		1	5	5000										0
Ironsleet	488	1	10	85	54	Balanced Knife (Grade 6)	Tiered Unique	sock		2	2	dex-add	51	51	51	dmg%		138	160	dmg-max		52	60	hit-skill	806	10	13	stamsteal		24	27	levelup-skill	805	100	62	res-cold		46	50	reduce-ac		27	30														dgry	dgry		1	5	5000										0
Pixie Legion	49@	1	20	120	100	Balanced Knife (Sacred(1))	Sacred(1) Unique	sock		2	2	dex-add	51	51	51	dmg%		115	171	kill-skill	628	100	48	poison-dur		31	50	att%		101	150	gold%		151	250	res-pois		31	40	res-curse		75	75	move3		20	20	stamdrain		50	50						oran	oran		1	5	5000										0
NewBuzzbomb	49@	1	8	120	100	Balanced Knife (Sacred(2))	Sacred(2) Unique	sock		2	2	dex-add	51	51	51	dmg%		144	171	hit-skill	453	5	40	extra-fire		21	25	ass		4	4	swing3		25	25	enr		50	50	dex		50	50	howl		7	7	move3		50	50						dgry	dgry		1	5	5000										0
BalancedKnifeSU3	49@	1	1	120	100	Balanced Knife (Sacred(3))	Sacred(3) Unique	sock		2	2	dex-add		51	51	dmg%		172	200	hit-skill	745	20	13	reanimate	2216	1	1	dmg-max		38	50	heal-hit		1	1	att%		101	150	pierce-all		8	14	dmg-cold		167	250	move3		45	45	ass		1	2		dgld	dgld		1	5	5000										0
Wisdom's Wrap	4@I	1	10	19	12	Banded Plate (Grade 1)	Tiered Unique	sock		2	2	extra-fire		8	10	regen-mana		11	15	slow-thorns		3	5	res-fire		21	30	ease		-6	-10	charged	401	25	3	light		-1	-1	sor		1	1														dred	dred		1	5	5000										0
Wisdom's Wrap	5@I	1	10	33	20	Banded Plate (Grade 2)	Tiered Unique	sock		3	3	extra-fire		11	13	regen-mana		16	20	slow-thorns		6	8	res-fire		31	40	ease		-11	-15	charged	401	30	6	light		-1	-1	sor		1	2														dred	dred		1	5	5000										0
Wisdom's Wrap	6@I	1	10	48	29	Banded Plate (Grade 3)	Tiered Unique	sock		4	4	extra-fire		13	15	regen-mana		21	25	slow-thorns		9	11	res-fire		41	50	ease		-16	-20	charged	401	35	9	light		-2	-2	sor		1	2														dred	dred		1	5	5000										0
Wisdom's Wrap	7@I	1	10	62	38	Banded Plate (Grade 4)	Tiered Unique	sock		4	4	extra-fire		16	18	regen-mana		26	30	slow-thorns		12	14	res-fire		51	60	ease		-21	-25	charged	401	40	12	light		-2	-2	sor		2	3														dred	dred		1	5	5000										0
Wisdom's Wrap	8@I	1	10	77	47	Banded Plate (Grade 5)	Tiered Unique	sock		5	5	extra-fire		18	20	regen-mana		31	35	slow-thorns		15	17	res-fire		61	70	ease		-26	-30	charged	401	45	15	light		-3	-3	sor		2	3														dred	dred		1	5	5000										0
Wisdom's Wrap	9@I	1	10	90	55	Banded Plate (Grade 6)	Tiered Unique	sock		6	6	extra-fire		21	23	regen-mana		36	40	slow-thorns		18	20	res-fire		71	80	ease		-31	-35	charged	401	50	18	light		-3	-3	sor		2	4														dred	dred		1	5	5000										0
Demonspike Coat	1@J	1	20	120	100	Banded Plate (Sacred(1))	Sacred(1) Unique	sock		6	6	ac%		144	171	sor		2	3	dmg-minion		31	50	res-fire		51	100	red-dmg		100	100	move3		-15	-15	indestruct		1	1	hp-minion		41	60	red-dmg%		11	15	res-pois		51	100						blac	blac		1	5	5000										0
NewLachdanansVisage	1@J	1	8	120	100	Banded Plate (Sacred(2))	Sacred(2) Unique	sock		6	6	ac%		172	200	charged	415	20	5	ac		666	666	fade		1	1	dex		41	50	sor		2	2	dmg-norm		13	25	res-mag		11	13	indestruct		1	1										dblu	lgld		1	5	5000										0
BandedPlateSU3	1@J	1	1	120	100	Banded Plate (Sacred(3))	Sacred(3) Unique	sock		6	6	ac%		144	171	extra-fire		20	25	extra-ltng		20	25	pierce-fire		18	18	pierce-ltng		18	18	red-dmg%		5	5	balance3		30	30	heal-kill		25	50	regen		25	50	mana%		10	10						dred	dred		1	5	5000										0
Spellbreaker	156	1	10	1	1	Bardiche (Grade 1)	Tiered Unique	sock		2	2	str-add		76	76	extra-all		-2	-3	res-curse		11	15	res-all		3	5	dmg%		12	29	dmg-max		4	7	manasteal		3	6																		dpur	dpur		1	5	5000										0
Spellbreaker	224	1	10	13	8	Bardiche (Grade 2)	Tiered Unique	sock		3	3	str-add		76	76	extra-all		-3	-4	res-curse		16	20	res-all		6	8	dmg%		30	46	dmg-max		7	9	manasteal		7	10																		dpur	dpur		1	5	5000										0
Spellbreaker	292	1	10	27	17	Bardiche (Grade 3)	Tiered Unique	sock		4	4	str-add		76	76	extra-all		-5	-6	res-curse		21	25	res-all		9	11	dmg%		47	63	dmg-max		9	12	manasteal		11	14																		dpur	dpur		1	5	5000										0
Spellbreaker	360	1	10	42	26	Bardiche (Grade 4)	Tiered Unique	sock		4	4	str-add		76	76	extra-all		-6	-7	res-curse		26	30	res-all		12	14	dmg%		64	80	dmg-max		12	14	manasteal		15	18																		dpur	dpur		1	5	5000										0
Spellbreaker	428	1	10	56	36	Bardiche (Grade 5)	Tiered Unique	sock		5	5	str-add		76	76	extra-all		-8	-9	res-curse		31	35	res-all		15	17	dmg%		81	97	dmg-max		14	17	manasteal		19	22																		dpur	dpur		1	5	5000										0
Spellbreaker	496	1	10	71	45	Bardiche (Grade 6)	Tiered Unique	sock		6	6	str-add		76	76	extra-all		-9	-10	res-curse		36	40	res-all		18	20	dmg%		98	114	dmg-max		17	19	manasteal		23	26																		dpur	dpur		1	5	5000										0
Earthbind	57@	1	20	120	100	Bardiche (Sacred(1))	Sacred(1) Unique	sock		6	6	str-add		76	76	dmg%		115	143	dmg-norm		25	63	slow		41	50	slow-thorns		21	25	str		51	60	vit		51	60	kill-skill	388	5	12	ac-global		11	15	dmg-pois	128	128	512						oran	oran		1	5	5000										0
Addertongue	110	1	10	9	6	Bastard Sword (Grade 1)	Tiered Unique	sock		2	2	str-add		76	76	pal		1	1	ac-global		3	5	str%		3	5	enr%		3	5	att-skill	1002	25	6	extra-cold		6	8																		lgrn	lgrn		1	5	5000										0
Addertongue	178	1	10	24	15	Bastard Sword (Grade 2)	Tiered Unique	sock		2	2	str-add		76	76	pal		1	2	ac-global		6	8	str%		6	8	enr%		6	8	att-skill	1002	30	11	extra-cold		8	10																		lgrn	lgrn		1	5	5000										0
Addertongue	246	1	10	38	24	Bastard Sword (Grade 3)	Tiered Unique	sock		3	3	str-add		76	76	pal		1	2	ac-global		9	11	str%		9	11	enr%		9	11	att-skill	1002	35	16	extra-cold		11	13																		lgrn	lgrn		1	5	5000										0
Addertongue	314	1	10	53	34	Bastard Sword (Grade 4)	Tiered Unique	sock		3	3	str-add		76	76	pal		1	3	ac-global		12	14	str%		12	14	enr%		12	14	att-skill	1002	40	21	extra-cold		13	15																		lgrn	lgrn		1	5	5000										0
Addertongue	382	1	10	68	43	Bastard Sword (Grade 5)	Tiered Unique	sock		4	4	str-add		76	76	pal		2	3	ac-global		15	17	str%		15	17	enr%		15	17	att-skill	1002	45	26	extra-cold		16	18																		lgrn	lgrn		1	5	5000										0
Addertongue	450	1	10	82	52	Bastard Sword (Grade 6)	Tiered Unique	sock		4	4	str-add		76	76	pal		2	4	ac-global		18	20	str%		18	20	enr%		18	20	att-skill	1002	50	31	extra-cold		18	20																		lgrn	lgrn		1	5	5000										0
