code	name	type	type2	alternateGfx	namestr	spelldesc	spelldescstr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
154	Battle Staff (Grade 1)	staf	tier	sst	154					20	1				1	9	13				1	10	0	10	0	25	94		10	3		350		402	bst	154	154	154	stf	stf	5	staf	1	4					flpbst	invbst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255		1		1	1					255					255		1		1	1					255					255					255					255		1		1	1					255					255		1		1	1			5	8	0	xxx	xxx	1	0
290	Battle Staff (Grade 2)	staf	tier	sst	290					20	1				1	19	25				1	10	0	10	0	41	94		39	12		1400		403	bst	290	290	290	stf	stf	5	staf	1	4					flpbst	invbst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
426	Battle Staff (Grade 3)	staf	tier	sst	426					20	1				1	31	39				1	10	0	10	0	83	94		68	21		5600		404	bst	426	426	426	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
494	Battle Staff (Grade 4)	staf	tier	sst	494					20	1				1	36	46				1	10	0	10	0	164	94		83	26		11200		404	bst	494	494	494	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
55@	Battle Staff (Sacred)	qstf		sst	55@					2	1				1	61	66				1	10	0	10	0	234	94		83	30		11200		405	bst	55@	55@	55@	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
145	Blade (Grade 1)	knif	tier	dgr	145					20	1	6	7									-20	0	20	0	61	50		15	5		400		401	dgr	145	145	145	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255		1		1	1					255					255					255					255					255		1		1	1		1		1	1					255					255		1		1	1			1	2	0	xxx	xxx	1	0
281	Blade (Grade 2)	knif	tier	dgr	281					20	1	12	14									-20	0	20	0	95	50		45	14		1600		402	dgr	281	281	281	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
417	Blade (Grade 3)	knif	tier	dgr	417					20	1	19	21									-20	0	20	0	188	50		74	23		6400		403	dgr	417	417	417	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
485	Blade (Grade 4)	knif	tier	dgr	485					20	1	22	26									-20	0	20	0	373	50		86	27		12800		403	dgr	485	485	485	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
46@	Blade (Sacred)	qknf		dgr	46@					2	1	40	42									-20	0	20	0	488	50		86	30		12800		403	dgr	46@	46@	46@	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
j25	Blade Talons (Grade 1)	h2h	tier	clw	j25			100		4	1	11	13							14	1	-20	0	25	0	84	100		17	5		420		401	clw	j25	j25	j25	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpclw	invclw			1	1	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255	1	1			255					255					255					255	1	1		1	20					255					255		1			255					255	1	1	1	1	20					255			1	2	0	xxx	xxx	1	0
j59	Blade Talons (Grade 2)	h2h	tier	clw	j59			100		4	1	19	23							14	1	-20	0	25	0	120	100		47	14		1680		402	clw	j59	j59	j59	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpclw	invclw			1	2	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j93	Blade Talons (Grade 3)	h2h	tier	clw	j93			100		4	1	29	35							14	1	-20	0	25	0	232	100		77	24		6720		402	clw	j93	j93	j93	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpclw	invclw			1	2	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
o20	Blade Talons (Grade 4)	h2h	tier	clw	o20			100		4	1	34	41							14	1	-20	0	25	0	456	100		90	28		13440		403	clw	o20	o20	o20	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpclw	invclw			1	3	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
95@	Blade Talons (Sacred)	qh2h		clw	95@			100		1	1	46	49							14	1	-20	0	25	0	562	100		90	30		13440		403	clw	95@	95@	95@	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpclw	invclw			1	3	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
l12	Bone Wand (Grade 1)	wand	tier	bwn	l12					20	1	5	7									-20	0	10	0	9	60		8	2		288		401	wnd	l12	l12	l12	1hs	1hs	5	1hss	1	2					flpbwn	invbwn			1	1	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255	1	2	1	1	1					255					255	1	2	1	1	1					255					255					255					20	1	2	1	1	20					255					255	1	2	1	1	20			1	2	0	xxx	xxx	1	0
l20	Bone Wand (Grade 2)	wand	tier	bwn	l20					20	1	9	13									-20	0	10	0	15	60		37	11		1152		402	wnd	l20	l20	l20	1hs	1hs	5	1hss	1	2					flpbwn	invbwn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
l28	Bone Wand (Grade 3)	wand	tier	bwn	l28					20	1	13	19									-20	0	10	0	32	60		66	21		4608		402	wnd	l28	l28	l28	1hs	1hs	5	1hss	1	2					flpbwn	invbwn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
l32	Bone Wand (Grade 4)	wand	tier	bwn	l32					20	1	16	23									-20	0	10	0	65	60		81	25		9216		402	wnd	l32	l32	l32	1hs	1hs	5	1hss	1	2					flpbwn	invbwn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
71@	Bone Wand (Sacred)	qwnd		bwn	71@					2	1	37	40									-20	0	10	0	170	60		81	30		9216		402	wnd	71@	71@	71@	1hs	1hs	5	1hss	1	2					flpbwn	invbwn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
8@8	Bonebreaker (Grade 1)	pclb	tier	clb	8@8					10	1	6	8								1	10	20	0	31	0	80		6	2		325		401	clb	8@8	8@8	8@8	1hs	1hs	5	1hsl	1	3					flpspc	invspcu			1	1	0		0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
1@9	Bonebreaker (Grade 2)	pclb	tier	clb	1@9					10	1	12	16								1	10	20	0	61	0	80		35	11		1300		402	clb	1@9	1@9	1@9	1hs	1hs	5	1hsl	1	3					flpspc	invspcu			1	2	0		0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
3@9	Bonebreaker (Grade 3)	pclb	tier	clb	3@9					10	1	21	25								1	10	20	0	132	0	80		64	20		5200		403	clb	3@9	3@9	3@9	1hs	1hs	5	1hsl	1	3					flpspc	invspcu			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
4@9	Bonebreaker (Grade 4)	pclb	tier	clb	4@9					10	1	24	31								1	10	20	0	269	0	80		79	25		10400		403	clb	4@9	4@9	4@9	1hs	1hs	5	1hsl	1	3					flpspc	invspcu			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
5@9	Bonebreaker (Sacred)	spcb		clb	5@9					1	1	51	52								1	10	20	0	544	0	80		79	30		10400		403	clb	5@9	5@9	5@9	1hs	1hs	5	1hsl	1	3					flpspc	invspcu			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!15	Bonesplitter (Grade 1)	nscy	tier	scy	!15					4	1				1	4	20				2	20	30	0	53	0	120		9	3		388		402	hal	!15	!15	!15	stf	stf	5	2hsl	2	4					flpscy	invscyu			1	2	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!17	Bonesplitter (Grade 2)	nscy	tier	scy	!17					4	1				1	11	37				2	20	30	0	87	0	120		41	13		1552		404	hal	!17	!17	!17	stf	stf	5	2hsl	2	4					flpscy	invscyu			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!19	Bonesplitter (Grade 3)	nscy	tier	scy	!19					4	1				1	19	59				2	20	30	0	176	0	120		73	23		6208		405	hal	!19	!19	!19	stf	stf	5	2hsl	2	4					flpscy	invscyu			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!20	Bonesplitter (Grade 4)	nscy	tier	scy	!20					4	1				1	23	70				2	20	30	0	350	0	120		90	28		12416		406	hal	!20	!20	!20	stf	stf	5	2hsl	2	4					flpscy	invscyu			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!21	Bonesplitter (Sacred)	snsy		scy	!21					1	1				1	82	84				2	20	30	0	512	0	120		90	30		12416		406	hal	!21	!21	!21	stf	stf	5	2hsl	2	4					flpscy	invscyu			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
139	Brandistock (Grade 1)	spea	tier	brn	139					20	1				1	6	14				4	5	0	30	30	46	100		7	2		298		402	spr	139	139	139	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	2	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1					255					255					255					255					255			5	8	0	xxx	xxx	1	0
275	Brandistock (Grade 2)	spea	tier	brn	275					20	1				1	13	27				4	5	0	30	55	75	100		37	11		1192		404	spr	275	275	275	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
411	Brandistock (Grade 3)	spea	tier	brn	411					20	1				1	22	43				4	5	0	30	116	153	100		66	21		4768		405	spr	411	411	411	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
479	Brandistock (Grade 4)	spea	tier	brn	479					20	1				1	26	51				4	5	0	30	234	306	100		80	25		9536		406	spr	479	479	479	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
40@	Brandistock (Sacred)	qspe		brn	40@					2	1				1	56	68				4	5	0	30	430	460	100		80	30		9536		406	spr	40@	40@	40@	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
120	Broad Axe  (Grade 1)	2hax	tier	lax	120					20	1				1	10	13				1	15	30	0	39	0	80		5	1		250		402	lax	120	120	120	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	2	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255		1		1	1					255		1		1	1					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
256	Broad Axe  (Grade 2)	2hax	tier	lax	256					20	1				1	20	25				1	15	30	0	67	0	80		34	11		1000		404	lax	256	256	256	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
392	Broad Axe  (Grade 3)	2hax	tier	lax	392					20	1				1	34	41				1	15	30	0	137	0	80		63	20		4000		405	lax	392	392	392	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
460	Broad Axe  (Grade 4)	2hax	tier	lax	460					20	1				1	40	49				1	15	30	0	274	0	80		75	24		8000		406	lax	460	460	460	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
21@	Broad Axe (Sacred)	s2ha		lax	21@					2	1				1	71	75				1	15	30	0	447	0	80		75	30		8000		406	lax	21@	21@	21@	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
104	Broad Sword (Grade 1)	swor	tier	bsd	104					20	1	9	11									-10	20	0	61	0	90		10	3		378		402	ssd	104	104	104	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255		1		1	1					255					255					255					255					255		1		1	1					255		1		1	1					255					255			1	2	0	xxx	xxx	1	0
240	Broad Sword (Grade 2)	swor	tier	bsd	240					20	1	16	19									-10	20	0	95	0	90		39	12		1512		404	ssd	240	240	240	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
376	Broad Sword (Grade 3)	swor	tier	bsd	376					20	1	25	29									-10	20	0	188	0	90		70	22		6048		405	ssd	376	376	376	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
444	Broad Sword (Grade 4)	swor	tier	bsd	444					20	1	29	35									-10	20	0	373	0	90		84	26		12096		406	ssd	444	444	444	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
05@	Broad Sword (Sacred)	qswd		bsd	05@					2	1	44	46									-10	20	0	488	0	90		84	30		12096		406	ssd	05@	05@	05@	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
3@7	Bronze Sword (Grade 1)	bswd	tier	lsd	3@7					10	1	11	13								1	-5	25	0	82	0	122		13	4		502		402	ssd	3@7	3@7	3@7	1hs	1hs	5	1hsl	2	3					flplsd	invlsdu			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
5@7	Bronze Sword (Grade 2)	bswd	tier	lsd	5@7					10	1	20	24								1	-5	25	0	124	0	122		42	13		2008		404	ssd	5@7	5@7	5@7	1hs	1hs	5	1hsl	2	3					flplsd	invlsdu			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
7@7	Bronze Sword (Grade 3)	bswd	tier	lsd	7@7					10	1	31	37								1	-5	25	0	244	0	122		72	23		8032		405	ssd	7@7	7@7	7@7	1hs	1hs	5	1hsl	2	3					flplsd	invlsdu			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
8@7	Bronze Sword (Grade 4)	bswd	tier	lsd	8@7					10	1	37	45								1	-5	25	0	482	0	122		86	27		16064		406	ssd	8@7	8@7	8@7	1hs	1hs	5	1hsl	2	3					flplsd	invlsdu			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
9@7	Bronze Sword (Sacred)	sbsd		lsd	9@7					1	1	52	55								1	-5	25	0	576	0	122		86	30		16064		406	ssd	9@7	9@7	9@7	1hs	1hs	5	1hsl	2	3					flplsd	invlsdu			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
j23	Cestus (Grade 1)	h2h	tier	axf	j23			100		4	1	7	8							14	1	-25	0	25	0	39	80		8	2		298		401	axf	j23	j23	j23	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpaxf	invaxf			1	1	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	20					255					255					255					255					255	1	1		1	20					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
j57	Cestus (Grade 2)	h2h	tier	axf	j57			100		4	1	13	15							14	1	-25	0	25	0	63	80		38	12		1192		402	axf	j57	j57	j57	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpaxf	invaxf			1	2	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j91	Cestus (Grade 3)	h2h	tier	axf	j91			100		4	1	20	23							14	1	-25	0	25	0	128	80		67	21		4768		402	axf	j91	j91	j91	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpaxf	invaxf			1	2	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
o18	Cestus (Grade 4)	h2h	tier	axf	o18			100		4	1	23	27							14	1	-25	0	25	0	255	80		82	26		9536		403	axf	o18	o18	o18	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpaxf	invaxf			1	3	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
93@	Cestus (Sacred)	qh2h		axf	93@			100		1	1	41	43							14	1	-25	0	25	0	349	80		82	30		9536		403	axf	93@	93@	93@	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpaxf	invaxf			1	3	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
