Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* category	* comment	* Marco / loc	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	Level	Level(N)	Level(H)	*eol
corruptrogue5	47	corruptrogue1		4	FleshHunter	corruptrogue5	other	corruptrogue	CorruptRogue		CR	Classic			1													4	5		10	15	1	corruptrogue	corruptrogue	10	15	14	13				99	99	99	5	5	5	90	99	100	100	100	100	20	50	75																			1	1							1		1			1	1							1																										140	100	100	-20	-20	-20																			0				40	40	40	0	65	107	85	78	47	121	130							62	103	90	86	51	115	130							180	200	95	95	55	110	130																																																																			29	66	120	0
baboon1	48	baboon1	baboon2	0	DuneBeast	baboon1		baboon	Baboon		BB	Classic			1													1	2		9	15	1	baboon	baboon	10	15	14	13				33	33	33	20	30	35	55	60	65	0	0	0	1	2	3																			1	1									1			1	1							1																										140	100	100	-20	-20	-20																			0				18	18	18	0	108	151	84	96	51	151	120	51	151	130				99	143	97	103	50	140	120	50	130	130				195	217	110	110	50	130	120	50	110	130																																																																23	59	120	0
baboon2	49	baboon1	baboon3	1	RockDweller	baboon2		baboon	Baboon		BB	Classic			1													1	3		9	15	1	baboon	baboon	10	15	14	13				33	33	33	20	30	35	60	65	70	15	15	15	1	2	3																			1	1									1			1	1							1																										140	100	100	-20	-20	-20																			0				18	18	18	0	108	151	84	96	51	151	120	51	151	130				99	143	97	103	50	140	120	50	130	130				195	217	110	110	50	130	120	50	110	130																																																																23	69	120	0
baboon3	50	baboon1	baboon4	2	JungleHunter	baboon3		baboon	Baboon		BB	Classic			1													2	3		9	16	1	baboon	baboon	10	15	14	13				33	33	33	20	30	35	65	70	75	25	25	25	1	2	3																			1	1									1			1	1							1																										140	100	100	-20	-20	-20																			0				21	21	21	0	107	151	85	97	51	151	120	51	151	130				98	143	97	103	50	140	120	50	130	130				195	217	110	110	50	130	120	50	110	130																																																																26	61	120	0
baboon4	51	baboon1	baboon5	3	DoomApe	baboon4		baboon	Baboon		BB	Classic			1													2	4		9	16	1	baboon	baboon	10	15	14	13				33	33	33	20	30	35	70	75	80	40	40	40	1	2	3																			1	1									1			1	1							1																										140	100	100	-20	-20	-20																			0				22	22	22	0	107	151	85	96	51	158	120	51	158	130				98	143	97	103	50	144	120	50	134	130				195	217	110	110	50	130	120	50	110	130																																																																28	65	120	0
baboon5	52	baboon1	baboon7	4	TempleGuard	baboon5		baboon	Baboon		BB	Classic			1													3	4		9	18	1	baboon	baboon	10	15	14	13				33	33	33	20	30	35	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																										140	100	100	-20	-20	-20																			0				24	24	24	0	107	151	85	97	51	151	120	51	151	130				98	143	97	103	50	140	120	50	130	130				195	217	110	110	50	130	120	50	110	130																																																																30	66	120	0
goatman1	53	goatman1	goatman2	0	MoonClan	goatman1		goatman	Goatman		GM	Classic			1													1	2		6	6	1	goatman	goatman	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																										140	100	100	-20	-20	-20																			0				5	5	5	0	110	137	51	91	76	126	85							105	133	55	90	75	128	85							200	215	60	90	75	130	85																																																																			5	46	120	0
goatman2	54	goatman1	goatman3	1	NightClan	goatman2		goatman	Goatman		GM	Classic			1													1	3		8	8	1	goatman	goatman	10	15	14	13				75	75	80	10	10	8	80	80	85																									1	1							1		1			1	1							1																										140	100	100	-20	-20	-20																			0				7	7	7	0	114	141	51	91	81	141	85							107	135	55	90	75	133	85							200	215	60	90	70	125	85							A1	ltng					15	10	75		20	15	85																																																8	48	120	0
goatman3	55	goatman1	goatman4	2	BloodClan	goatman3		goatman	Goatman		GM	Classic			1													2	3		9	9	1	goatman	goatman	10	15	14	13				75	80	85	10	9	7	80	85	90																									1	1							1		1			1	1							1																										140	100	100	-20	-20	-20																			0				8	8	8	0	112	136	51	91	81	161	85							106	133	55	90	73	140	85							200	215	60	90	65	120	85							A1	fire					20	30	50		25	40	70																																																9	48	120	0
goatman4	56	goatman1	goatman5	3	HellClan	goatman4		goatman	Goatman		GM	Classic			1													3	4		11	11	1	goatman	goatman	10	15	14	13				75	80	85	10	8	7	80	85	95																									1	1							1		1			1	1							1																										140	100	100	-20	-20	-20																			0				19	19	19	0	116	143	51	90	70	147	85							108	136	55	90	67	133	85							200	215	60	90	65	120	85							A1	fire					25	30	50		30	40	70																																																24	60	120	0
goatman5	57	goatman1	goatman6	4	DeathClan	goatman5		goatman	Goatman		GM	Classic			1													2	4		10	10	1	goatman	goatman	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																										140	100	100	-20	-20	-20																			0				11	11	11	0	119	146	51	91	72	158	85							109	138	55	90	73	144	85							200	215	60	90	75	130	85																																																																			13	50	120	0
fallenshaman1	58	fallenshaman1	fallenshaman2	0	FallenShamanBsd	fallenfather1	other	fallen	FallenShaman		FS	Classic			1							fallenchild1		1		2	6	1	1		5	5	1	fallenshaman	fallenshaman	12	5	4	3				45	55	65	80	90	100	70	65	60	50	50	50	30	30	30																			1								1		1			1	1		1							Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	3																			140	100	100	-20	-20	-20																			0				4	4	4	0	60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200																																																																			3	45	120	0
fallenshaman2	59	fallenshaman1	fallenshaman3	1	InvaderShaman	fallenfather2	other	fallen	FallenShaman		FS	Classic			1							fallenchild2		1		2	6	1	1		5	5	1	fallenshaman	fallenshaman	12	5	4	3				50	60	70	85	95	100	65	60	55	50	50	50	30	30	30																			1								1		1			1	1		1							Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	5																			140	100	100	-20	-20	-20																			0				4	4	4	0	60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200																																																																			5	46	120	0
fallenshaman3	60	fallenshaman1	fallenshaman4	2	DefilerShaman	fallenfather3	other	fallen	FallenShaman		FS	Classic			1							fallenchild3		1		2	6	1	1		5	5	1	fallenshaman	fallenshaman	12	5	4	3				55	65	75	90	100	100	60	55	50	50	50	50	30	30	30																			1								1		1			1	1		1							Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	7																			140	100	100	-20	-20	-20																			0				4	4	4	0	60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200																																																																			10	50	120	0
fallenshaman4	61	fallenshaman1	fallenshaman5	3	ScourgeShaman	fallenfather4	other	fallen	FallenShaman		FS	Classic			1							fallenchild4		1		2	6	1	1		5	5	1	fallenshaman	fallenshaman	12	5	4	3				60	70	80	95	100	100	55	50	45	50	50	50	30	30	30																			1								1		1			1	1		1							Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	9																			140	100	100	-20	-20	-20																			0				4	4	4	0	60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200																																																																			14	53	120	0
fallenshaman5	62	fallenshaman1	fallenshaman6	3	ScourgeShaman	fallenfather4	other	fallen	FallenShaman		FS	Classic			1							fallenchild4		1		2	6	1	1		5	5	1	fallenshaman	fallenshaman	12	5	4	3				60	70	80	95	100	100	55	50	45	50	50	50	30	30	30																			1								1		1			1	1		1							Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	11																			140	100	100	-20	-20	-20																			0				4	4	4	0	60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200																																																																			14	53	120	0
quillrat1	63	quillrat1	quillrat2	0	QuillRat	quillrat1		quillrat	QuillRat		SI	Classic			1	1												1	2		4	4	2	quillrat	quillrat	10	15	14	13				10	15	20	35	45	50				2	2	2														spike1								1													1	1																																	140	100	100	-20	-20	-20																			0				3	3	3	0	21	81	84	71	51	101	65	15	25	100				20	75	82	70	40	88	65	22	37	100				160	185	80	70	30	75	65	30	50	100				A2	pois					15	10	15	50	20	20	25	75																																															1	45	120	0
quillrat2	64	quillrat1	quillrat3	1	SpikeFiend	quillrat2		quillrat	QuillRat		SI	Classic			1	1												1	3		4	4	2	quillrat	quillrat	10	15	14	13				15	17	20	45	55	55				2	2	2														spike2								1													1	1																																	140	100	100	-20	-20	-20																			0				6	6	6	0	24	85	84	71	26	126	65	15	25	100				22	77	82	70	28	100	65	22	37	100				160	185	80	70	30	75	65	30	50	100				A2	cold					5	25	40	100	15	35	60	150																																															6	48	120	0
quillrat3	65	quillrat1	quillrat4	2	ThornBeast	quillrat3		quillrat	QuillRat		SI	Classic			1	1												2	3		5	5	2	quillrat	quillrat	10	15	14	13				20	20	22	55	60	65				1	1	1														spike3								1													1	1																																	140	100	100	-20	-20	-20																			0				9	9	9	0	23	89	84	71	34	117	65	15	25	100				21	79	82	70	32	96	65	22	37	100				160	185	80	70	30	75	65	30	50	100				A2	cold					5	25	40	100	15	35	60	150																																															10	49	120	0
quillrat4	66	quillrat1	quillrat5	3	RazorSpine	quillrat4		quillrat	QuillRat		SI	Classic			1	1												2	4		5	5	2	quillrat	quillrat	10	15	14	13				23	23	23	65	65	70				1	1	1														spike4								1													1	1																																	140	100	100	-20	-20	-20																			0				10	10	10	0	21	86	84	71	29	115	65	15	25	100				20	78	82	70	29	95	65	22	37	100				160	185	80	70	30	75	65	30	50	100				A2	fire					5	30	45		15	45	75																																																11	50	120	0
quillrat5	67	quillrat1	quillrat6	4	JungleUrchin	quillrat5		quillrat	QuillRat		SI	Classic			1	1												3	4		6	6	1	quillrat	quillrat	10	15	14	13				25	25	27	75	75	75				1	1	1														spike5								1													1	1																																	140	100	100	-20	-20	-20																			0				18	18	18	0	22	87	84	71	34	117	65	15	25	100				21	78	82	70	32	96	65	22	37	100				160	185	80	70	30	75	65	30	50	100				A2	ltng					5	5	75		15	5	120																																																23	60	120	0
sandmaggot1	68	sandmaggot1	sandmaggot2	0	SandMaggot	sandmaggot1	other	sandmaggot	SandMaggot	Lays Eggs	SM	Classic			1			maggotegg1	0	0	S1							1	1		5	5	1	sandmaggot	sandmaggot	10	15	14	13				35	35	35	35	35	35	2	2	2	75	75	75	120	120	120											goospit1								1													1	1									MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1																140	100	100	-20	-20	-20																			0				17	17	17	0	139	174	84	117	82	182	75							124	162	99	121	76	146	75							205	225	115	125	70	110	75																																																																			20	56	120	0
sandmaggot2	69	sandmaggot1	sandmaggot3	1	RockWorm	sandmaggot2	other	sandmaggot	SandMaggot	Lays Eggs	SM	Classic			1			maggotegg2	0	0	S1							1	1		5	5	1	sandmaggot	sandmaggot	10	15	14	13				40	40	40	40	45	40	2	2	2	80	80	80	110	110	110											goospit2								1													1	1									MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1																140	100	100	-20	-20	-20																			0				17	17	17	0	139	173	84	117	91	191	75							124	161	99	121	80	150	75							205	225	115	125	70	110	75																																																																			21	56	120	0
sandmaggot3	70	sandmaggot1	sandmaggot4	2	Devourer	sandmaggot3	other	sandmaggot	SandMaggot	Lays Eggs	SM	Classic			1			maggotegg3	0	0	S1							1	2		5	5	1	sandmaggot	sandmaggot	10	15	14	13				45	45	45	50	50	50	2	2	2	85	85	85	100	100	100											goospit3								1													1	1									MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1																140	100	100	-20	-20	-20																			0				19	19	19	0	141	173	84	116	85	177	75							125	161	99	120	77	143	75							205	225	115	125	70	110	75																																																																			24	60	120	0
sandmaggot4	71	sandmaggot1	sandmaggot5	3	GiantLamprey	sandmaggot4	other	sandmaggot	SandMaggot	Lays Eggs	SM	Classic			1			maggotegg4	0	0	S1							2	2		5	5	1	sandmaggot	sandmaggot	10	15	14	13				50	50	50	60	60	60	2	2	2	88	88	88	90	90	90											goospit4								1													1	1									MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1																140	100	100	-20	-20	-20																			0				21	21	21	0	139	171	85	117	86	186	75							124	160	100	121	78	148	75							205	225	115	125	70	110	75																																																																			26	63	120	0
sandmaggot5	72	sandmaggot1	sandmaggot6	4	WorldKiller	sandmaggot5	other	sandmaggot	SandMaggot	Lays Eggs	SM	Classic			1			maggotegg5	0	0	S1							2	3		5	5	1	sandmaggot	sandmaggot	10	15	14	13				55	55	55	70	70	70	2	2	2	90	90	90	80	80	80											goospit5								1													1	1									MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1																140	100	100	-20	-20	-20																			0				27	27	27	0	140	172	84	127	89	189	75							125	161	99	126	79	149	75							205	225	115	125	70	110	75																																																																			34	71	120	0
clawviper1	73	clawviper1	clawviper2	0	TombViper	clawviper1		clawviper	ClawViper		SD	Classic			1													1	2		5	5	1	clawviper	clawviper	10	15	14	13				40	45	45	8	10	12	75	75	75	50	50	50	15	10	10	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						140	100	100	-20	-20	-20																			0				12	12	12	0	67	109	84	78	51	88	135	63	101	135				71	109	104	89	55	84	135	61	103	135				187	205	125	100	60	80	135	60	105	135				A1	fire	100	50	87		100	60	70		100	60	70																																																14	54	120	0
clawviper2	74	clawviper1	clawviper3	1	ClawViper	clawviper2		clawviper	ClawViper		SD	Classic			1													1	3		5	13	1	clawviper	clawviper	10	15	14	13				45	50	50	8	10	12	80	80	80	60	60	60	12	12	9	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						140	100	100	-20	-20	-20																			0				16	16	16	0	66	107	84	78	61	101	135	61	101	135				70	108	104	89	60	90	135	60	103	135				187	205	125	100	60	80	135	60	105	135				A1	ltng	100	5	120		100	5	120		100	5	120																																																19	56	120	0
clawviper3	75	clawviper1	clawviper4	2	Salamander	clawviper3		clawviper	ClawViper		SD	Classic			1													2	3		6	15	1	clawviper	clawviper	10	15	14	13				50	55	55	8	10	12	85	85	85	70	70	70	9	9	8	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						140	100	100	-20	-20	-20																			0				18	18	18	0	66	108	84	78	51	92	135	59	101	135				70	109	104	89	55	86	135	59	103	135				187	205	125	100	60	80	135	60	105	135				A1	fire	100	50	91		100	60	70		100	60	70																																																23	58	120	0
clawviper4	76	clawviper1	clawviper5	3	PitViper	clawviper4		clawviper	ClawViper		SD	Classic			1													2	4		6	15	1	clawviper	clawviper	10	15	14	13				55	60	60	8	10	12	88	88	88	75	75	75	7	7	7	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						140	100	100	-20	-20	-20																			0				22	22	22	0	66	107	85	78	58	101	135	65	108	135				70	108	105	89	59	90	135	62	106	135				187	205	125	100	60	80	135	60	105	135				A1	pois	100	15	15	200	100	25	25	200	100	33	33	200																																															28	64	120	0
clawviper5	77	clawviper1	clawviper6	4	SerpentMagus	clawviper5		clawviper	ClawViper		SD	Classic			1													3	4		8	18	1	clawviper	clawviper	10	15	14	13				60	65	65	8	10	12	90	90	90	80	80	80	5	5	5	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						140	100	100	-20	-20	-20																			0				24	24	24	0	65	107	85	78	51	94	135	57	101	135				70	108	105	89	55	87	135	58	103	135				187	205	125	100	60	80	135	60	105	135				A1	cold	100	50	93	100	100	60	80	100	100	60	100	100																																															30	68	120	0
sandleaper1	78	sandleaper1	sandleaper2	0	SandLeaper	sandleaper1		sandleaper	SandLeaper		SL	Classic			1													1	3		13	13	1	sandleaper	sandleaper	10	15	14	13				20	21	23	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	1																						140	100	100	-20	-20	-20																			0				15	15	15	0	67	194	84	94	61	121	100	61	121	90				53	137	107	94	63	120	100	58	110	90				170	190	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																																															18	54	120	0
sandleaper2	79	sandleaper1	sandleaper3	1	CaveLeaper	sandleaper2		sandleaper	SandLeaper		SL	Classic			1													2	3		10	10	1	sandleaper	sandleaper	10	15	14	13				20	21	23	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	2																						140	100	100	-20	-20	-20																			0				16	16	16	0	66	194	84	94	61	121	100	61	121	90				53	137	107	94	63	120	100	58	110	90				170	190	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																																															19	55	120	0
sandleaper3	80	sandleaper1	sandleaper4	2	TombCreeper	sandleaper3		sandleaper	SandLeaper		SL	Classic			1													2	4		10	10	1	sandleaper	sandleaper	10	15	14	13				20	21	24	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	3																						140	100	100	-20	-20	-20																			0				17	17	17	0	64	192	84	94	64	128	100	64	128	90				52	136	107	94	64	124	100	59	114	90				170	190	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																																															21	58	120	0
sandleaper4	81	sandleaper1	sandleaper5	3	TreeLurker	sandleaper4		sandleaper	SandLeaper		SL	Classic			1													3	4		10	10	1	sandleaper	sandleaper	10	15	14	13				20	22	24	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	4																						140	100	100	-20	-20	-20																			0				22	22	22	0	66	192	85	94	65	122	100	65	122	90				53	136	107	94	65	121	100	60	111	90				170	190	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																																															28	65	120	0
sandleaper5	82	sandleaper1	sandleaper6	4	RazorPitDemon	sandleaper5		sandleaper	SandLeaper		SL	Classic			1													3	5		10	10	1	sandleaper	sandleaper	10	15	14	13				20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	5																						140	100	100	-20	-20	-20																			0				26	26	26	0	65	193	84	99	59	118	100	59	118	90				52	136	107	97	62	119	100	57	109	90				170	190	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																																															33	70	120	0
