name	*name	*type	* status	szFlavorText	code	alternategfx	namestr	type	type2	compactsave	version	level	levelreq	rarity	spawnable	minac	maxac	speed	nodurability	cost	gamble cost	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Strong Healing Potion		Potions			hp4	hp4	hp4	hpot		1	0	0	0	1	1			0	1	500			16	1	1	0	0	0	flprpl	invhp4			0	xxx			1	0	item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	6	regenpotion	poison	regenpotion	175	hpregen	((stat('maxhp'.accr)/175)*(100+stat('potion_efficiency'.accr)))/100	velocitypercent	-15			1	ItemstatsPot4		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255			0	0	0	xxx	hp5			1	1		0
Greater Healing Potion		Potions			hp5	hp5	hp5	hpot		1	0	0	0	1	1			0	1	1500			16	1	1	0	0	0	flprpl	invhp5			0	xxx			1	0	item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	6	regenpotion	poison	regenpotion	150	hpregen	((stat('maxhp'.accr)/150)*(100+stat('potion_efficiency'.accr)))/100	velocitypercent	-15			1	ItemstatsPot5		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Lesser Mana Potion		Potions			mp1	mp1	mp1	mpot		1	0	0	0	1	1			0	1	25			16	1	1	0	0	0	flpbps	invmp1			0	xxx			1	0	item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	6	regenpotion	poison	regenpotion	250	manarecoverybonus	50	velocitypercent	-15			1	ItemstatsMP1		0	0	0	non	0					255					255	1	1			255					255	1	1			255					255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255			0	0	0	mp4	mp5			1	1		0
Light Mana Potion		Potions			mp2	mp2	mp2	mpot		1	0	0	0	1	1			0	1	50			16	1	1	0	0	0	flpbps	invmp2			0	xxx			1	0	item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	6	regenpotion	poison	regenpotion	225	manarecoverybonus	75	velocitypercent	-15			1	ItemstatsMP2		0	0	0	non	0					255					255					255					255	1	1			255					255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255			0	0	0	mp4	mp5			1	1		0
Mana Potion		Potions			mp3	mp3	mp3	mpot		1	0	0	0	1	1			0	1	100			16	1	1	0	0	0	flpbps	invmp3			0	xxx			1	0	item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	6	regenpotion	poison	regenpotion	200	manarecoverybonus	100	velocitypercent	-15			1	ItemstatsMP3		0	0	0	non	0					255					255					255					255					255					255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255			0	0	0	mp4	mp5			1	1		0
Strong Mana Potion		Potions			mp4	mp4	mp4	mpot		1	0	0	0	1	1			0	1	500			16	1	1	0	0	0	flpbpl	invmp4			0	xxx			1	0	item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	6	regenpotion	poison	regenpotion	175	manarecoverybonus	125	velocitypercent	-15			1	ItemstatsMP4		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255			0	0	0	xxx	mp5			1	1		0
Greater Mana Potion		Potions			mp5	mp5	mp5	mpot		1	0	0	0	1	1			0	1	1500			16	1	1	0	0	0	flpbpl	invmp5			0	xxx			1	0	item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	6	regenpotion	poison	regenpotion	150	manarecoverybonus	150	velocitypercent	-15			1	ItemstatsMP5		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Rejuv Potion		Potions			rvs	yps	rvs	rpot		1	0	0	0	2	0			0	1				16	1	1	0	0	0	flpvps	invvps			0	xxx			1	0	item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	6	regenpotion	poison	regenpotion	200	hpregen	((stat('maxhp'.accr)/200)*(100+stat('potion_efficiency'.accr)))/100	manarecoverybonus	50			1	ItemStatsrejuvn1		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Full Rejuv Potion		Potions			rvl	ypl	rvl	rpot		1	0	0	0	2	0			0	1				16	1	1	0	0	0	flpvpl	invvpl			0	xxx			1	0	item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	6	regenpotion	poison	regenpotion	150	hpregen	((stat('maxhp'.accr)/150)*(100+stat('potion_efficiency'.accr)))/100	manarecoverybonus	150			1	ItemStatsrejuvn2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Apple		Potions			dog	hp1	dog	poti		1	100	0	0	1	1			0	1				16	1	1	0	0	0	flprpl	newapple			0	xxx			1	0	object_cocoon_1	14	object_cocoon_2	0	0	5	0	1	1	0	0	0	0			0	-1	10											1	DescZakTouch		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	dog	dog			1	1		0
Chipped Amethyst		Gems			gcv	gcv	gcv	gema	gem0	1	0	0	1	2	1			0	1				16	1	1	0	0	0	flpgsv	invgsva			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfv	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Amethyst		Gems			gfv	gfv	gfv	gema	gem1	1	0	0	5	3	1			0	1				16	1	1	0	0	0	flpgsv	invgsvb			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsv	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Amethyst		Gems			gsv	gsv	gsv	gema	gem2	1	0	0	12	4	1			0	1				16	1	1	0	0	0	flpgsv	invgsvc			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gzv	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Amethyst		Gems			gzv	gzv	gzv	gema	gem3	1	0	0	15	5	1			0	1				16	1	1	0	0	0	flpgsv	invgsvd			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpv	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Amethyst		Gems			gpv	gpv	gpv	gema	gem4	1	0	0	18	6	1			0	1				16	1	1	0	0	0	flpgsv	invgsve			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Topaz		Gems			gcy	gcy	gcy	gemt	gem0	1	0	0	1	3	1			0	1				16	1	1	0	0	0	flpgsy	invgsya			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfy	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Topaz		Gems			gfy	gfy	gfy	gemt	gem1	1	0	0	5	4	1			0	1				16	1	1	0	0	0	flpgsy	invgsyb			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsy	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Topaz		Gems			gsy	gsy	gsy	gemt	gem2	1	0	0	12	5	1			0	1				16	1	1	0	0	0	flpgsy	invgsyc			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gly	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Topaz		Gems			gly	gly	gly	gemt	gem3	1	0	0	15	6	1			0	1				16	1	1	0	0	0	flpgsy	invgsyd			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpy	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Topaz		Gems			gpy	gpy	gpy	gemt	gem4	1	0	0	18	7	1			0	1				16	1	1	0	0	0	flpgsy	invgsye			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Saphire		Gems			gcb	gcb	gcb	gems	gem0	1	0	0	1	4	1			0	1				16	1	1	0	0	0	flpgsb	invgsba			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfb	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Saphire		Gems			gfb	gfb	gfb	gems	gem1	1	0	0	5	5	1			0	1				16	1	1	0	0	0	flpgsb	invgsbb			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsb	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Saphire		Gems			gsb	gsb	gsb	gems	gem2	1	0	0	12	6	1			0	1				16	1	1	0	0	0	flpgsb	invgsbc			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glb	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Saphire		Gems			glb	glb	glb	gems	gem3	1	0	0	15	7	1			0	1				16	1	1	0	0	0	flpgsb	invgsbd			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpb	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Saphire		Gems			gpb	gpb	gpb	gems	gem4	1	0	0	18	8	1			0	1				16	1	1	0	0	0	flpgsb	invgsbe			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Emerald		Gems			gcg	gcg	gcg	geme	gem0	1	0	0	1	5	1			0	1				16	1	1	0	0	0	flpgsg	invgsga			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Emerald		Gems			gfg	gfg	gfg	geme	gem1	1	0	0	5	6	1			0	1				16	1	1	0	0	0	flpgsg	invgsgb			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Emerald		Gems			gsg	gsg	gsg	geme	gem2	1	0	0	12	7	1			0	1				16	1	1	0	0	0	flpgsg	invgsgc			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Emerald		Gems			glg	glg	glg	geme	gem3	1	0	0	15	8	1			0	1				16	1	1	0	0	0	flpgsg	invgsgd			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255		 	0	0	0	xxx	xxx						0
Perfect Emerald		Gems			gpg	gpg	gpg	geme	gem4	1	0	0	18	9	1			0	1				16	1	1	0	0	0	flpgsg	invgsge			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Ruby		Gems			gcr	gcr	gcr	gemr	gem0	1	0	0	1	6	1			0	1				16	1	1	0	0	0	flpgsr	invgsra			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Expansion		Expansion																																																																																																																																																																										0
Flawed Ruby		Gems			gfr	gfr	gfr	gemr	gem1	1	0	0	5	7	1			0	1				16	1	1	0	0	0	flpgsr	invgsrb			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ruby		Gems			gsr	gsr	gsr	gemr	gem2	1	0	0	12	8	1			0	1				16	1	1	0	0	0	flpgsr	invgsrc			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Ruby		Gems			glr	glr	glr	gemr	gem3	1	0	0	15	9	1			0	1				16	1	1	0	0	0	flpgsr	invgsrd			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Ruby		Gems			gpr	gpr	gpr	gemr	gem4	1	0	0	18	10	1			0	1				16	1	1	0	0	0	flpgsr	invgsre			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Diamond		Gems			gcw	gcw	gcw	gemd	gem0	1	0	0	1	7	1			0	1				16	1	1	0	0	0	flpgsw	invgswa			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Diamond		Gems			gfw	gfw	gfw	gemd	gem1	1	0	0	5	8	1			0	1				16	1	1	0	0	0	flpgsw	invgswb			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Diamond		Gems			gsw	gsw	gsw	gemd	gem2	1	0	0	12	9	1			0	1				16	1	1	0	0	0	flpgsw	invgswc			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Diamond		Gems			glw	glw	glw	gemd	gem3	1	0	0	15	10	1			0	1				16	1	1	0	0	0	flpgsw	invgswd			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Diamond		Gems			gpw	gpw	gpw	gemd	gem4	1	0	0	18	11	1			0	1				16	1	1	0	0	0	flpgsw	invgswe			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Skull		Gems			skc	skc	skc	gemz	gem0	1	0	0	1	8	1			0	1				16	1	1	0	0	0	flpskl	invskc			0	xxx			0	0	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	skf	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Skull		Gems			skf	skf	skf	gemz	gem1	1	0	0	5	9	1			0	1				16	1	1	0	0	0	flpskl	invskf			0	xxx			0	0	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	sku	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Skull		Gems			sku	sku	sku	gemz	gem2	1	0	0	12	10	1			0	1				16	1	1	0	0	0	flpskl	invsku			0	xxx			0	0	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	skl	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Skull		Gems			skl	skl	skl	gemz	gem3	1	0	0	15	11	1			0	1				16	1	1	0	0	0	flpskl	invskl			0	xxx			0	0	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	skz	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Skull		Gems			skz	skz	skz	gemz	gem4	1	0	0	18	12	1			0	1				16	1	1	0	0	0	flpskl	invskz			0	xxx			0	0	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Onyx		Gems			g$a	gcv	g$a	gemq	gem0	1	0	0	1	2	1			0	1				16	1	1	0	0	0	flpgsw	invgsoa			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	g$b	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Onyx		Gems			g$b	gfv	g$b	gemq	gem1	1	0	0	5	3	1			0	1				16	1	1	0	0	0	flpgsw	invgsob			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	g$c	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Onyx		Gems			g$c	gsv	g$c	gemq	gem2	1	0	0	12	4	1			0	1				16	1	1	0	0	0	flpgsw	invgsoc			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	g$d	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Onyx		Gems			g$d	gzv	g$d	gemq	gem3	1	0	0	15	5	1			0	1				16	1	1	0	0	0	flpgsw	invgsod			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	g$e	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Onyx		Gems			g$e	gpv	g$e	gemq	gem4	1	0	0	18	6	1			0	1				16	1	1	0	0	0	flpgsw	invgsoe			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Bloodstone		Gems			9$a	gcv	9$a	gemp	gem0	1	0	0	1	2	1			0	1				16	1	1	0	0	0	flpgsr	invgsca			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	9$b	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Bloodstone		Gems			9$b	gfv	9$b	gemp	gem1	1	0	0	5	3	1			0	1				16	1	1	0	0	0	flpgsr	invgscb			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	9$c	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Bloodstone		Gems			9$c	gsv	9$c	gemp	gem2	1	0	0	12	4	1			0	1				16	1	1	0	0	0	flpgsr	invgscc			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	9$d	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawless Bloodstone		Gems			9$d	gzv	9$d	gemp	gem3	1	0	0	15	5	1			0	1				16	1	1	0	0	0	flpgsr	invgscd			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	9$e	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Perfect Bloodstone		Gems			9$e	gpv	9$e	gemp	gem4	1	0	0	18	6	1			0	1				16	1	1	0	0	0	flpgsr	invgsce			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chipped Turquoise		Gems			7$a	gcv	7$a	gemo	gem0	1	0	0	1	2	1			0	1				16	1	1	0	0	0	flpgsb	invgsta			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	7$b	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Flawed Turquoise		Gems			7$b	gfv	7$b	gemo	gem1	1	0	0	5	3	1			0	1				16	1	1	0	0	0	flpgsb	invgstb			0	xxx			0	0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	7$c	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
