code	name	type	type2	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable																																																			
54!	Blackguard Helm (Grade 5)	pzhm	tier			4	1	280	361			0	129		29		67	20	19069		54!		403	bhm	dr1	54!	54!	54!			2	2	1	3	1	flpbhm	invbhmu														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
55!	Blackguard Helm (Grade 6)	pzhm	tier			4	1	386	494			0	187		29		85	25	37817		55!		404	bhm	dr1	55!	55!	55!			2	2	1	4	1	flpbhm	invbhmu														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
56!	Blackguard Helm (Sacred)	sphz				1	1	978	1031			0	387		29		85	30	37817		56!		404	bhm	dr1	56!	56!	56!			2	2	1	4	1	flpbhm	invbhmu														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
4@P	Bladed Shield (Grade 1)	ishd	tier			10	1	52	103			0	55	1	64		13	4	512		4@P		401	spk	buc	4@P	4@P	4@P		7	2	3	1	1	2	flpspk	invxpku														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
5@P	Bladed Shield (Grade 2)	ishd	tier			10	1	96	172			0	80	1	64		27	8	2567		5@P		403	spk	buc	5@P	5@P	5@P		7	2	3	1	3	2	flpspk	invxpku														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
6@P	Bladed Shield (Grade 3)	ishd	tier			10	1	156	265			0	116	1	64		42	12	8191		6@P		404	spk	buc	6@P	6@P	6@P		7	2	3	1	4	2	flpspk	invxpku														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
7@P	Bladed Shield (Grade 4)	ishd	tier			10	1	232	384			0	168	1	64		57	17	19964		7@P		404	spk	buc	7@P	7@P	7@P		7	2	3	1	4	2	flpspk	invxpku														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
8@P	Bladed Shield (Grade 5)	ishd	tier			10	1	329	537			0	243	1	64		71	21	40926		8@P		405	spk	buc	8@P	8@P	8@P		7	2	3	1	5	2	flpspk	invxpku														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
9@P	Bladed Shield (Grade 6)	ishd	tier			10	1	449	731			0	353	1	64		85	26	76489		9@P		406	spk	buc	9@P	9@P	9@P		7	2	3	1	6	2	flpspk	invxpku														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
1@Q	Bladed Shield (Sacred)	sisd				1	1	727	868			0	550	1	64		85	30	76489		1@Q		406	spk	buc	1@Q	1@Q	1@Q		7	2	3	1	6	2	flpspk	invxpku														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
645	Bone Helm (Grade 1)	bhlm	tier			20	1	61	88			61	0		32		17	5	553		645		401	bhm	hlm	645	645	645			2	2	1	1	1	flpbhm	invbhm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
691	Bone Helm (Grade 2)	bhlm	tier			20	1	114	156			88	0		32		32	9	2277		691		402	bhm	hlm	691	691	691			2	2	1	2	1	flpbhm	invbhm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
737	Bone Helm (Grade 3)	bhlm	tier			20	1	184	246			128	0		32		45	13	5727		737		403	bhm	hlm	737	737	737			2	2	1	3	1	flpbhm	invbhm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
783	Bone Helm (Grade 4)	bhlm	tier			20	1	279	365			186	0		32		59	18	12782		783		403	bhm	hlm	783	783	783			2	2	1	3	1	flpbhm	invbhm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
829	Bone Helm (Grade 5)	bhlm	tier			20	1	396	516			270	0		32		75	22	26673		829		404	bhm	hlm	829	829	829			2	2	1	4	1	flpbhm	invbhm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
875	Bone Helm (Grade 6)	bhlm	tier			20	1	541	703			391	0		32		87	27	49226		875		404	bhm	hlm	875	875	875			2	2	1	4	1	flpbhm	invbhm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@46	Bone Helm (Sacred)	qhlm				2	1	968	1049			563	0		32		87	30	49226		@46		404	bhm	hlm	@46	@46	@46			2	2	1	4	1	flpbhm	invbhm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
642	Bone Shield (Grade 1)	bshi	tier			20	1	59	114			0	44	0	51		9	2	238		642		401	bsh	buc	642	642	642		7	2	3	1	1	2	flpbsh	invbsh														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
688	Bone Shield (Grade 2)	bshi	tier			20	1	112	193			0	64	0	51		23	7	1378		688		403	bsh	buc	688	688	688		7	2	3	1	3	2	flpbsh	invbsh														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
734	Bone Shield (Grade 3)	bshi	tier			20	1	181	299			0	93	0	51		38	11	4691		734		404	bsh	buc	734	734	734		7	2	3	1	4	2	flpbsh	invbsh														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
780	Bone Shield (Grade 4)	bshi	tier			20	1	276	439			0	134	0	51		52	15	11429		780		404	bsh	buc	780	780	780		7	2	3	1	4	2	flpbsh	invbsh														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
826	Bone Shield (Grade 5)	bshi	tier			20	1	391	618			0	195	0	51		67	20	24647		826		405	bsh	buc	826	826	826		7	2	3	1	5	2	flpbsh	invbsh														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
872	Bone Shield (Grade 6)	bshi	tier			20	1	536	844			0	282	0	51		81	24	46608		872		406	bsh	buc	872	872	872		7	2	3	1	6	2	flpbsh	invbsh														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@43	Bone Shield (Sacred)	qshi				2	1	965	1119			0	527	0	51		81	30	46608		@43		406	bsh	buc	@43	@43	@43		7	2	3	1	6	2	flpbsh	invbsh														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
637	Boots (Grade 1)	boot	tier			20	1	8	14			10	0		29		1	0	56		637		401	lbt	lbt	637	637	637		16	2	2	1	1	1	flplbt	invlbt														item_boots	12	item_boots			5						2							1		1		1	1		1		1	1					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
683	Boots (Grade 2)	boot	tier			20	1	39	47			17	0		29		13	4	293		683		402	lbt	lbt	683	683	683		16	2	2	1	2	1	flplbt	invlbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
729	Boots (Grade 3)	boot	tier			20	1	75	88			25	0		29		28	8	1359		729		402	lbt	lbt	729	729	729		16	2	2	1	2	1	flplbt	invlbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
775	Boots (Grade 4)	boot	tier			20	1	126	144			37	0		29		42	12	3682		775		403	lbt	lbt	775	775	775		16	2	2	1	3	1	flplbt	invlbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
821	Boots (Grade 5)	boot	tier			20	1	184	215			53	0		29		57	17	8379		821		403	lbt	lbt	821	821	821		16	2	2	1	3	1	flplbt	invlbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
867	Boots (Grade 6)	boot	tier			20	1	258	296			77	0		29		71	21	15884		867		404	lbt	lbt	867	867	867		16	2	2	1	4	1	flplbt	invlbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@38	Boots (Sacred)	qbot				2	1	651	671			458	0		29		71	30	15884		@38		404	lbt	lbt	@38	@38	@38		16	2	2	1	4	1	flplbt	invlbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
607	Breast Plate (Grade 1)	tors	tier			20	1	131	266			55	0		69		8	2	332		607		401	brs	brs	607	607	607		1	2	3	1	2	1	flpbrs	invbrs					2									item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255		1		1	1			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
653	Breast Plate (Grade 2)	tors	tier			20	1	223	424			80	0		69		23	7	2339		653		403	brs	brs	653	653	653		1	2	3	1	3	1	flpbrs	invbrs					2									item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
699	Breast Plate (Grade 3)	tors	tier			20	1	343	633			116	0		69		38	11	8277		699		404	brs	brs	699	699	699		1	2	3	1	4	1	flpbrs	invbrs					2									item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
745	Breast Plate (Grade 4)	tors	tier			20	1	501	905			168	0		69		52	15	20627		745		404	brs	brs	745	745	745		1	2	3	1	4	1	flpbrs	invbrs					2									item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
791	Breast Plate (Grade 5)	tors	tier			20	1	698	1257			243	0		69		67	20	45435		791		405	brs	brs	791	791	791		1	2	3	1	5	1	flpbrs	invbrs					2									item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
