Treasure Class	* Laz / contains	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	* Laz / pct	Item2	Prob2	* Laz / pct	Item3	Prob3	* Laz / pct	Item4	Prob4	* Laz / pct	Item5	Prob5	* Laz / pct	Item6	Prob6	* Laz / pct	Item7	Prob7	* Laz / pct	Item8	Prob8	* Laz / pct	Item9	Prob9	* Laz / pct	Item10	Prob10	* Laz / pct	SumItems	TotalProb	DropChance	Term
Familiar Reward				-2						NDgold5	1		Act 5 Super C	1																													0
Familiar (N) Reward				-2						NDgold5	1		Act 5 (N) Super C	1																													0
Familiar (H) Reward				-2						NDgold5	1		Act 5 (H) Super C	1																													0
Ennead Charm				1						Sacred Sunstone	1		Shadow Vortex	1		Worldstone Orb	1		Caoi Dulra Fruit	1		Soulstone Shard	1		Orb of Divinity	1		Nexus Crystal	1														0
Ennead Expanded				1						Sacred Sunstone	1		Shadow Vortex	1		Worldstone Orb	1		Caoi Dulra Fruit	1		Soulstone Shard	1		Orb of Divinity	1		Nexus Crystal	1														0
Ennead Reward				-2						Ennead Charm	1		Baal	1																													0
Ennead (N) Reward				-2						Ennead Expanded	1		Baal (N)	1																													0
Ennead (H) Reward				-3						Ennead Expanded	1		Ennead Reward Charm	1		Baal (H)	1																										0
Crystal Reward				-1						NDgold5	1																																0
Messenger Reward				-2						NDgold5	1		Act 5 Super C	1																													0
Messenger (N) Reward				-2						NDgold5	1		Act 5 (N) Super C	1																													0
Messenger (H) Reward				-2						NDgold5	1		Act 5 (H) Super C	1																													0
Malic Reward				-2						Malic Reward Charm	1		Baal (H)	1																													0
Lucion Reward				-2						Lucion Reward Charm	1		Baal (H)	1																													0
Zakarum Reward				-2						Zakarum Reward Charm	1		Baal (H)	1																													0
Rathma Primus Reward				-3						Rathma Primus Reward Charm	1		Rathma Primus Trinket	1		Baal (H)	1																										0
Aldric Reward				-3						Aldric Reward Charm	1		Aldric Trinket	1		Act 5 (H) Cast C	1																										0
Juris Khan Reward				-3						Juris Khan Reward Charm	1		Juris Khan Trinket	1		Baal (H)	1																										0
Hidden Reward				-3						Hidden Reward Charm	1		Hidden Trinket	1		Act 5 (H) Cast C	1																										0
Skovos Reward				-2						Skovos Reward Charm	1		Mephisto	1																													0
Philios Reward				-2						Philios Reward Charm	1		Mephisto	1																													0
Lycander Reward				-2						Lycander Reward Charm	1		Mephisto	1																													0
Hell Reward				-3						Hell Reward Charm	1		Hell Trinket	1		Baal (H)	1																										0
Imperius Reward				-3						Imperius Reward Charm	1		Imperius Trinket	1		!@F	1																										0
Toraja Reward				-2						Toraja Reward Charm	1		Baal (H)	1																													0
Bone Reward				-2						Bone Reward Charm	1		Baal (H)	1																													0
Rodeo Reward				-3						Rodeo Reward Charm	1		Unique Crystal Rodeo	1		Baal (H)	1																										0
Laz Reward				-3						Laz Reward Charm	1		Laz Trinket	1		Baal (H)	1																										0
Astrogha Reward				-3						Astrogha Reward Charm	1		Astrogha Trinket	1		Baal (H)	1																										0
Belial Reward				-2						Belial Reward Charm	1		Baal (H)	1																													0
Robot (N) Reward				-2				1024		2x5	1		Act 5 (N) Good	1																													0
Robot (N) Reward 2				-2				1024		2x6	1		Act 5 (N) Good	1																													0
Robot (N) Reward 3				-2				1024		2x7	1		Act 5 (N) Good	1																													0
Robot (N) Reward 4				-2				1024		2x8	1		Act 5 (N) Good	1																													0
Robot (N) Reward 5				-2				1024		2x9	1		Act 5 (N) Good	1																													0
Robot (H) Reward				6	988	988	878	1024		Act 5 (H) Equip C	150		Act 5 (H) Good	20		Runes Super	30																										0
Robot (H) Reward 2				6	980	980	871	1024		Act 5 (H) Equip C	120		Act 5 (H) Good	20		Runes Super	60																										0
Robot (H) Reward 3				6	972	972	864	1024		Act 5 (H) Equip C	90		Act 5 (H) Good	20		Runes Super	90																										0
Robot (H) Reward 4				6	964	964	856	1024		Act 5 (H) Equip C	60		Act 5 (H) Good	20		Runes Super	120																										0
Robot (H) Reward 5				6	956	956	849	1024		Act 5 (H) Equip C	30		Act 5 (H) Good	20		Runes Super	150																										0
Act 1 Unique Bias A		19	0	1	640				50	NDTC	70		Act 1 Junk	1	0%	Act 1 Equip A	45	24%	Act 1 Good	4	2%	Clue Gem 10	1	0%																			0
Act 1 Unique Bias B		19	5	1	640				50	NDTC	70		Act 1 Junk	1	0%	Act 1 Equip B	45	24%	Act 1 Good B	4	2%																						0
Act 1 Unique Bias C		19	9	1	640				50	NDTC	70		Act 1 Junk	1	0%	Act 1 Equip C	45	24%	Act 1 Good C	4	2%																						0
Act 2 Unique Bias A		19	12	1	640				50	NDTC	70		Act 2 Junk	1	0%	Act 2 Equip A	45	24%	Act 2 Good	4	2%																						0
Act 2 Unique Bias B		19	15	1	640				50	NDTC	70		Act 2 Junk	1	0%	Act 2 Equip B	45	24%	Act 2 Good	4	2%																						0
Act 2 Unique Bias C		19	18	1	640				50	NDTC	70		Act 2 Junk	1	0%	Act 2 Equip C	45	24%	Act 3 Good	4	2%																						0
Act 3 Unique Bias A		19	20	1	640				50	NDTC	70		Act 3 Junk	1	0%	Act 3 Equip A	45	24%	Act 3 Good	4	2%																						0
Act 3 Unique Bias B		19	22	1	640				50	NDTC	70		Act 3 Junk	1	0%	Act 3 Equip B	45	24%	Act 3 Good	4	2%																						0
Act 3 Unique Bias C		19	24	1	640				50	NDTC	70		Act 3 Junk	1	0%	Act 3 Equip C	45	24%	Act 3 Good	4	2%																						0
Act 4 Unique Bias A		19	26	1	640				50	NDTC	70		Act 4 Junk	1	0%	Act 4 Equip A	45	24%	Act 4 Good	4	2%																						0
Act 4 Unique Bias B		19	29	1	640				50	NDTC	70		Act 4 Junk	1	0%	Act 4 Equip B	45	24%	Act 4 Good	4	2%																						0
Act 5 Unique Bias A		19	32	1	640				50	NDTC	70		Act 5 Junk	1	0%	Act 5 Equip A	45	24%	Act 5 Good	4	2%																						0
Act 5 Unique Bias B		19	34	1	640				50	NDTC	70		Act 5 Junk	1	0%	Act 5 Equip B	45	24%	Act 5 Good	4	2%																						0
Act 5 Unique Bias C		19	36	1	640				50	NDTC	70		Act 5 Junk	1	0%	Act 5 Equip C	45	24%	Act 5 Good	4	2%																						0
Act 1 (N) Unique Bias A		19	38	1	640				50	NDTC	70		Act 1 (N) Junk	1	0%	Act 1 (N) Equip A	45	24%	Act 1 (N) Good	4	2%																						0
Act 1 (N) Unique Bias B		19	40	1	640				50	NDTC	70		Act 1 (N) Junk	1	0%	Act 1 (N) Equip B	45	24%	Act 1 (N) Good	4	2%																						0
Act 1 (N) Unique Bias C		19	41	1	640				50	NDTC	70		Act 1 (N) Junk	1	0%	Act 1 (N) Equip B	45	24%	Act 1 (N) Good	4	2%																						0
Act 2 (N) Unique Bias A		19	42	1	640				50	NDTC	70		Act 2 (N) Junk	1	0%	Act 2 (N) Equip A	45	24%	Act 2 (N) Good	4	2%																						0
Act 2 (N) Unique Bias B		19	44	1	640				50	NDTC	70		Act 2 (N) Junk	1	0%	Act 2 (N) Equip B	45	24%	Act 2 (N) Good	4	2%																						0
Act 2 (N) Unique Bias C		19	45	1	640				50	NDTC	70		Act 2 (N) Junk	1	0%	Act 2 (N) Equip B	45	24%	Act 2 (N) Good	4	2%																						0
Act 3 (N) Unique Bias A		19	46	1	640				50	NDTC	70		Act 3 (N) Junk	1	0%	Act 3 (N) Equip A	45	24%	Act 3 (N) Good	4	2%																						0
Act 3 (N) Unique Bias B		19	48	1	640				50	NDTC	70		Act 3 (N) Junk	1	0%	Act 3 (N) Equip B	45	24%	Act 3 (N) Good	4	2%																						0
Act 3 (N) Unique Bias C		19	50	1	640				50	NDTC	70		Act 3 (N) Junk	1	0%	Act 3 (N) Equip B	45	24%	Act 3 (N) Good	4	2%																						0
Act 4 (N) Unique Bias A		19	51	1	640				50	NDTC	70		Act 4 (N) Junk	1	0%	Act 4 (N) Equip A	45	24%	Act 4 (N) Good	4	2%																						0
Act 4 (N) Unique Bias B		19	54	1	640				50	NDTC	70		Act 4 (N) Junk	1	0%	Act 4 (N) Equip B	45	24%	Act 4 (N) Good	4	2%																						0
Act 5 (N) Unique Bias A		19	57	1	640				50	NDTC	70		Act 5 (N) Junk	1	0%	Act 5 (N) Equip A	45	24%	Act 5 (N) Good	4	2%																						0
Act 5 (N) Unique Bias B		19	60	1	640				50	NDTC	70		Act 5 (N) Junk	1	0%	Act 5 (N) Equip B	45	24%	Act 5 (N) Good	4	2%																						0
Act 5 (N) Unique Bias C		19	62	1	640				50	NDTC	70		Act 5 (N) Junk	1	0%	Act 5 (N) Equip C	45	24%	Act 5 (N) Good	4	2%																						0
Act 1 (H) Unique Bias A		19	63	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 1 (H) Equip A	45	24%	Act 1 (H) Good	4	2%																						0
Act 1 (H) Unique Bias B		19	66	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 1 (H) Equip B	45	24%	Act 1 (H) Good	4	2%																						0
Act 1 (H) Unique Bias C		19	68	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 1 (H) Equip B	45	24%	Act 1 (H) Good	4	2%																						0
Act 2 (H) Unique Bias A		19	69	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 2 (H) Equip A	45	24%	Act 2 (H) Good	4	2%																						0
Act 2 (H) Unique Bias B		19	71	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 2 (H) Equip B	45	24%	Act 2 (H) Good	4	2%																						0
Act 2 (H) Unique Bias C		19	72	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 2 (H) Equip B	45	24%	Act 2 (H) Good	4	2%																						0
Act 3 (H) Unique Bias A		19	74	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 3 (H) Equip A	45	24%	Act 3 (H) Good	4	2%																						0
Act 3 (H) Unique Bias B		19	75	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 3 (H) Equip B	45	24%	Act 3 (H) Good	4	2%																						0
Act 3 (H) Unique Bias C		19	77	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 3 (H) Equip B	45	24%	Act 3 (H) Good	4	2%																						0
Act 4 (H) Unique Bias A		19	78	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 4 (H) Equip A	45	24%	Act 4 (H) Good	4	2%																						0
Act 4 (H) Unique Bias B		19	80	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 4 (H) Equip B	45	24%	Act 4 (H) Good	4	2%																						0
Act 5 (H) Unique Bias A		19	81	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 5 (H) Equip A	45	24%	Act 5 (H) Good	4	2%																						0
Act 5 (H) Unique Bias B		19	83	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 5 (H) Equip B	45	24%	Act 5 (H) Good	4	2%																						0
Act 5 (H) Unique Bias C		19	85	1	640				50	NDTC	70		Act 1 (H) Junk	1	0%	Act 5 (H) Equip C	45	24%	Act 5 (H) Good	4	2%																						0
Act 1 Set Bias A		20	0	1		768			30	NDTC	40		Act 1 Junk	1		Act 1 Equip A	20		Act 1 Good	4		Clue Gem 10	1	0%																			0
Act 1 Set Bias B		20	5	1		768			30	NDTC	40		Act 1 Junk	1		Act 1 Equip B	20		Act 1 Good B	4																							0
Act 1 Set Bias C		20	9	1		768			30	NDTC	40		Act 1 Junk	1		Act 1 Equip C	20		Act 1 Good C	4																							0
Act 2 Set Bias A		20	12	1		768			30	NDTC	40		Act 2 Junk	1		Act 2 Equip A	20		Act 2 Good	4																							0
Act 2 Set Bias B		20	15	1		768			30	NDTC	40		Act 2 Junk	1		Act 2 Equip B	20		Act 2 Good	4																							0
Act 2 Set Bias C		20	18	1		768			30	NDTC	40		Act 2 Junk	1		Act 2 Equip C	20		Act 3 Good	4																							0
Act 3 Set Bias A		20	20	1		768			30	NDTC	40		Act 3 Junk	1		Act 3 Equip A	20		Act 3 Good	4																							0
Act 3 Set Bias B		20	22	1		768			30	NDTC	40		Act 3 Junk	1		Act 3 Equip B	20		Act 3 Good	4																							0
Act 3 Set Bias C		20	24	1		768			30	NDTC	40		Act 3 Junk	1		Act 3 Equip C	20		Act 3 Good	4																							0
Act 4 Set Bias A		20	26	1		768			30	NDTC	40		Act 4 Junk	1		Act 4 Equip A	20		Act 4 Good	4																							0
Act 4 Set Bias B		20	29	1		768			30	NDTC	40		Act 4 Junk	1		Act 4 Equip B	20		Act 4 Good	4																							0
Act 5 Set Bias A		20	32	1		768			30	NDTC	40		Act 5 Junk	1		Act 5 Equip A	20		Act 5 Good	4																							0
Act 5 Set Bias B		20	34	1		768			30	NDTC	40		Act 5 Junk	1		Act 5 Equip B	20		Act 5 Good	4																							0
Act 5 Set Bias C		20	36	1		768			30	NDTC	40		Act 5 Junk	1		Act 5 Equip C	20		Act 5 Good	4																							0
Act 1 (N) Set Bias A		20	38	1		768			30	NDTC	40		Act 1 (N) Junk	1		Act 1 (N) Equip A	20		Act 1 (N) Good	4																							0
Act 1 (N) Set Bias B		20	40	1		768			30	NDTC	40		Act 1 (N) Junk	1		Act 1 (N) Equip B	20		Act 1 (N) Good	4																							0
Act 1 (N) Set Bias C		20	41	1		768			30	NDTC	40		Act 1 (N) Junk	1		Act 1 (N) Equip B	20		Act 1 (N) Good	4																							0
Act 2 (N) Set Bias A		20	42	1		768			30	NDTC	40		Act 2 (N) Junk	1		Act 2 (N) Equip A	20		Act 2 (N) Good	4																							0
Act 2 (N) Set Bias B		20	44	1		768			30	NDTC	40		Act 2 (N) Junk	1		Act 2 (N) Equip B	20		Act 2 (N) Good	4																							0
Act 2 (N) Set Bias C		20	45	1		768			30	NDTC	40		Act 2 (N) Junk	1		Act 2 (N) Equip B	20		Act 2 (N) Good	4																							0
Act 3 (N) Set Bias A		20	46	1		768			30	NDTC	40		Act 3 (N) Junk	1		Act 3 (N) Equip A	20		Act 3 (N) Good	4																							0
Act 3 (N) Set Bias B		20	48	1		768			30	NDTC	40		Act 3 (N) Junk	1		Act 3 (N) Equip B	20		Act 3 (N) Good	4																							0
Act 3 (N) Set Bias C		20	50	1		768			30	NDTC	40		Act 3 (N) Junk	1		Act 3 (N) Equip B	20		Act 3 (N) Good	4																							0
Act 4 (N) Set Bias A		20	51	1		768			30	NDTC	40		Act 4 (N) Junk	1		Act 4 (N) Equip A	20		Act 4 (N) Good	4																							0
Act 4 (N) Set Bias B		20	54	1		768			30	NDTC	40		Act 4 (N) Junk	1		Act 4 (N) Equip B	20		Act 4 (N) Good	4																							0
Act 5 (N) Set Bias A		20	57	1		768			30	NDTC	40		Act 5 (N) Junk	1		Act 5 (N) Equip A	20		Act 5 (N) Good	4																							0
Act 5 (N) Set Bias B		20	60	1		768			30	NDTC	40		Act 5 (N) Junk	1		Act 5 (N) Equip B	20		Act 5 (N) Good	4																							0
Act 5 (N) Set Bias C		20	62	1		768			30	NDTC	40		Act 5 (N) Junk	1		Act 5 (N) Equip C	20		Act 5 (N) Good	4																							0
Act 1 (H) Set Bias A		20	63	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 1 (H) Equip A	20		Act 1 (H) Good	4																							0
Act 1 (H) Set Bias B		20	66	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 1 (H) Equip B	20		Act 1 (H) Good	4																							0
Act 1 (H) Set Bias C		20	68	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 1 (H) Equip B	20		Act 1 (H) Good	4																							0
Act 2 (H) Set Bias A		20	69	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 2 (H) Equip A	20		Act 2 (H) Good	4																							0
Act 2 (H) Set Bias B		20	71	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 2 (H) Equip B	20		Act 2 (H) Good	4																							0
Act 2 (H) Set Bias C		20	72	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 2 (H) Equip B	20		Act 2 (H) Good	4																							0
Act 3 (H) Set Bias A		20	74	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 3 (H) Equip A	20		Act 3 (H) Good	4																							0
Act 3 (H) Set Bias B		20	75	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 3 (H) Equip B	20		Act 3 (H) Good	4																							0
Act 3 (H) Set Bias C		20	77	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 3 (H) Equip B	20		Act 3 (H) Good	4																							0
Act 4 (H) Set Bias A		20	78	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 4 (H) Equip A	20		Act 4 (H) Good	4																							0
Act 4 (H) Set Bias B		20	80	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 4 (H) Equip B	20		Act 4 (H) Good	4																							0
Act 5 (H) Set Bias A		20	81	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 5 (H) Equip A	20		Act 5 (H) Good	4																							0
Act 5 (H) Set Bias B		20	83	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 5 (H) Equip B	20		Act 5 (H) Good	4																							0
Act 5 (H) Set Bias C		20	85	1		768			30	NDTC	40		Act 1 (H) Junk	1		Act 5 (H) Equip C	20		Act 5 (H) Good	4																							0
Act 1 Sacred Equip A		24	0	1						weap3	7		armo3	7																													0
Act 1 Sacred Equip B		24	5	1						weap3	3		armo3	3		weap6	7		armo6	7																							0
Act 1 Sacred Equip C		24	9	1						weap3	2		armo3	1		weap6	6		armo6	3		weap9	14		armo9	7		weap12	2		armo12	1											0
Act 2 Sacred Equip A		24	12	1						weap6	2		armo6	1		weap9	6		armo9	3		weap12	14		armo12	7		weap15	2		armo15	1		Act 1 Sacred Equip C	4	4			4	36	66	0	0
Act 2 Sacred Equip B		24	15	1						weap9	2		armo9	1		weap12	6		armo12	3		weap15	14		armo15	7		weap18	2		armo18	1		Act 2 Sacred Equip A	12	12			5	36	96	1	0
Act 2 Sacred Equip C		24	18	1						weap12	2		armo12	1		weap15	6		armo15	3		weap18	14		armo18	7		weap21	2		armo21	1		Act 2 Sacred Equip B	20	20			6	36	116	1	0
Act 3 Sacred Equip A		24	20	1						weap15	2		armo15	1		weap18	6		armo18	3		weap21	14		armo21	7		weap24	2		armo24	1		Act 2 Sacred Equip C	28	28			7	36	136	1	0
Act 3 Sacred Equip B		24	22	1						weap18	2		armo18	1		weap21	6		armo21	3		weap24	14		armo24	7		weap27	2		armo27	1		Act 3 Sacred Equip A	36	36			8	36	236	1	0
Act 3 Sacred Equip C		24	24	1						weap21	2		armo21	1		weap24	6		armo24	3		weap27	14		armo27	7		weap30	2		armo30	1		Act 3 Sacred Equip B	44	44			9	36	376	1	0
Act 4 Sacred Equip A		24	26	1						weap24	2		armo24	1		weap27	6		armo27	3		weap30	14		armo30	7		weap33	2		armo33	1		Act 3 Sacred Equip C	52	52			11	33	463	1	0
Act 4 Sacred Equip B		24	29	1						weap27	2		armo27	1		weap30	6		armo30	3		weap33	14		armo33	7		weap36	2		armo36	1		Act 4 Sacred Equip A	60	60			13	32	532	1	0
Act 5 Sacred Equip A		24	32	1						weap27	2		armo27	1		weap30	6		armo30	3		weap33	14		armo33	7		weap36	2		armo36	1		Act 4 Sacred Equip B	68	68			15	41	670	1	0
Act 5 Sacred Equip B		24	34	1						weap30	2		armo30	1		weap33	6		armo33	2		weap36	14		armo36	7		weap39	2		armo39	1		Act 5 Sacred Equip A	76	76			18	35	766	1	0
Act 5 Sacred Equip C		24	36	1						weap30	2		armo30	1		weap33	6		armo33	2		weap36	14		armo36	7		weap39	2		armo39	1		Act 5 Sacred Equip B	84	84			21	35	868	1	0
Act 1 (N) Sacred Equip A		24	38	1						weap33	2		armo33	1		weap36	6		armo36	3		weap39	14		armo39	7		weap42	2		armo42	1		Act 5 Sacred Equip C	92	92			24	36	971	1	0
Act 1 (N) Sacred Equip B		24	40	1						weap33	2		armo33	1		weap36	6		armo36	3		weap39	14		armo39	7		weap42	2		armo42	1		Act 1 (N) Sacred Equip A	98	100			28	42	1147	1	0
Act 1 (N) Sacred Equip C		24	42	1						weap36	2		armo36	1		weap39	6		armo39	3		weap42	14		armo42	7		weap45	2		armo45	1		Act 1 (N) Sacred Equip A	104	108			32	36	1056	1	0
Act 2 (N) Sacred Equip A		24	44	1						weap36	2		armo36	1		weap39	6		armo39	3		weap42	14		armo42	7		weap45	2		armo45	1		Act 1 (N) Sacred Equip B	110	116			36	42	1275	1	0
Act 2 (N) Sacred Equip B		24	46	1						weap39	2		armo39	1		weap42	6		armo42	3		weap45	14		armo45	7		weap48	2		armo48	1		Act 2 (N) Sacred Equip A	116	124			41	36	1141	1	0
Act 2 (N) Sacred Equip C		24	48	1						weap39	2		armo39	1		weap42	6		armo42	3		weap45	14		armo45	7		weap48	2		armo48	1		Act 2 (N) Sacred Equip A	122	132			46	42	1360	1	0
Act 3 (N) Sacred Equip A		24	50	1						weap42	2		armo42	1		weap45	6		armo45	3		weap48	14		armo48	7		weap51	2		armo51	1		Act 2 (N) Sacred Equip B	128	140			51	36	1226	1	0
Act 3 (N) Sacred Equip B		24	52	1						weap42	2		armo42	1		weap45	6		armo45	3		weap48	14		armo48	7		weap51	2		armo51	1		Act 3 (N) Sacred Equip A	134	148			57	42	1487	1	0
Act 3 (N) Sacred Equip C		24	54	1						weap45	2		armo45	1		weap48	6		armo48	3		weap51	14		armo51	7		weap54	2		armo54	1		Act 3 (N) Sacred Equip A	140	156			63	36	1311	1	0
Act 4 (N) Sacred Equip A		24	56	1						weap45	2		armo45	1		weap48	6		armo48	3		weap51	14		armo51	7		weap54	2		armo54	1		Act 3 (N) Sacred Equip B	146	164			69	42	1572	1	0
Act 4 (N) Sacred Equip B		24	58	1						weap48	2		armo48	1		weap51	6		armo51	3		weap54	14		armo54	7		weap57	2		armo57	1		Act 4 (N) Sacred Equip A	152	172			76	36	1396	1	0
Act 4 (N) Sacred Equip C		24	60	1						weap48	2		armo48	1		weap51	6		armo51	3		weap54	14		armo54	7		weap57	2		armo57	1		Act 4 (N) Sacred Equip A	158	180			83	42	1700	1	0
Act 5 (N) Sacred Equip A		24	62	1						weap51	2		armo51	1		weap54	6		armo54	3		weap57	14		armo57	7		weap60	2		armo60	1		Act 4 (N) Sacred Equip B	164	188			90	36	1481	1	0
Act 5 (N) Sacred Equip B		24	64	1						weap51	2		armo51	1		weap54	6		armo54	3		weap57	14		armo57	7		weap60	2		armo60	1		Act 5 (N) Sacred Equip A	170	196			98	42	1785	1	0
Act 5 (N) Sacred Equip C		24	66	1						weap54	2		armo54	1		weap57	6		armo57	3		weap60	14		armo60	7		weap63	2		armo63	1		Act 5 (N) Sacred Equip B	176	204			106	36	1566	1	0
Act 1 (H) Sacred Equip A		24	68	1						weap54	2		armo54	1		weap57	6		armo57	3		weap60	14		armo60	7		weap63	2		armo63	1		Act 5 (N) Sacred Equip C	180	212			114	42	1827	1	0
Act 1 (H) Sacred Equip B		24	70	1						weap57	2		armo57	1		weap60	6		armo60	3		weap63	14		armo63	7		weap66	2		armo66	1		Act 1 (H) Sacred Equip A	182	220			123	36	1566	1	0
Act 1 (H) Sacred Equip C		24	71	1						weap57	2		armo57	1		weap60	6		armo60	3		weap63	14		armo63	7		weap66	2		armo66	1		Act 1 (H) Sacred Equip A	180	228			132	42	1827	1	0
Act 2 (H) Sacred Equip A		24	73	1						weap60	2		armo60	1		weap63	6		armo63	3		weap66	14		armo66	7		weap69	2		armo69	1		Act 1 (H) Sacred Equip B	172	236			141	36	1566	1	0
Act 2 (H) Sacred Equip B		24	75	1						weap60	2		armo60	1		weap63	6		armo63	3		weap66	14		armo66	7		weap69	2		armo69	1		Act 2 (H) Sacred Equip A	164	244			151	42	1827	1	0
Act 2 (H) Sacred Equip C		24	76	1						weap63	2		armo63	1		weap66	6		armo66	3		weap69	14		armo69	7		weap72	2		armo72	1		Act 2 (H) Sacred Equip A	156	252			161	36	1566	1	0
Act 3 (H) Sacred Equip A		24	77	1						weap63	2		armo63	1		weap66	6		armo66	3		weap69	14		armo69	7		weap72	2		armo72	1		Act 2 (H) Sacred Equip B	148	260			171	42	1827	1	0
Act 3 (H) Sacred Equip B		24	78	1						weap66	2		armo66	1		weap69	6		armo69	3		weap72	14		armo72	7		weap75	2		armo75	1		Act 3 (H) Sacred Equip A	140	268			182	36	1566	1	0
Act 3 (H) Sacred Equip C		24	79	1						weap66	2		armo66	1		weap69	6		armo69	3		weap72	14		armo72	7		weap75	2		armo75	1		Act 3 (H) Sacred Equip A	132	276			193	42	1827	1	0
Act 4 (H) Sacred Equip A		24	80	1						weap69	2		armo69	1		weap72	6		armo72	3		weap75	14		armo75	7		weap78	2		armo78	1		Act 3 (H) Sacred Equip B	124	284			204	36	1566	1	0
Act 4 (H) Sacred Equip B		24	81	1						weap69	2		armo69	1		weap72	6		armo72	3		weap75	14		armo75	7		weap78	2		armo78	1		Act 4 (H) Sacred Equip A	116	292			216	42	1827	1	0
Act 4 (H) Sacred Equip C		24	82	1						weap72	2		armo72	1		weap75	6		armo75	3		weap78	14		armo78	7		weap81	2		armo81	1		Act 4 (H) Sacred Equip A	108	300			228	36	1566	1	0
Act 5 (H) Sacred Equip A		24	83	1						weap75	2		armo75	1		weap78	6		armo78	3		weap81	14		armo81	7		weap84	2		armo84	1		Act 4 (H) Sacred Equip B	100	308			240	36	1566	1	0
Act 5 (H) Sacred Equip B		24	84	1						weap78	2		armo78	1		weap81	6		armo81	3		weap84	14		armo84	7		weap87	2		armo87	1		Act 5 (H) Sacred Equip A	92	316			253	36	1566	1	0
Act 5 (H) Sacred Equip C		24	85	1						weap81	4		armo81	1		weap84	6		armo84	3		weap87	14		armo87	7		weap90	6		armo90	3		Act 5 (H) Sacred Equip B	84	324			266	35	1565	1	0
Act 1 Minor Sacred Equip A		24	0	1						weap3	7		armo3	7																													0
Act 1 Minor Sacred Equip B		24	5	1						weap3	3		armo3	3		weap6	7		armo6	7																							0
Act 1 Minor Sacred Equip C		24	9	1						weap3	2		armo3	1		weap6	6		armo6	3		weap9	14		armo9	7		weap12	2		armo12	1											0
Act 2 Minor Sacred Equip A		24	12	1						weap6	2		armo6	1		weap9	6		armo9	3		weap12	14		armo12	7		weap15	2		armo15	1		Act 1 Minor Sacred Equip C	4	4				36	66	0	0
Act 2 Minor Sacred Equip B		24	15	1						weap9	2		armo9	1		weap12	6		armo12	3		weap15	14		armo15	7		weap18	2		armo18	1		Act 2 Minor Sacred Equip A	5	12				36	96	1	0
Act 2 Minor Sacred Equip C		24	18	1						weap12	2		armo12	1		weap15	6		armo15	3		weap18	14		armo18	7		weap21	2		armo21	1		Act 2 Minor Sacred Equip B	6	20				36	116	1	0
Act 3 Minor Sacred Equip A		24	20	1						weap15	2		armo15	1		weap18	6		armo18	3		weap21	14		armo21	7		weap24	2		armo24	1		Act 2 Minor Sacred Equip C	7	28				36	136	1	0
Act 3 Minor Sacred Equip B		24	22	1						weap18	2		armo18	1		weap21	6		armo21	3		weap24	14		armo24	7		weap27	2		armo27	1		Act 3 Minor Sacred Equip A	8	36				36	236	1	0
Act 3 Minor Sacred Equip C		24	24	1						weap21	2		armo21	1		weap24	6		armo24	3		weap27	14		armo27	7		weap30	2		armo30	1		Act 3 Minor Sacred Equip B	9	44				36	376	1	0
Act 4 Minor Sacred Equip A		24	26	1						weap24	2		armo24	1		weap27	6		armo27	3		weap30	14		armo30	7		weap33	2		armo33	1		Act 3 Minor Sacred Equip C	11	52				33	463	1	0
Act 4 Minor Sacred Equip B		24	29	1						weap27	2		armo27	1		weap30	6		armo30	3		weap33	14		armo33	7		weap36	2		armo36	1		Act 4 Minor Sacred Equip A	13	60				32	532	1	0
Act 5 Minor Sacred Equip A		24	32	1						weap27	2		armo27	1		weap30	6		armo30	3		weap33	14		armo33	7		weap36	2		armo36	1		Act 4 Minor Sacred Equip B	15	68				41	670	1	0
