Id	hcIdx	BaseId	NextInClass	MonStatsEx	MonProp	NameStr	DescStr	* category	* comment	*PresetLevel	* Marco / loc	enabled	killable	Align	switchai	noAura	boss	primeevil	petIgnore	flying	threat	Code	TransLvl	AI	Velocity	Run	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	aidel	aidel(N)	aidel(H)	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	noRatio	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	Crit	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	DamageRegen	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	MonType	MonSound	isMelee	lUndead	hUndead	demon	TreasureClass1	TreasureClass1(N)	TreasureClass1(H)	isSpawn	MinGrp	MaxGrp	Rarity	sparsePopulate	rangedtype	minion1	minion2	PartyMin	PartyMax	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	placespawn	spawn	spawnx	spawny	spawnmode	SetBoss	BossXfer	opendoors	nomultishot	neverCount	interact	npc	inventory	inTown	deathDmg	genericSpawn	SkillDamage	UMonSound	zoo	SendSkills	Level	Level(N)	Level(H)	*eol
corruptrogue5	47	corruptrogue1		corruptrogue5	other	FleshHunter		Classic				1	1		1						10	CR	4	CorruptRogue	10	15				99	99	99	5	5	5	90	99	100	100	100	100	20	50	75										15	14	13																									65	107	85	78	47	121	130							62	103	90	86	51	115	130							180	200	95	95	55	110	130							0		40	40	40	0																			corruptrogue	corruptrogue	1			1				1	4	5	1																																																										140	100	100	-20	-20	-20																							1										corruptrogue	1		29	66	110	0
baboon1	48	baboon1	baboon2	baboon1		DuneBeast		Classic				1	1		1						10	BB	0	Baboon	9	15				33	33	33	20	30	35	55	60	65	0	0	0	1	2	3										15	14	13																									108	151	84	96	51	151	120	51	151	130				99	143	97	103	50	140	120	50	130	130				195	217	110	110	50	130	120	50	110	130				0		18	18	18	0																			baboon	baboon	1							1	1	2	1																																																										140	100	100	-20	-20	-20																							1										baboon	1		23	59	110	0
baboon2	49	baboon1	baboon3	baboon2		RockDweller		Classic				1	1		1						10	BB	1	Baboon	9	15				33	33	33	20	30	35	60	65	70	15	15	15	1	2	3										15	14	13																									108	151	84	96	51	151	120	51	151	130				99	143	97	103	50	140	120	50	130	130				195	217	110	110	50	130	120	50	110	130				0		18	18	18	0																			baboon	baboon	1							1	1	3	1																																																										140	100	100	-20	-20	-20																							1										baboon	1		23	69	110	0
baboon3	50	baboon1	baboon4	baboon3		JungleHunter		Classic				1	1		1						10	BB	2	Baboon	9	16				33	33	33	20	30	35	65	70	75	25	25	25	1	2	3										15	14	13																									107	151	85	97	51	151	120	51	151	130				98	143	97	103	50	140	120	50	130	130				195	217	110	110	50	130	120	50	110	130				0		21	21	21	0																			baboon	baboon	1							1	2	3	1																																																										140	100	100	-20	-20	-20																							1										baboon	1		26	61	110	0
baboon4	51	baboon1	baboon5	baboon4		DoomApe		Classic				1	1		1						10	BB	3	Baboon	9	16				33	33	33	20	30	35	70	75	80	40	40	40	1	2	3										15	14	13																									107	151	85	96	51	158	120	51	158	130				98	143	97	103	50	144	120	50	134	130				195	217	110	110	50	130	120	50	110	130				0		22	22	22	0																			baboon	baboon	1							1	2	4	1																																																										140	100	100	-20	-20	-20																							1										baboon	1		28	65	110	0
baboon5	52	baboon1	baboon7	baboon5		TempleGuard		Classic				1	1		1						10	BB	4	Baboon	9	18				33	33	33	20	30	35	75	80	85	50	50	50	1	2	3										15	14	13																									107	151	85	97	51	151	120	51	151	130				98	143	97	103	50	140	120	50	130	130				195	217	110	110	50	130	120	50	110	130				0		24	24	24	0																			baboon	baboon	1							1	3	4	1																																																										140	100	100	-20	-20	-20																							1										baboon	1		30	66	110	0
goatman1	53	goatman1	goatman2	goatman1		MoonClan		Classic				1	1		1						10	GM	0	Goatman	6	6				75	75	80	10	10	9	80	80	80																15	14	13																									110	137	51	91	76	126	85							105	133	55	90	75	128	85							200	215	60	90	75	130	85							0		5	5	5	0																			goatman	goatman	1			1				1	1	2	1																																																										140	100	100	-20	-20	-20																							1										goatman	1		5	46	110	0
goatman2	54	goatman1	goatman3	goatman2		NightClan		Classic				1	1		1						10	GM	1	Goatman	8	8				75	75	80	10	10	8	80	80	85																15	14	13																									114	141	51	91	81	141	85							107	135	55	90	75	133	85							200	215	60	90	70	125	85							0		7	7	7	0																			goatman	goatman	1			1				1	1	3	1							A1	ltng					15	10	75		20	15	85																																							140	100	100	-20	-20	-20																							1										goatman	1		8	48	110	0
goatman3	55	goatman1	goatman4	goatman3		BloodClan		Classic				1	1		1						10	GM	2	Goatman	9	9				75	80	85	10	9	7	80	85	90																15	14	13																									112	136	51	91	81	161	85							106	133	55	90	73	140	85							200	215	60	90	65	120	85							0		8	8	8	0																			goatman	goatman	1			1				1	2	3	1							A1	fire					20	30	50		25	40	70																																							140	100	100	-20	-20	-20																							1										goatman	1		9	48	110	0
goatman4	56	goatman1	goatman5	goatman4		HellClan		Classic				1	1		1						10	GM	3	Goatman	10	11				75	80	85	10	8	7	80	85	95																15	14	13																									116	143	51	90	70	147	85							108	136	55	90	67	133	85							200	215	60	90	65	120	85							0		19	19	19	0																			goatman	goatman	1			1				1	3	4	1							A1	fire					25	30	50		30	40	70																																							140	100	100	-20	-20	-20																							1										goatman	1		24	60	110	0
goatman5	57	goatman1	goatman6	goatman5		DeathClan		Classic				1	1		1						10	GM	4	Goatman	10	10				75	85	90	10	7	7	80	90	99																15	14	13																									119	146	51	91	72	158	85							109	138	55	90	73	144	85							200	215	60	90	75	130	85							0		11	11	11	0																			goatman	goatman	1			1				1	2	4	1																																																										140	100	100	-20	-20	-20																							1										goatman	1		13	50	110	0
fallenshaman1	58	fallenshaman1	fallenshaman2	fallenfather1	other	FallenShamanBsd		Classic				1	1		1						12	FS	0	FallenShaman	5	5				45	55	65	80	90	100	70	65	60	50	50	50	30	30	30										5	4	3	Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	3																			60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200							0		4	4	4	0																			fallen	fallenshaman				1				1	1	1	1			fallenchild1		2	6																																																				140	100	100	-20	-20	-20																					1		1	1									fallenshaman			3	45	110	0
fallenshaman2	59	fallenshaman1	fallenshaman3	fallenfather2	other	InvaderShaman		Classic				1	1		1						12	FS	1	FallenShaman	5	5				50	60	70	85	95	100	65	60	55	50	50	50	30	30	30										5	4	3	Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	5																			60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200							0		4	4	4	0																			fallen	fallenshaman				1				1	1	1	1			fallenchild2		2	6																																																				140	100	100	-20	-20	-20																					1		1	1									fallenshaman			5	46	110	0
fallenshaman3	60	fallenshaman1	fallenshaman4	fallenfather3	other	DefilerShaman		Classic				1	1		1						12	FS	2	FallenShaman	5	5				55	65	75	90	100	100	60	55	50	50	50	50	30	30	30										5	4	3	Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	7																			60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200							0		4	4	4	0																			fallen	fallenshaman				1				1	1	1	1			fallenchild3		2	6																																																				140	100	100	-20	-20	-20																					1		1	1									fallenshaman			10	50	110	0
fallenshaman4	61	fallenshaman1	fallenshaman5	fallenfather4	other	ScourgeShaman		Classic				1	1		1						12	FS	3	FallenShaman	5	5				60	70	80	95	100	100	55	50	45	50	50	50	30	30	30										5	4	3	Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	9																			60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200							0		4	4	4	0																			fallen	fallenshaman				1				1	1	1	1			fallenchild4		2	6																																																				140	100	100	-20	-20	-20																					1		1	1									fallenshaman			14	53	110	0
fallenshaman5	62	fallenshaman1	fallenshaman6	fallenfather4	other	ScourgeShaman		Classic				1	1		1						12	FS	3	FallenShaman	5	5				60	70	80	95	100	100	55	50	45	50	50	50	30	30	30										5	4	3	Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	11																			60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200							0		4	4	4	0																			fallen	fallenshaman				1				1	1	1	1			fallenchild4		2	6																																																				140	100	100	-20	-20	-20																					1		1	1									fallenshaman			14	53	110	0
quillrat1	63	quillrat1	quillrat2	quillrat1		QuillRat		Classic				1	1		1						10	SI	0	QuillRat	4	4				10	15	20	35	45	50				2	2	2													15	14	13																	spike1								21	81	84	71	51	101	65	15	25	100				20	75	82	70	40	88	65	22	37	100				160	185	80	70	30	75	65	30	50	100				0		3	3	3	0																			quillrat	quillrat								1	1	2	2		1					A2	pois					15	10	15	50	20	20	25	75																																						140	100	100	-20	-20	-20																																	quillrat			1	45	110	0
quillrat2	64	quillrat1	quillrat3	quillrat2		SpikeFiend		Classic				1	1		1						10	SI	1	QuillRat	4	4				15	17	20	45	55	55				2	2	2													15	14	13																	spike2								24	85	84	71	26	126	65	15	25	100				22	77	82	70	28	100	65	22	37	100				160	185	80	70	30	75	65	30	50	100				0		6	6	6	0																			quillrat	quillrat								1	1	3	2		1					A2	cold					5	25	40	100	15	35	60	150																																						140	100	100	-20	-20	-20																																	quillrat			6	48	110	0
quillrat3	65	quillrat1	quillrat4	quillrat3		ThornBeast		Classic				1	1		1						10	SI	2	QuillRat	5	5				20	20	22	55	60	65				1	1	1													15	14	13																	spike3								23	89	84	71	34	117	65	15	25	100				21	79	82	70	32	96	65	22	37	100				160	185	80	70	30	75	65	30	50	100				0		9	9	9	0																			quillrat	quillrat								1	2	3	2		1					A2	cold					5	25	40	100	15	35	60	150																																						140	100	100	-20	-20	-20																																	quillrat			10	49	110	0
quillrat4	66	quillrat1	quillrat5	quillrat4		RazorSpine		Classic				1	1		1						10	SI	3	QuillRat	5	5				23	23	23	65	65	70				1	1	1													15	14	13																	spike4								21	86	84	71	29	115	65	15	25	100				20	78	82	70	29	95	65	22	37	100				160	185	80	70	30	75	65	30	50	100				0		10	10	10	0																			quillrat	quillrat								1	2	4	2		1					A2	fire					5	30	45		15	45	75																																							140	100	100	-20	-20	-20																																	quillrat			11	50	110	0
quillrat5	67	quillrat1	quillrat6	quillrat5		JungleUrchin		Classic				1	1		1						10	SI	4	QuillRat	6	6				25	25	27	75	75	75				1	1	1													15	14	13																	spike5								22	87	84	71	34	117	65	15	25	100				21	78	82	70	32	96	65	22	37	100				160	185	80	70	30	75	65	30	50	100				0		18	18	18	0																			quillrat	quillrat								1	3	4	1		1					A2	ltng					5	5	75		15	5	120																																							140	100	100	-20	-20	-20																																	quillrat			23	60	110	0
sandmaggot1	68	sandmaggot1	sandmaggot2	sandmaggot1	other	SandMaggot	Lays Eggs	Classic				1	1		1						10	SM	0	SandMaggot	5	5				35	35	35	35	35	35	2	2	2	75	75	75	120	120	120										15	14	13	MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1								goospit1								139	174	84	117	82	182	75							124	162	99	121	76	146	75							205	225	115	125	70	110	75							0		17	17	17	0																			sandmaggot	sandmaggot								1	1	1	1																																																										140	100	100	-20	-20	-20																	maggotegg1	0	0	S1													sandmaggot			20	56	110	0
sandmaggot2	69	sandmaggot1	sandmaggot3	sandmaggot2	other	RockWorm	Lays Eggs	Classic				1	1		1						10	SM	1	SandMaggot	5	5				40	40	40	40	45	40	2	2	2	80	80	80	110	110	110										15	14	13	MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1								goospit2								139	173	84	117	91	191	75							124	161	99	121	80	150	75							205	225	115	125	70	110	75							0		17	17	17	0																			sandmaggot	sandmaggot								1	1	1	1																																																										140	100	100	-20	-20	-20																	maggotegg2	0	0	S1													sandmaggot			21	56	110	0
sandmaggot3	70	sandmaggot1	sandmaggot4	sandmaggot3	other	Devourer	Lays Eggs	Classic				1	1		1						10	SM	2	SandMaggot	5	5				45	45	45	50	50	50	2	2	2	85	85	85	100	100	100										15	14	13	MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1								goospit3								141	173	84	116	85	177	75							125	161	99	120	77	143	75							205	225	115	125	70	110	75							0		19	19	19	0																			sandmaggot	sandmaggot								1	1	2	1																																																										140	100	100	-20	-20	-20																	maggotegg3	0	0	S1													sandmaggot			24	60	110	0
sandmaggot4	71	sandmaggot1	sandmaggot5	sandmaggot4	other	GiantLamprey	Lays Eggs	Classic				1	1		1						10	SM	3	SandMaggot	5	5				50	50	50	60	60	60	2	2	2	88	88	88	90	90	90										15	14	13	MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1								goospit4								139	171	85	117	86	186	75							124	160	100	121	78	148	75							205	225	115	125	70	110	75							0		21	21	21	0																			sandmaggot	sandmaggot								1	2	2	1																																																										140	100	100	-20	-20	-20																	maggotegg4	0	0	S1													sandmaggot			26	63	110	0
sandmaggot5	72	sandmaggot1	sandmaggot6	sandmaggot5	other	WorldKiller	Lays Eggs	Classic				1	1		1						10	SM	4	SandMaggot	5	5				55	55	55	70	70	70	2	2	2	90	90	90	80	80	80										15	14	13	MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1								goospit5								140	172	84	127	89	189	75							125	161	99	126	79	149	75							205	225	115	125	70	110	75							0		27	27	27	0																			sandmaggot	sandmaggot								1	2	3	1																																																										140	100	100	-20	-20	-20																	maggotegg5	0	0	S1													sandmaggot			34	71	110	0
clawviper1	73	clawviper1	clawviper2	clawviper1		TombViper		Classic				1	1		1						10	SD	0	ClawViper	5	5				40	45	45	8	10	12	75	75	75	50	50	50	15	10	10	1	1	1							15	14	13	SerpentCharge	seq_serpentcharge	1																						67	109	84	78	51	88	135	63	101	135				71	109	104	89	55	84	135	61	103	135				187	205	125	100	60	80	135	60	105	135				0		12	12	12	0																			clawviper	clawviper	1							1	1	2	1							A1	fire	100	50	87		100	60	70		100	60	70																																							140	100	100	-20	-20	-20																							1										clawviper	1		14	54	110	0
clawviper2	74	clawviper1	clawviper3	clawviper2		ClawViper		Classic				1	1		1						10	SD	1	ClawViper	5	13				45	50	50	8	10	12	80	80	80	60	60	60	12	12	9	1	1	1							15	14	13	SerpentCharge	seq_serpentcharge	1																						66	107	84	78	61	101	135	61	101	135				70	108	104	89	60	90	135	60	103	135				187	205	125	100	60	80	135	60	105	135				0		16	16	16	0																			clawviper	clawviper	1							1	1	3	1							A1	ltng	100	5	120		100	5	120		100	5	120																																							140	100	100	-20	-20	-20																							1										clawviper	1		19	56	110	0
clawviper3	75	clawviper1	clawviper4	clawviper3		Salamander		Classic				1	1		1						10	SD	2	ClawViper	6	15				50	55	55	8	10	12	85	85	85	70	70	70	9	9	8	1	1	1							15	14	13	SerpentCharge	seq_serpentcharge	1																						66	108	84	78	51	92	135	59	101	135				70	109	104	89	55	86	135	59	103	135				187	205	125	100	60	80	135	60	105	135				0		18	18	18	0																			clawviper	clawviper	1							1	2	3	1							A1	fire	100	50	91		100	60	70		100	60	70																																							140	100	100	-20	-20	-20																							1										clawviper	1		23	58	110	0
clawviper4	76	clawviper1	clawviper5	clawviper4		PitViper		Classic				1	1		1						10	SD	3	ClawViper	6	15				55	60	60	8	10	12	88	88	88	75	75	75	7	7	7	1	1	1							15	14	13	SerpentCharge	seq_serpentcharge	1																						66	107	85	78	58	101	135	65	108	135				70	108	105	89	59	90	135	62	106	135				187	205	125	100	60	80	135	60	105	135				0		22	22	22	0																			clawviper	clawviper	1							1	2	4	1							A1	pois	100	15	15	200	100	25	25	200	100	33	33	200																																						140	100	100	-20	-20	-20																							1										clawviper	1		28	64	110	0
clawviper5	77	clawviper1	clawviper6	clawviper5		SerpentMagus		Classic				1	1		1						10	SD	4	ClawViper	8	18				60	65	65	8	10	12	90	90	90	80	80	80	5	5	5	1	1	1							15	14	13	SerpentCharge	seq_serpentcharge	1																						65	107	85	78	51	94	135	57	101	135				70	108	105	89	55	87	135	58	103	135				187	205	125	100	60	80	135	60	105	135				0		24	24	24	0																			clawviper	clawviper	1							1	3	4	1							A1	cold	100	50	93	100	100	60	80	100	100	60	100	100																																						140	100	100	-20	-20	-20																							1										clawviper	1		30	68	110	0
sandleaper1	78	sandleaper1	sandleaper2	sandleaper1		SandLeaper		Classic				1	1		1						10	SL	0	SandLeaper	12	13				20	21	23	50	50	50	30	30	30	50	50	50													15	14	13	Leap	seq_leaperleap	1																						67	194	84	94	61	121	100	61	121	90				53	137	107	94	63	120	100	58	110	90				170	190	130	95	65	120	100	55	100	90				0		15	15	15	0																			sandleaper	sandleaper	1							1	1	3	1							A1	pois					5	10	10	50	10	15	15	75																																						140	100	100	-20	-20	-20																																	sandleaper			18	54	110	0
sandleaper2	79	sandleaper1	sandleaper3	sandleaper2		CaveLeaper		Classic				1	1		1						10	SL	1	SandLeaper	10	10				20	21	23	50	50	50	30	30	30	50	50	50													15	14	13	Leap	seq_leaperleap	2																						66	194	84	94	61	121	100	61	121	90				53	137	107	94	63	120	100	58	110	90				170	190	130	95	65	120	100	55	100	90				0		16	16	16	0																			sandleaper	sandleaper	1							1	2	3	1							A1	pois					5	10	10	50	10	15	15	75																																						140	100	100	-20	-20	-20																																	sandleaper			19	55	110	0
sandleaper3	80	sandleaper1	sandleaper4	sandleaper3		TombCreeper		Classic				1	1		1						10	SL	2	SandLeaper	10	10				20	21	24	50	50	50	30	30	30	50	50	50													15	14	13	Leap	seq_leaperleap	3																						64	192	84	94	64	128	100	64	128	90				52	136	107	94	64	124	100	59	114	90				170	190	130	95	65	120	100	55	100	90				0		17	17	17	0																			sandleaper	sandleaper	1							1	2	4	1							A1	pois					5	10	10	50	10	15	15	75																																						140	100	100	-20	-20	-20																																	sandleaper			21	58	110	0
sandleaper4	81	sandleaper1	sandleaper5	sandleaper4		TreeLurker		Classic				1	1		1						10	SL	3	SandLeaper	10	10				20	22	24	50	50	50	30	30	30	50	50	50													15	14	13	Leap	seq_leaperleap	4																						66	192	85	94	65	122	100	65	122	90				53	136	107	94	65	121	100	60	111	90				170	190	130	95	65	120	100	55	100	90				0		22	22	22	0																			sandleaper	sandleaper	1							1	3	4	1							A1	pois					5	10	10	50	10	15	15	75																																						140	100	100	-20	-20	-20																																	sandleaper			28	65	110	0
