Id	* Laz / Reasoning	prop1	* Laz / skill 1	chance1	par1	min1	max1	prop2	* Laz / skill 2	chance2	par2	min2	max2	prop3	* Laz / skill 3	chance3	par3	min3	max3	prop4	* Laz / skill 4	chance4	par4	min4	max4	prop5	* Laz / skill 5	chance5	par5	min5	max5	prop6	* Laz / skill 6	chance6	par6	min6	max6	prop1 (N)	chance1 (N)	par1 (N)	min1 (N)	max1 (N)	prop2 (N)	chance2 (N)	par2 (N)	min2 (N)	max2 (N)	prop3 (N)	chance3 (N)	par3 (N)	min3 (N)	max3 (N)	prop4 (N)	chance4 (N)	par4 (N)	min4 (N)	max4 (N)	prop5 (N)	chance5 (N)	par5 (N)	min5 (N)	max5 (N)	prop6 (N)	chance6 (N)	par6 (N)	min6 (N)	max6 (N)	prop1 (H)	chance1 (H)	par1 (H)	min1 (H)	max1 (H)	prop2 (H)	chance2 (H)	par2 (H)	min2 (H)	max2 (H)	prop3 (H)	chance3 (H)	par3 (H)	min3 (H)	max3 (H)	prop4 (H)	chance4 (H)	par4 (H)	min4 (H)	max4 (H)	prop5 (H)	chance5 (H)	par5 (H)	min5 (H)	max5 (H)	prop6 (H)	chance6 (H)	par6 (H)	min6 (H)	max6 (H)	*eol
hiddenminion	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Mon Self Weakening Nonsense		654	100	1	death-skill	Immolation Bomb		154	100	40							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		654	100	1	death-skill		154	100	44						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		654	100	1	death-skill		154	100	47						0
fakebaal	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Rust Storm		531	100	5													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		531	100	6											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		531	100	7											0
other_toraja	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	MonDamA		294	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		294	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		294	1	1											0
other_lilith	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	MonDamA		294	1	1	state	zomgrefuge		82	1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		294	1	1	state		82	1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		294	1	1	state		82	1	1	death-skill		641	100	25	0
dark_ones	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Weaker Concentration		547	5	5	state	meslayer		186	1	1	att-skill	Tremor		612	10	50	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		547	7	7	state		186	1	1	att-skill		612	10	52	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		547	5	5	state		186	1	1	att-skill		612	10	50	0
dark_master1	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	att-skill	AngirisChosen		771	10	10	aura			772	5	5													mon-buff	50		50	50	hit-skill		483	100	1	att-skill		771	10	10	aura		772	9	9											mon-buff	75		75	75	hit-skill		483	100	1	att-skill		771	10	10	aura		772	12	12	death-skill		641	100	3						0
dark_master2	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	att-skill	AngirisChosen		771	10	10	aura			772	5	5													mon-buff	50		50	50	hit-skill		483	100	1	att-skill		771	10	10	aura		772	9	9											mon-buff	75		75	75	hit-skill		483	100	1	att-skill		771	10	10	aura		772	12	12	death-skill		651	100	3						0
darkstardragon	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	darkstardragons		220	1	1	fade				1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		220	1	1	fade			1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	death-skill		651	100	29	state		220	1	1	fade			1	1	0
omgitslaz	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	aura			281	1	1	damage-skill			346	10	5	pierce-all				150	150							mon-buff	50		50	50	hit-skill		483	100	1	aura		281	1	1	damage-skill		346	10	14	pierce-all			200	200						mon-buff	75		75	75	hit-skill		483	100	1	aura		281	1	1	damage-skill		346	10	12	pierce-all			250	250						0
omgitshisminion	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	fade				1	1	state			126	1	1	hit-skill			734	5	3	hit-skill			263	5	40	mon-buff	50		50	50	hit-skill		483	100	1	fade			1	1	state		126	1	1	hit-skill		734	5	6	hit-skill		263	5	44	mon-buff	75		75	75	hit-skill		483	100	1	fade			1	1	state		126	1	1	hit-skill		734	5	5	hit-skill		263	5	47	0
cowprince	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura			281	1	1	state	meslayer		186	1	1	knock				1	1	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		281	1	1	state		186	1	1	knock			1	1	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		281	1	1	state		186	1	1	knock			1	1	0
belial	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura			281	1	1	state	meslayer		186	1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		281	1	1	state		186	1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		281	1	1	state		186	1	1						0
koenigsegg1	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill	Spawn Dragon 1		986	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		986	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		986	100	1																0
koenigsegg2	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill	Spawn Dragon 2		987	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		987	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		987	100	1																0
cubedragon1	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill	Dragon Swirlies		989	100	1	hit-skill			451	25	7													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	100	2	hit-skill		451	25	11											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	100	3	hit-skill		451	25	14											0
cubedragon2	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill	Dragon Swirlies		989	100	4	hit-skill			451	25	23													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	100	5	hit-skill		451	25	27											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	100	6	hit-skill		451	25	30											0
koenigsegg3	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill	Spawn Dragon 3		991	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		986	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		986	100	1																0
koenigsegg4	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill	Spawn Dragon 4		992	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		987	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		987	100	1																0
cubedragon3	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill	Dragon Swirlies		989	100	7	hit-skill			451	25	27													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	100	8	hit-skill		451	25	31											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	100	9	hit-skill		451	25	34											0
cubedragon4	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill	Dragon Swirlies		989	100	10	hit-skill			451	25	35													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	100	11	hit-skill		451	25	39											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	100	12	hit-skill		451	25	42											0
quest_assur	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1	pierce-fire				100	100							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1	pierce-fire			150	150						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1	pierce-fire			200	200						0
l_slayer	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	passive_lockout		126	1	1	state	fullsetgeneric		175	1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		126	1	1	state		175	1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		126	1	1	state		175	1	1						0
l_priest	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	dmg-elem				2000	4000													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	dmg-elem			2000	4000											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	dmg-elem			2000	4000											0
dark_convert	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	att-skill	AngirisChosen		771	10	10	aura			772	5	5							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	att-skill		771	10	10	aura		772	9	9						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	att-skill		771	10	10	aura		772	12	12						0
quest_zakarum	Idem but object	mon-buff		25		25	25	death-skill	Meteor Shower		824	100	40	state			181	1	1	aura	Thrill of the Hunt		1015	1	1	mon-avall				25	25							mon-buff	50		50	50	death-skill		824	100	44	state		181	1	1	aura		1015	2	2	mon-avall			50	50						mon-buff	75		75	75	death-skill		824	100	47	state		181	1	1	aura		1015	3	3	mon-avall			75	75						0
super_zakarum	Idem but object	mon-buff		25		25	25	death-skill	Meteor Shower		824	100	40	state			181	1	1	aura	Thrill of the Hunt		1015	1	1	mon-avall				25	25							mon-buff	50		50	50	death-skill		824	100	44	state		181	1	1	aura		1015	2	2	mon-avall			50	50						mon-buff	75		75	75	death-skill		824	100	42	state		181	1	1	aura		1015	3	3	mon-avall			75	75						0
skullmountain	Idem but object	mon-buff		25		25	25	damage-skill	Mon Super Gift of Inner Fire		539	100	22	state			10	1	1																			mon-buff	50		50	50	damage-skill		539	100	22	state		10	1	1																mon-buff	75		75	75	damage-skill		539	100	22	state		10	1	1																0
mcsboss	Idem but object	mon-buff		25		25	25	kill-skill	Target Eliminated Speech		954	100	1	death-skill	MCS Dying Speech		955	100	1	fade				1	1	state	passive_lockout		126	1	1	state	meslayer		186	1	1	mon-buff	50		50	50	kill-skill		954	100	1	death-skill		955	100	1	fade			1	1	state		126	1	1	state		186	1	1	mon-buff	75		75	75	kill-skill		954	100	1	death-skill		955	100	1	fade			1	1	state		126	1	1	state		186	1	1	0
spiderstatue	Idem but object	mon-buff		25		25	25	death-skill	Mon Super Gift of Inner Fire		539	100	22	death-skill			849	90	15																			mon-buff	50		50	50	death-skill		539	100	22	death-skill		849	90	17																mon-buff	75		75	75	death-skill		539	100	22	death-skill		849	90	15																0
lazorb	Idem but object	mon-buff		25		25	25	death-skill	Mon Super Gift of Inner Fire		539	100	22	death-skill			849	90	15																			mon-buff	50		50	50	death-skill		539	100	22	death-skill		849	90	17																mon-buff	75		75	75	death-skill		539	100	22	death-skill		849	90	15																0
quest_summoner	Boss or small uber minions	mon-buff		25		25	25	state			216	1	1	aura	Mon Invis Shield Aura		584	1	1	mon-avall				25	25													mon-buff	50		50	50	state		216	1	1	aura		584	1	1	mon-avall			50	50											mon-buff	75		75	75	state		216	1	1	aura		584	1	1	mon-avall			75	75											0
dark_boss	Cannot have buff	hit-skill			483	100	1	att-skill	Spawn Angel King 1		767	1	1	att-skill	Spawn Angel King 2		768	1	1	aura	Mon Weaker Concentration		547	5	5	state	meslayer		186	1	1	att-skill	Tremor		612	10	50	hit-skill		483	100	1	att-skill		767	1	1	att-skill		768	1	1	aura		547	5	5	state		186	1	1	att-skill		612	10	52	hit-skill		483	100	1	att-skill		767	1	1	att-skill		768	1	1	aura		547	5	5	state		186	1	1	att-skill		612	10	50	0
summon_nuisance	Minion or dedicated reanimates	state			91	1	1	crush				50	50	fade				3	3																			state		91	1	1	crush			50	50	fade			3	3																state		91	1	1	crush			50	50	fade			3	3																0
summon_generic	Minion or dedicated reanimates																																																																																																	0
summon_firewizard	Minion or dedicated reanimates	fade				1	1																															fade			1	1																										fade			1	1																										0
saclamb	Minion or dedicated reanimates	fade				1	1	state			68	1	1																									fade			1	1	state		68	1	1																					fade			1	1	state		68	1	1																					0
edyrems	Minion or dedicated reanimates	fade				1	1	state	fullsetgeneric		175	1	1	hit-skill	Edyrem Breaker Effect		775	100	1	avoidance				75	75													fade			1	1	state		175	1	1	hit-skill		775	100	1	avoidance			75	75											fade			1	1	state		175	1	1	hit-skill		775	100	1	avoidance			75	75											0
torajappls	Minion or dedicated reanimates	fade				1	1	state	fullsetgeneric		175	1	1	att-skill	Shattering Warp Blade		760	100	1																			fade			1	1	state		175	1	1	att-skill		760	100	1																fade			1	1	state		175	1	1	att-skill		760	100	1																0
deadwalltotems	Minion or dedicated reanimates	ac-miss				50	50	reanimate			1235	75	75																									ac-miss			50	50	reanimate		1235	75	75																					ac-miss			50	50	reanimate		1235	75	75																					0
summon_evilpriest	Minion or dedicated reanimates	state	passive_lockout		126	1	1																															state		126	1	1	mon-buff			30	30																					state		126	1	1	mon-buff			50	50																					0
vengeances	Minion or dedicated reanimates	fade				1	1	state	meslayer		186	1	1	reanimate-rand			100	1256	1553	red-dmg%				75	75	hit-skill			1006	100	1							fade			1	1	state		186	1	1	reanimate-rand		100	1256	1553	red-dmg%			75	75	hit-skill		1006	100	1						fade			1	1	state		186	1	1	reanimate-rand		100	1256	1553	red-dmg%			75	75	hit-skill		1006	100	1						0
dark_convert_old	Minion or dedicated reanimates	hit-skill			483	100	1	hit-skill	Superbeast		617	5	31	att-skill	AngirisChosen		771	10	10	aura			772	5	5													hit-skill		483	100	1	death-skill		617	5	31	att-skill		771	10	10	aura		772	9	9											hit-skill		483	100	1	death-skill		617	5	31	att-skill		771	10	10	aura		772	12	12											0
sirens	Minion or dedicated reanimates	fade				1	1	state			68	1	1	hit-skill	Charm		1018	5	1																			fade			1	1	state		68	1	1	hit-skill		1018	5	1																fade			1	1	state		68	1	1	hit-skill		1018	5	1																0
warband	Minion or dedicated reanimates	crush				50	50																															crush			50	50																										crush			50	50																										0
btttotems	Minion or dedicated reanimates	ac-miss				50	50	aura			135	1	1	state			216	1	1																			ac-miss			50	50	aura		135	1	1	state		216	1	1																ac-miss			50	50	aura		135	1	1	state		216	1	1																0
frostclawtotems	Minion or dedicated reanimates	ac-miss				50	50																															ac-miss			50	50																										ac-miss			50	50																										0
devilsfangtotem	Minion or dedicated reanimates	ac-miss				50	50	reanimate			1578	75	75																									ac-miss			50	50	reanimate		1578	75	75																					ac-miss			50	50	reanimate		1578	75	75																					0
companions	Minion or dedicated reanimates	fade				0	0	state			68	1	1	att-skill			971	100	10																			fade			0	0	state		68	1	1	att-skill		971	100	10																fade			0	0	state		68	1	1	att-skill		971	100	10																0
jinns	Minion or dedicated reanimates	fade				1	1	state			91	0	0																									fade			1	1	state		91	0	0																					fade			1	1	state		91	0	0																					0
totembounds	Minion or dedicated reanimates	fade				1	1	state			52	1	1	dmg-stun				15	15																			fade			1	1	state		52	1	1	dmg-stun			15	15																fade			1	1	state		52	1	1	dmg-stun			15	15																0
veilkings	Minion or dedicated reanimates	state	meslayer		186	1	1	att-skill			92	5	1	reanimate			1692	100	100	death-skill			1020	100	1	att-skill			760	100	1							state		186	1	1	att-skill		92	5	1	reanimate		1692	100	100	death-skill		1020	100	1	att-skill		760	100	1						state		186	1	1	att-skill		92	5	1	reanimate		1692	100	100	death-skill		1020	100	1	att-skill		760	100	1						0
veilterror_rean	Minion or dedicated reanimates	state			68	1	1																															state		68	1	1																										state		68	1	1																										0
oathbreaker_rean	Minion or dedicated reanimates	state			2	1	1	fade				0	0																									state		2	1	1	fade			0	0																					state		2	1	1	fade			0	0																					0
veilking_rean	Minion or dedicated reanimates	fade				1	1	state			68	1	1	red-dmg%				75	75	reanimate			1692	100	100	att-skill			760	100	1							fade			1	1	state		68	1	1	red-dmg%			75	75	reanimate		1692	100	100	att-skill		760	100	1						fade			1	1	state		68	1	1	red-dmg%			75	75	reanimate		1692	100	100	att-skill		760	100	1						0
barbtotems_oath	Minion or dedicated reanimates	ac-miss				50	50	reanimate			1693	100	100																									ac-miss			50	50	reanimate		1693	100	100																					ac-miss			50	50	reanimate		1693	100	100																					0
hornedgods	Minion or dedicated reanimates	fade				1	1	kill-skill	Cernunnos Multistrike		1030	100	1	kill-skill	Mon Super Gift of Inner Fire		539	25	5	death-skill	Fear of Fire		452	100	5													fade			1	1	kill-skill		1030	100	1	kill-skill		539	25	5	death-skill		452	100	5											fade			1	1	kill-skill		1030	100	1	kill-skill		539	25	5	death-skill		452	100	5											0
transparent_ally	Minion or dedicated reanimates	fade				1	1	state			91	0	0																									fade			1	1	state		91	0	0																					fade			1	1	state		91	0	0																					0
midnightfaes	Minion or dedicated reanimates	fade				1	1	state			139	1	1	att-skill	Darkness Falls		112	100	1																			fade			1	1	state		139	1	1	att-skill		112	100	1																fade			1	1	state		139	1	1	att-skill		112	100	1																0
veilkings2	Minion or dedicated reanimates	state	meslayer		186	1	1																															state		186	1	1																										state		186	1	1																										0
l4dwitch	Minion or dedicated reanimates	fade				1	1	state	meslayer		186	1	1																									fade			1	1	state		186	1	1	aura	15	31	2	2																fade			1	1	state		186	1	1																					0
l4dwitch2	Minion or dedicated reanimates	fade				1	1	state	meslayer		186	1	1																									fade			1	1	state		186	1	1																					fade			1	1	state		186	1	1																					0
malewitch	Minion or dedicated reanimates	fade				0	0	state	malewitchaura		26	1	1																									fade			0	0	state		26	1	1																					fade			0	0	state		26	1	1																					0
friendlyelvensong	Minion or dedicated reanimates	fade				1	1	state			91	0	0	avoidance				50	50																			fade			1	1	state		91	0	0	avoidance			70	70																fade			1	1	state		91	0	0	avoidance			90	90																0
devilcats	Minion or dedicated reanimates	fade				0	0	state			68	1	1	dmg-stun				25	25																			fade			0	0	state		68	1	1	dmg-stun			75	75																fade			0	0	state		68	1	1	dmg-stun			125	125																0
resurrect_akarat	Minion or dedicated reanimates	kill-skill	Mon Super Gift of Inner Fire		539	15	22	state			181	1	1																									kill-skill		539	15	24	state		181	1	1																					kill-skill		539	15	29	state		181	1	1																					0
hostileleprechaun	Minion or dedicated reanimates	hit-skill	Leprechaun Attacks		961	100	2	death-skill			484	100	1	fade				1	1																			hit-skill		961	100	2	death-skill		484	100	1	fade			1	1																hit-skill		961	100	2	death-skill		484	100	1	fade			1	1																0
shockbeast	Minion or dedicated reanimates	state	passive_lockout		126	1	1	att-skill			807	25	6																									state		126	1	1	att-skill		807	25	8																					state		126	1	1	att-skill		807	25	13																					0
darkstarrean	Minion or dedicated reanimates	state	darkstardragons		220	1	1	fade				1	1																									state		220	1	1	fade			1	1																					state		220	1	1	fade			1	1																					0
minesentry	Minion or dedicated reanimates	mon-buff				10	10	hit-skill			483	100	1	death-skill			484	100	1	pierce-fire				50	50													mon-buff			30	30	hit-skill		483	100	1	death-skill		484	100	1	pierce-fire			150	150											mon-buff			50	50	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	pierce-fire			1000	1000						0
