code	name	type	type2	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
@12	Light Plate (Sacred)	qtor				2	1	2743	3294			602	0		93		85	30		33480	@12		406	ltp	ltp	@12	@12	@12		1	2	3	1	6	1	flpltp	invltp			1	1	2	1	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
640	Light Plated Boots (Grade 1)	boot	tier			20	1	56	85			60	0		68		10	3		242	640		407	mbt	mbt	640	640	640		16	2	2	1	1	1	flptbt	invtbt														item_bootsmetal	12	item_bootsmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx	xxx			1
732	Light Plated Boots (Grade 2)	boot	tier			20	1	176	240			88	0		68		39	12		968	732		407	mbt	mbt	732	732	732		16	2	2	1	2	1	flptbt	invtbt														item_bootsmetal	12	item_bootsmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
824	Light Plated Boots (Grade 3)	boot	tier			20	1	381	508			186	0		68		68	20		4840	824		407	mbt	mbt	824	824	824		16	2	2	1	3	1	flptbt	invtbt														item_bootsmetal	12	item_bootsmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
870	Light Plated Boots (Grade 4)	boot	tier			20	1	522	689			385	0		68		85	25		9680	870		407	mbt	mbt	870	870	870		16	2	2	1	4	1	flptbt	invtbt														item_bootsmetal	12	item_bootsmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@41	Light Plated Boots (Sacred)	qbot				2	1	784	868			561	0		68		85	30		9680	@41		407	mbt	mbt	@41	@41	@41		16	2	2	1	4	1	flptbt	invtbt														item_bootsmetal	12	item_bootsmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
644	Mask (Grade 1)	bhlm	tier			20	1	50	73			50	0		26		12	3		295	644		401	msk	hlm	644	644	644			2	2	1	1	1	flpmsk	invmsk														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1
736	Mask (Grade 2)	bhlm	tier			20	1	165	215			74	0		26		40	12		1180	736		403	msk	hlm	736	736	736			2	2	1	3	1	flpmsk	invmsk														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1
828	Mask (Grade 3)	bhlm	tier			20	1	354	452			155	0		26		70	21		5900	828		404	msk	hlm	828	828	828			2	2	1	4	1	flpmsk	invmsk														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1
874	Mask (Grade 4)	bhlm	tier			20	1	485	615			320	0		26		84	25		11800	874		404	msk	hlm	874	874	874			2	2	1	4	1	flpmsk	invmsk														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1
@45	Mask (Sacred)	qbhe				2	1	940	1004			540	0		26		84	30		11800	@45		404	msk	hlm	@45	@45	@45			2	2	1	4	1	flpmsk	invmsk														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1
9@J	Morion (Grade 1)	azhm	tier			10	1	10	11			10	0		32		2	1		74	9@J		401	cap	cap	9@J	9@J	9@J			2	2	1	1	1	flpcap	invxkpu														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
2@K	Morion (Grade 2)	azhm	tier			10	1	60	67			16	0		32		30	9		296	2@K		403	cap	cap	2@K	2@K	2@K			2	2	1	3	1	flpcap	invxkpu														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
4@K	Morion (Grade 3)	azhm	tier			10	1	145	162			34	0		32		59	18		1480	4@K		404	cap	cap	4@K	4@K	4@K			2	2	1	4	1	flpcap	invxkpu														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
5@K	Morion (Grade 4)	azhm	tier			10	1	202	222			71	0		32		74	22		2960	5@K		404	cap	cap	5@K	5@K	5@K			2	2	1	4	1	flpcap	invxkpu														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
6@K	Morion (Sacred)	szhm				1	1	854	864			456	0		32		74	30		2960	6@K		404	cap	cap	6@K	6@K	6@K			2	2	1	4	1	flpcap	invxkpu														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
1@N	Parma (Grade 1)	ishd	tier			10	1	60	116			22	45	1	57		7	2		241	1@N		401	buc	buc	1@N	1@N	1@N		7	2	2	1	1	2	flpsml	invsmlu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
3@N	Parma (Grade 2)	ishd	tier			10	1	172	290			32	67	1	57		37	11		964	3@N		403	buc	buc	3@N	3@N	3@N		7	2	2	1	3	2	flpsml	invsmlu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
5@N	Parma (Grade 3)	ishd	tier			10	1	360	587			68	139	1	57		66	20		4820	5@N		404	buc	buc	5@N	5@N	5@N		7	2	2	1	4	2	flpsml	invsmlu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
6@N	Parma (Grade 4)	ishd	tier			10	1	491	801			141	288	1	57		81	24		9640	6@N		404	buc	buc	6@N	6@N	6@N		7	2	2	1	4	2	flpsml	invsmlu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
7@N	Parma (Sacred)	sisd				1	1	1250	1405			480	529	1	57		81	30		9640	7@N		404	buc	buc	7@N	7@N	7@N		7	2	2	1	4	2	flpsml	invsmlu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
08!	Phoenix Shield (Grade 1)	azsd	tier			4	1	63	121			29	0	1	70		10	4		190	08!		401	lrg	buc	08!	08!	08!		7	2	3	1	1	2	flpkit	invkitu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
10!	Phoenix Shield (Grade 2)	azsd	tier			4	1	180	303			43	0	1	70		40	12		760	10!		403	lrg	buc	10!	10!	10!		7	2	3	1	3	2	flpkit	invkitu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
12!	Phoenix Shield (Grade 3)	azsd	tier			4	1	375	612			91	0	1	70		69	21		3800	12!		404	lrg	buc	12!	12!	12!		7	2	3	1	4	2	flpkit	invkitu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
13!	Phoenix Shield (Grade 4)	azsd	tier			4	1	512	834			190	0	1	70		84	26		7600	13!		404	lrg	buc	13!	13!	13!		7	2	3	1	4	2	flpkit	invkitu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
14!	Phoenix Shield (Sacred)	sasz				1	1	1302	1463			648	0	1	70		84	30		7600	14!		404	lrg	buc	14!	14!	14!		7	2	3	1	4	2	flpkit	invkitu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
609	Plate Mail (Grade 1)	tors	tier			20	1	165	332			67	0		81		10	3		507	609		401	plt	plt	609	609	609		1	2	3	1	2	1	flpplt	invplt			2	2	2	2	1	1						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255		1		1	1					255					255					255			2	8		xxx	xxx			1
701	Plate Mail (Grade 2)	tors	tier			20	1	410	767			99	0		81		39	11		2028	701		404	plt	plt	701	701	701		1	2	3	1	4	1	flpplt	invplt			2	2	2	2	1	1						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
793	Plate Mail (Grade 3)	tors	tier			20	1	829	1515			207	0		81		70	21		10140	793		405	plt	plt	793	793	793		1	2	3	1	5	1	flpplt	invplt			2	2	2	2	1	1						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
839	Plate Mail (Grade 4)	tors	tier			20	1	1127	2053			429	0		81		85	25		20280	839		406	plt	plt	839	839	839		1	2	3	1	6	1	flpplt	invplt			2	2	2	2	1	1						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@10	Plate Mail (Sacred)	qtor				2	1	2656	3119			576	0		81		85	30		20280	@10		406	plt	plt	@10	@10	@10		1	2	3	1	6	1	flpplt	invplt			2	2	2	2	1	1						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
631	Plated Belt (Grade 1)	belt	tier			20	1	137	184			81	0		61		16	5		710	631		401	hbl	hbl	631	631	631		16	2	1	1	1	1	flphbl	invhbl														item_belt	12	item_belt			5			1			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx	xxx			1
723	Plated Belt (Grade 2)	belt	tier			20	1	354	458			119	0		61		46	13		2840	723		402	hbl	hbl	723	723	723		16	2	1	1	2	1	flphbl	invhbl														item_belt	12	item_belt			5			4			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
815	Plated Belt (Grade 3)	belt	tier			20	1	720	914			251	0		61		74	22		14200	815		402	hbl	hbl	815	815	815		16	2	1	1	2	1	flphbl	invhbl														item_belt	12	item_belt			5			5			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
861	Plated Belt (Grade 4)	belt	tier			20	1	982	1242			519	0		61		87	26		28400	861		402	hbl	hbl	861	861	861		16	2	1	1	2	1	flphbl	invhbl														item_belt	12	item_belt			5			3			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@32	Plated Belt (Sacred)	belt	qblt			2	1	1363	1493			606	0		61		87	30		28400	@32		402	hbl	hbl	@32	@32	@32		16	2	1	1	2	1	flphbl	invhbl														item_belt	12	item_belt			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
w25	Preserved Head (Grade 1)	head	tier	100		4	1	35	67			0	11	1	36		4	1		99	w25		401	ne1	dr1	w25	w25	w25		10	2	2	1	1	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
w65	Preserved Head (Grade 2)	head	tier	100		4	1	113	179			0	16	1	36		33	10		396	w65		402	ne1	dr1	w65	w65	w65		10	2	2	1	2	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
e15	Preserved Head (Grade 3)	head	tier	100		4	1	246	371			0	34	1	36		62	18		1980	e15		403	ne1	dr1	e15	e15	e15		10	2	2	1	3	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
e35	Preserved Head (Grade 4)	head	tier	100		4	1	338	508			0	72	1	36		75	23		3960	e35		404	ne1	dr1	e35	e35	e35		10	2	2	1	4	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
@62	Preserved Head (Sacred)	qhed		100		1	1	1215	1300			0	436	1	36		75	30		3960	@62		404	ne1	dr1	@62	@62	@62		10	2	2	1	4	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
600	Quilted Armor (Grade 1)	tors	tier			20	1	24	50			10	0		27		1	0		69	600		401	qlt	qlt	600	600	600		1	2	3	1	2	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255		1		1	1					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
692	Quilted Armor (Grade 2)	tors	tier			20	1	106	159			19	0		27		29	9		276	692		404	qlt	qlt	692	692	692		1	2	3	1	4	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
784	Quilted Armor (Grade 3)	tors	tier			20	1	246	349			40	0		27		58	17		1380	784		405	qlt	qlt	784	784	784		1	2	3	1	5	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
830	Quilted Armor (Grade 4)	tors	tier			20	1	340	477			83	0		27		72	22		2760	830		406	qlt	qlt	830	830	830		1	2	3	1	6	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@01	Quilted Armor (Sacred)	qtor				2	1	2263	2331			460	0		27		72	30		2760	@01		406	qlt	qlt	@01	@01	@01		1	2	3	1	6	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
604	Ring Mail (Grade 1)	tors	tier			20	1	85	173			37	0		51		6	2		193	604		401	rng	rng	604	604	604		1	2	3	1	2	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255		1		1	1					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
696	Ring Mail (Grade 2)	tors	tier			20	1	240	430			55	0		51		35	10		772	696		404	rng	rng	696	696	696		1	2	3	1	4	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
788	Ring Mail (Grade 3)	tors	tier			20	1	508	868			115	0		51		64	19		3860	788		405	rng	rng	788	788	788		1	2	3	1	5	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
834	Ring Mail (Grade 4)	tors	tier			20	1	689	1177			237	0		51		79	23		7720	834		406	rng	rng	834	834	834		1	2	3	1	6	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@05	Ring Mail (Sacred)	qtor				2	1	2437	2681			512	0		51		79	30		7720	@05		406	rng	rng	@05	@05	@05		1	2	3	1	6	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
w21	Rondache (Grade 1)	ashd	tier	100		4	1	67	128			0	20	1	49		6	2		177	w21		402	pa1	spk	w21	w21	w21		7	2	2	1	2	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
w61	Rondache (Grade 2)	ashd	tier	100		4	1	191	324			0	30	1	49		36	10		708	w61		402	pa1	spk	w61	w61	w61		7	2	2	1	2	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
e11	Rondache (Grade 3)	ashd	tier	100		4	1	400	653			0	64	1	49		65	19		3540	e11		403	pa1	spk	e11	e11	e11		7	2	2	1	3	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
e31	Rondache (Grade 4)	ashd	tier	100		4	1	547	890			0	134	1	49		80	24		7080	e31		404	pa1	spk	e31	e31	e31		7	2	2	1	4	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
@58	Rondache (Sacred)	qaur		100		1	1	1668	1840			0	440	1	49		80	30		7080	@58		404	pa1	spk	@58	@58	@58		7	2	2	1	4	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
627	Sash (Grade 1)	belt	tier			20	1	14	17			9	0		25		1	0		57	627		401	lbl	lbl	627	627	627		16	2	1	1	1	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			1			2							1		1		1	1		1		1	1					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
719	Sash (Grade 2)	belt	tier			20	1	85	93			13	0		25		28	8		228	719		402	lbl	lbl	719	719	719		16	2	1	1	2	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			4			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
811	Sash (Grade 3)	belt	tier			20	1	202	226			28	0		25		58	17		1140	811		402	lbl	lbl	811	811	811		16	2	1	1	2	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			5			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
857	Sash (Grade 4)	belt	tier			20	1	282	310			58	0		25		72	21		2280	857		402	lbl	lbl	857	857	857		16	2	1	1	2	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			3			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@28	Sash (Sacred)	belt	qblt			2	1	1013	1027			452	0		25		72	30		2280	@28		402	lbl	lbl	@28	@28	@28		16	2	1	1	2	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
605	Scale Mail (Grade 1)	tors	tier			20	1	103	205			43	0		57		6	2		212	605		401	scl	scl	605	605	605		1	2	3	1	2	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255		1		1	1			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
697	Scale Mail (Grade 2)	tors	tier			20	1	276	498			63	0		57		35	10		848	697		404	scl	scl	697	697	697		1	2	3	1	4	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
789	Scale Mail (Grade 3)	tors	tier			20	1	572	996			133	0		57		64	19		4240	789		405	scl	scl	789	789	789		1	2	3	1	5	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
835	Scale Mail (Grade 4)	tors	tier			20	1	776	1353			276	0		57		79	23		8480	835		406	scl	scl	835	835	835		1	2	3	1	6	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@06	Scale Mail (Sacred)	qtor				2	1	2480	2769			525	0		57		79	30		8480	@06		406	scl	scl	@06	@06	@06		1	2	3	1	6	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
15!	Setzschild (Grade 1)	azsd	tier			4	1	365	718		15	47	0	1	90		17	6		599	15!		401	tow	buc	15!	15!	15!		7	2	4	1	1	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
17!	Setzschild (Grade 2)	azsd	tier			4	1	937	1684		15	70	0	1	90		46	15		2396	17!		403	tow	buc	17!	17!	17!		7	2	4	1	3	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
19!	Setzschild (Grade 3)	azsd	tier			4	1	1897	3341		15	147	0	1	90		76	23		11980	19!		405	tow	buc	19!	19!	19!		7	2	4	1	5	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
20!	Setzschild (Grade 4)	azsd	tier			4	1	2577	4527		15	305	0	1	90		90	28		23960	20!		406	tow	buc	20!	20!	20!		7	2	4	1	6	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
21!	Setzschild (Sacred)	sasz				1	1	4774	5708		15	643	0	1	90		90	30		23960	21!		406	tow	buc	21!	21!	21!		7	2	4	1	6	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
616	Skull Cap (Grade 1)	helm	tier			20	1	35	50			25	0		33		4	1		90	616		401	skp	skp	616	616	616			2	2	1	1	1	flpskp	invskp														item_helm	12	item_helm			5						2							3					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
708	Skull Cap (Grade 2)	helm	tier			20	1	128	165			37	0		33		26	10		360	708		403	skp	skp	708	708	708			2	2	1	3	1	flpskp	invskp														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
800	Skull Cap (Grade 3)	helm	tier			20	1	290	354			78	0		33		56	18		1800	800		404	skp	skp	800	800	800			2	2	1	4	1	flpskp	invskp														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
846	Skull Cap (Grade 4)	helm	tier			20	1	399	485			160	0		33		75	23		3600	846		404	skp	skp	846	846	846			2	2	1	4	1	flpskp	invskp														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@17	Skull Cap (Sacred)	qhlm				2	1	1246	1289			486	0		33		75	30		3600	@17		404	skp	skp	@17	@17	@17			2	2	1	4	1	flpskp	invskp														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
622	Small Shield (Grade 1)	shie	tier			20	1	53	100			14	31	0	42		4	1		114	622		401	buc	buc	622	622	622		7	2	2	1	1	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
714	Small Shield (Grade 2)	shie	tier			20	1	170	269			20	46	0	42		33	10		456	714		403	buc	buc	714	714	714		7	2	2	1	3	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
806	Small Shield (Grade 3)	shie	tier			20	1	368	557			43	96	0	42		56	18		2280	806		404	buc	buc	806	806	806		7	2	2	1	4	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
852	Small Shield (Grade 4)	shie	tier			20	1	508	762			90	199	0	42		75	23		4560	852		404	buc	buc	852	852	852		7	2	2	1	4	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@23	Small Shield (Sacred)	qshi				2	1	1649	1776			463	499	0	42		75	30		4560	@23		404	buc	buc	@23	@23	@23		7	2	2	1	4	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
3@M	Spangenhelm (Grade 1)	azhm	tier			10	1	84	126			81	0		62		18	5		995	3@M		401	crn	crn	3@M	3@M	3@M			2	2	1	1	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
