description	enabled	* type	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	min diff	version	ladder	*eol
rune upgrade: r45 x2 -> r46	1	Rune Upgrade					2	"r45,qty=2"							r46																																																																																								100		0
rune upgrade: r46 x2 -> r47	1	Rune Upgrade					2	"r46,qty=2"							r47																																																																																								100		0
rune upgrade: r47 x2 -> r48	1	Rune Upgrade					2	"r47,qty=2"							r48																																																																																								100		0
rune upgrade: r48 x2 -> r49	1	Rune Upgrade					2	"r48,qty=2"							r49																																																																																								100		0
rune upgrade: r49 x2 -> r50	1	Rune Upgrade					2	"r49,qty=2"							r50																																																																																								100		0
rune upgrade: r01 x4 -> r03	1	Rune Upgrade					4	"r01,qty=4"							r03																																																																																								100		0
"rune upgrade: r01 x2, r02 -> r03"	1	Rune Upgrade					3	"r01,qty=2"	r02						r03																																																																																								100		0
rune upgrade: r02 x4 -> r04	1	Rune Upgrade					4	"r02,qty=4"							r04																																																																																								100		0
"rune upgrade: r02 x2, r03 -> r04"	1	Rune Upgrade					3	"r02,qty=2"	r03						r04																																																																																								100		0
rune upgrade: r03 x4 -> r05	1	Rune Upgrade					4	"r03,qty=4"							r05																																																																																								100		0
"rune upgrade: r03 x2, r04 -> r05"	1	Rune Upgrade					3	"r03,qty=2"	r04						r05																																																																																								100		0
rune upgrade: r04 x4 -> r06	1	Rune Upgrade					4	"r04,qty=4"							r06																																																																																								100		0
"rune upgrade: r04 x2, r05 -> r06"	1	Rune Upgrade					3	"r04,qty=2"	r05						r06																																																																																								100		0
rune upgrade: r05 x4 -> r07	1	Rune Upgrade					4	"r05,qty=4"							r07																																																																																								100		0
"rune upgrade: r05 x2, r06 -> r07"	1	Rune Upgrade					3	"r05,qty=2"	r06						r07																																																																																								100		0
rune upgrade: r06 x4 -> r08	1	Rune Upgrade					4	"r06,qty=4"							r08																																																																																								100		0
"rune upgrade: r06 x2, r07 -> r08"	1	Rune Upgrade					3	"r06,qty=2"	r07						r08																																																																																								100		0
rune upgrade: r07 x4 -> r09	1	Rune Upgrade					4	"r07,qty=4"							r09																																																																																								100		0
"rune upgrade: r07 x2, r08 -> r09"	1	Rune Upgrade					3	"r07,qty=2"	r08						r09																																																																																								100		0
rune upgrade: r08 x4 -> r10	1	Rune Upgrade					4	"r08,qty=4"							r10																																																																																								100		0
"rune upgrade: r08 x2, r09 -> r10"	1	Rune Upgrade					3	"r08,qty=2"	r09						r10																																																																																								100		0
rune upgrade: r09 x4 -> r11	1	Rune Upgrade					4	"r09,qty=4"							r11																																																																																								100		0
"rune upgrade: r09 x2, r10 -> r11"	1	Rune Upgrade					3	"r09,qty=2"	r10						r11																																																																																								100		0
rune upgrade: r10 x4 -> r12	1	Rune Upgrade					4	"r10,qty=4"							r12																																																																																								100		0
"rune upgrade: r10 x2, r11 -> r12"	1	Rune Upgrade					3	"r10,qty=2"	r11						r12																																																																																								100		0
rune upgrade: r11 x4 -> r13	1	Rune Upgrade					4	"r11,qty=4"							r13																																																																																								100		0
"rune upgrade: r11 x2, r12 -> r13"	1	Rune Upgrade					3	"r11,qty=2"	r12						r13																																																																																								100		0
rune upgrade: r12 x4 -> r14	1	Rune Upgrade					4	"r12,qty=4"							r14																																																																																								100		0
"rune upgrade: r12 x2, r13 -> r14"	1	Rune Upgrade					3	"r12,qty=2"	r13						r14																																																																																								100		0
rune upgrade: r13 x4 -> r15	1	Rune Upgrade					4	"r13,qty=4"							r15																																																																																								100		0
"rune upgrade: r13 x2, r14 -> r15"	1	Rune Upgrade					3	"r13,qty=2"	r14						r15																																																																																								100		0
rune upgrade: r14 x4 -> r16	1	Rune Upgrade					4	"r14,qty=4"							r16																																																																																								100		0
"rune upgrade: r14 x2, r15 -> r16"	1	Rune Upgrade					3	"r14,qty=2"	r15						r16																																																																																								100		0
rune upgrade: r15 x4 -> r17	1	Rune Upgrade					4	"r15,qty=4"							r17																																																																																								100		0
"rune upgrade: r15 x2, r16 -> r17"	1	Rune Upgrade					3	"r15,qty=2"	r16						r17																																																																																								100		0
rune upgrade: r16 x4 -> r18	1	Rune Upgrade					4	"r16,qty=4"							r18																																																																																								100		0
"rune upgrade: r16 x2, r17 -> r18"	1	Rune Upgrade					3	"r16,qty=2"	r17						r18																																																																																								100		0
rune upgrade: r17 x4 -> r19	1	Rune Upgrade					4	"r17,qty=4"							r19																																																																																								100		0
"rune upgrade: r17 x2, r18 -> r19"	1	Rune Upgrade					3	"r17,qty=2"	r18						r19																																																																																								100		0
rune upgrade: r18 x4 -> r20	1	Rune Upgrade					4	"r18,qty=4"							r20																																																																																								100		0
"rune upgrade: r18 x2, r19 -> r20"	1	Rune Upgrade					3	"r18,qty=2"	r19						r20																																																																																								100		0
rune upgrade: r19 x4 -> r21	1	Rune Upgrade					4	"r19,qty=4"							r21																																																																																								100		0
"rune upgrade: r19 x2, r20 -> r21"	1	Rune Upgrade					3	"r19,qty=2"	r20						r21																																																																																								100		0
rune upgrade: r20 x4 -> r22	1	Rune Upgrade					4	"r20,qty=4"							r22																																																																																								100		0
"rune upgrade: r20 x2, r21 -> r22"	1	Rune Upgrade					3	"r20,qty=2"	r21						r22																																																																																								100		0
rune upgrade: r21 x4 -> r23	1	Rune Upgrade					4	"r21,qty=4"							r23																																																																																								100		0
"rune upgrade: r21 x2, r22 -> r23"	1	Rune Upgrade					3	"r21,qty=2"	r22						r23																																																																																								100		0
rune upgrade: r22 x4 -> r24	1	Rune Upgrade					4	"r22,qty=4"							r24																																																																																								100		0
"rune upgrade: r22 x2, r23 -> r24"	1	Rune Upgrade					3	"r22,qty=2"	r23						r24																																																																																								100		0
rune upgrade: r23 x4 -> r25	1	Rune Upgrade					4	"r23,qty=4"							r25																																																																																								100		0
"rune upgrade: r23 x2, r24 -> r25"	1	Rune Upgrade					3	"r23,qty=2"	r24						r25																																																																																								100		0
rune upgrade: r24 x4 -> r26	1	Rune Upgrade					4	"r24,qty=4"							r26																																																																																								100		0
"rune upgrade: r24 x2, r25 -> r26"	1	Rune Upgrade					3	"r24,qty=2"	r25						r26																																																																																								100		0
