!01	Naginata (1)
!03	Naginata (2)
!05	Naginata (3)
!06	Naginata (4)
!07	Naginata (Sacred)
!08	Raptor Scythe (1)
!1!	Warp Blade (2)
!10	Raptor Scythe (2)
!12	Raptor Scythe (3)
!13	Raptor Scythe (4)
!14	Raptor Scythe (Sacred)
!15	Bonesplitter (1)
!17	Bonesplitter (2)
!19	Bonesplitter (3)
!20	Bonesplitter (4)
!21	Bonesplitter (Sacred)
!22	Mammen Axe (1)
!24	Mammen Axe (2)
!26	Mammen Axe (3)
!27	Mammen Axe (4)
!28	Mammen Axe (Sacred)
!3!	Warp Blade (3)
!30	Hammerhead Axe (2)
!32	Hammerhead Axe (3)
!33	Hammerhead Axe (4)
!34	Hammerhead Axe (Sacred)
!35	Ono (1)
!37	Ono (2)
!39	Ono (3)
!4!	Warp Blade (4)
!40	Ono (4)
!41	Ono (Sacred)
!42	Valaska (1)
!44	Valaska (2)
!46	Valaska (3)
!47	Valaska (4)
!48	Valaska (Sacred)
!49	Labrys (1)
!5!	Warp Blade (Sacred)
!51	Labrys (2)
!53	Labrys (3)
!54	Labrys (4)
!55	Labrys (Sacred)
!56	Flamen Staff (1)
!58	Flamen Staff (2)
!60	Flamen Staff (3)
!61	Flamen Staff (4)
!62	Flamen Staff (Sacred)
!63	Marrow Staff (1)
!65	Marrow Staff (2)
!67	Marrow Staff (3)
!68	Marrow Staff (4)
!69	Marrow Staff (Sacred)
!70	Hexblade (1)
!72	Hexblade (2)
!74	Hexblade (3)
!75	Hexblade (4)
!76	Hexblade (Sacred)
!77	Spirit Edge (1)
!79	Spirit Edge (2)
!81	Spirit Edge (3)
!82	Spirit Edge (4)
!83	Spirit Edge (Sacred)
!84	Holy Lance (1)
!86	Holy Lance (2)
!88	Holy Lance (3)
!89	Holy Lance (4)
!90	Holy Lance (Sacred)
!91	Tepoztopilli (1)
!93	Tepoztopilli (2)
!95	Tepoztopilli (3)
!96	Tepoztopilli (4)
!97	Tepoztopilli (Sacred)
!98	Warp Blade (1)
!@1	\dgreen;Evil Eye of the Clawstorm
!@2	\dgreen;Evil Eye of the Landmass
!@3	\dgreen;Evil Eye of the Glowing Blob
!@4	\dgreen;Evil Eye of the Fairy Witch
!@5	\dgreen;Evil Eye of the Bane Hunter
!@6	\dgreen;Dogma of Suffering
!@7	\dgreen;Dogma of Pain
!@8	\dgreen;Dogma of Hatred
!@9	\dgreen;Dogma of Terror
!@A	\dgreen;Dogma of Destruction
!@B	\dgreen;Signet of Skill
##.	\gold;Neutrality Pact
##^	\dgreen;Custom Signet of Learning
#01	\orange;Lord Aldric Jitan Trophy
#02	\orange;Legacy of Blood Trophy
#03	\orange;Judgement Day Trophy
#04	\orange;Akarat Trophy
#05	\orange;Kingdom of Shadow Trophy
#06	\orange;Duncraig Trophy
#07	\orange;Rathma Square Trophy
#08	\orange;Cathedral of Light Trophy
#09	\orange;Tran Athulua Trophy
#10	\orange;Quov Tsin Trophy
#11	\orange;Astrogha Trophy
#12	\orange;The Lord of Sin Trophy
#13	\orange;Viz-jun Trophy
#14	\orange;Archbishop Lazarus Trophy
#15	\orange;Triune Trophy
#16	\orange;Uldyssian's Trophy
#17	\orange;Black Road Trophy
#1^	\gold;Diablo's Essence
#2^	\orange;Pandora's Box
#X0	Gem
#X1	Реагент Куба (Секретный)\n\orange;Emblem of Suffering
#X2	Реагент Куба (Секретный)\n\orange;Emblem of Pain
#X3	Реагент Куба (Секретный)\n\orange;Emblem of Hatred
#X4	Реагент Куба (Секретный)\n\orange;Emblem of Terror
#X5	Реагент Куба (Секретный)\n\orange;Emblem of Destruction
#X6	Реагент Куба (Секретный)\n\orange;Emblem of Lies
#X7	Level Challenge 0
#X8	\red;Instructions\nLevel Challenge 0
#X9	Реагент Куба\n\orange;Griswold's Treasure
#Y^	Creator's Hand\nCongratulations!
&66	\orange;Mystic Orb\nKara's Trinket
32+	\blue;+4 Требуемый Уровень\n4% Кража Жизни при Попадании\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
32@	War Scepter (Sacred)
33!	Bronze Shield (3)
33+	\blue;+4 Требуемый Уровень\n5% Кража Маны при Попадании\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
33@	Javelin (Sacred)
34!	Bronze Shield (4)
34@	Pilum (Sacred)
35!	Bronze Shield (Sacred)
35+	\blue;+4 Требуемый Уровень\n50% к Рейтингу Атаки\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
35@	Short Spear (Sacred)
36!	Gilded Shield (1)
36+	\blue;+4 Требуемый Уровень\n+15% Повышенный Урон\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
36@	Glaive (Sacred)
37+	\blue;+4 Требуемый Уровень\n+6 к Максимальному Урону\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
372	Short Sword (3)
373	Scimitar (3)
374	Saber (3)
375	Falchion (3)
376	Broad Sword (3)
377	Long Sword (3)
378	War Sword (3)
379	Two-Handed Sword (3)
37@	Throwing Spear (Sacred)
38!	Gilded Shield (2)
38+	\blue;+4 Требуемый Уровень\n1% Смертельный Удар\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
380	Claymore (3)
381	Giant Sword (3)
382	Bastard Sword (3)
383	Flamberge (3)
384	Great Sword (3)
385	Crystal Sword (3)
386	Hand Axe (3)
387	Axe (3)
388	Double Axe (3)
389	Military Pick (3)
38@	Spear (Sacred)
39+	\blue;+4 Требуемый Уровень\n1% Шанс Сокрушительного Удара\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
390	War Axe (3)
391	Large Axe (3)
392	Broad Axe (3)
393	Battle Axe (3)
394	Great Axe (3)
395	Giant Axe (3)
396	Club (3)
397	Spiked Club (3)
398	Mace (3)
399	Morning Star (3)
39@	Trident (Sacred)
3@1	Compound Bow (2)
3@2	Serpent Bow (3)
3@3	Maple Bow (Sacred)
3@6	Backsword (4)
3@7	Bronze Sword (1)
3@8	Kriegsmesser (2)
3@9	Bonebreaker (3)
3@A	Goedendag (Sacred)
3@D	Needle Crossbow (4)
3@E	Stinger Crossbow (1)
3@F	Trebuchet (2)
3@G	Gambeson (2)
3@H	Lamellar Armor (3)
3@I	Kazarghand (Sacred)
3@L	Cervelliere (4)
3@M	Spangenhelm (1)
3@N	Parma (2)
3@O	Aspis (3)
3@P	Totem Shield (Sacred)
3o@	Реагент Куба\n\orange;Catalyst of Disenchantment
40!	Gilded Shield (3)
40+	\blue;+4 Требуемый Уровень\n+10 к Жизни после каждого Убийства\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
400	Flail (3)
401	Scepter (3)
402	Grand Scepter (3)
403	War Scepter (3)
404	Javelin (3)
405	Pilum (3)
406	Short Spear (3)
407	Glaive (3)
408	Throwing Spear (3)
409	Spear (3)
40@	Brandistock (Sacred)
41!	Gilded Shield (4)
410	Trident (3)
411	Brandistock (3)
412	Spetum (3)
413	Pike (3)
414	Dagger (3)
415	Dirk (3)
416	Kriss (3)
417	Blade (3)
418	Throwing Knife (3)
419	Flying Knife (3)
41@	Spetum (Sacred)
42!	Gilded Shield (Sacred)
420	Balanced Knife (3)
421	Throwing Axe (3)
422	Balanced Axe (3)
423	Short Staff (3)
424	Long Staff (3)
425	Gnarled Staff (3)
426	Battle Staff (3)
427	War Staff (3)
428	Bardiche (3)
429	Voulge (3)
42@	Pike (Sacred)
43!	Hundsgugel (1)
430	Scythe (3)
431	Halberd (3)
432	Short Bow (3)
433	Hunter's Bow (3)
434	Long Bow (3)
435	Composite Bow (3)
436	Short Battle Bow (3)
437	Long Battle Bow (3)
438	Short War Bow (3)
439	Long War Bow (3)
43@	Dagger (Sacred)
440	Short Sword (4)
441	Scimitar (4)
442	Saber (4)
443	Falchion (4)
444	Broad Sword (4)
445	Long Sword (4)
446	War Sword (4)
447	Two-Handed Sword (4)
448	Claymore (4)
449	Giant Sword (4)
44@	Dirk (Sacred)
45!	Hundsgugel (2)
450	Bastard Sword (4)
451	Flamberge (4)
452	Great Sword (4)
453	Crystal Sword (4)
454	Hand Axe (4)
455	Axe (4)
456	Double Axe (4)
457	Military Pick (4)
458	War Axe (4)
459	Large Axe (4)
45@	Kriss (Sacred)
46+	\blue;+4 Требуемый Уровень\n+3% ко Всем Сопротивлениям\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n
460	Broad Axe (4)
461	Battle Axe (4)
462	Great Axe (4)
463	Giant Axe (4)
464	Club (4)
465	Spiked Club (4)
466	Mace (4)
467	Morning Star (4)
468	Flail (4)
469	Scepter (4)
46@	Blade (Sacred)
47!	Hundsgugel (3)
47+	\blue;+4 Требуемый Уровень\nТребования -4%\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n
470	Grand Scepter (4)
471	War Scepter (4)
472	Javelin (4)
473	Pilum (4)
474	Short Spear (4)
475	Glaive (4)
476	Throwing Spear (4)
477	Spear (4)
478	Trident (4)
479	Brandistock (4)
47@	Throwing Knife (Sacred)
48!	Hundsgugel (4)
48+	\blue;+4 Требуемый Уровень\nДобавляет 1-2 Урона Оружия\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n
480	Spetum (4)
481	Pike (4)
482	Dagger (4)
483	Dirk (4)
484	Kriss (4)
485	Blade (4)
486	Throwing Knife (4)
487	Flying Knife (4)
488	Balanced Knife (4)
489	Throwing Axe (4)
48@	Flying Knife (Sacred)
49!	Hundsgugel (Sacred)
490	Balanced Axe (4)
491	Short Staff (4)
492	Long Staff (4)
493	Gnarled Staff (4)
494	Battle Staff (4)
495	War Staff (4)
496	Bardiche (4)
497	Voulge (4)
498	Scythe (4)
499	Halberd (4)
49@	Balanced Knife (Sacred)
4@2	Serpent Bow (4)
4@3	Viper Bow (1)
4@4	Recurve Bow (2)
4@5	Spatha (3)
4@6	Backsword (Sacred)
4@9	Bonebreaker (4)
4@A	Angel Star (1)
4@C	Hand of God (3)
4@D	Needle Crossbow (Sacred)
4@H	Lamellar Armor (4)
4@I	Banded Plate (1)
4@J	Ceremonial Armor (2)
4@K	Morion (3)
4@L	Cervelliere (Sacred)
4@O	Aspis (4)
4@P	Bladed Shield (1)
4o@	Реагент Куба\n\orange;Oil of Enhancement
5$a	\purple;Chipped Amber
5$b	\purple;Flawed Amber
5$c	\purple;Amber
5$d	\purple;Flawless Amber
5$e	\purple;Perfect Amber
50!	Blackguard Helm (1)
50+	\blue;+4 Требуемый Уровень\n+6% к Скорости Блокирования\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n
500	Short Bow (4)
501	Hunter's Bow (4)
502	Long Bow (4)
503	Composite Bow (4)
504	Short Battle Bow (4)
505	Long Battle Bow (4)
506	Short War Bow (4)
507	Long War Bow (4)
50@	Throwing Axe (Sacred)
51+	\blue;+4 Требуемый Уровень\n+2% Больше Золота от Монстров\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n
51@	Balanced Axe (Sacred)
52!	Blackguard Helm (2)
52+	\blue;+4 Требуемый Уровень\n+6% к Скорости Восстановления После Удара\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n
52@	Short Staff (Sacred)
53+	\blue;+4 Требуемый Уровень\nВосстановление Жизни +4\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n
53@	Long Staff (Sacred)
54!	Blackguard Helm (3)
54@	Gnarled Staff (Sacred)
55!	Blackguard Helm (4)
55@	Battle Staff (Sacred)
56!	Blackguard Helm (Sacred)
56@	War Staff (Sacred)
57@	Bardiche (Sacred)
58@	Voulge (Sacred)
59@	Scythe (Sacred)
5@1	Compound Bow (3)
5@2	Serpent Bow (Sacred)
5@5	Spatha (4)
5@6	Ida (1)
5@7	Bronze Sword (2)
5@8	Kriegsmesser (3)
5@9	Bonebreaker (Sacred)
5@C	Hand of God (4)
5@D	Dart Thrower (1)
5@E	Stinger Crossbow (2)
5@F	Trebuchet (3)
5@G	Gambeson (3)
5@H	Lamellar Armor (Sacred)
5@K	Morion (4)
5@L	Einherjar Helm (1)
5@M	Spangenhelm (2)
5@N	Parma (3)
5@O	Aspis (Sacred)
5o@	Реагент Куба\n\orange;Oil of Renewal
60+	\blue;+4 Требуемый Уровень\n+30 к Жизни при Атаке\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
600	Quilted Armor (1)
601	Leather Armor (1)
602	Hard Leather Armor (1)
603	Studded Leather (1)
604	Ring Mail (1)
605	Scale Mail (1)
606	Chain Mail (1)
607	Breast Plate (1)
608	Splint Mail (1)
609	Plate Mail (1)
60@	Halberd (Sacred)
61+	\blue;+4 Требуемый Уровень\n+40 к Мане при Атаке\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
610	Field Plate (1)
611	Light Plate (1)
612	Gothic Plate (1)
613	Full Plate Mail (1)
614	Ancient Armor (1)
615	Cap (1)
616	Skull Cap (1)
617	Helm (1)
618	Full Helm (1)
619	Great Helm (1)
61@	Short Bow (Sacred)
62+	\blue;+4 Требуемый Уровень\n+8 Фактора Энергии к Урону Заклинаний\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
620	Crown (1)
621	Buckler (1)
622	Small Shield (1)
623	Large Shield (1)
624	Kite Shield (1)
625	Tower Shield (1)
626	Gothic Shield (1)
627	Sash (1)
628	Light Belt (1)
629	Belt (1)
62@	Hunter's Bow (Sacred)
63+	\blue;+4 Требуемый Уровень\nОбщий Физический Урон Оружия +20%\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
630	Heavy Belt (1)
631	Plated Belt (1)
632	Leather Gloves (1)
633	Heavy Gloves (1)
634	Chain Gloves (1)
635	Light Gauntlets (1)
636	Gauntlets (1)
637	Boots (1)
638	Heavy Boots (1)
639	Chain Boots (1)
63@	Long Bow (Sacred)
64+	\blue;+4 Требуемый Уровень\n+6% к Скорости Сотворения Заклинаний\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
640	Light Plated Boots (1)
641	Greaves (1)
642	Bone Shield (1)
643	Spiked Shield (1)
644	Mask (1)
645	Bone Helm (1)
64@	Composite Bow (Sacred)
65+	\blue;+4 Требуемый Уровень\n+6% к Скорости Атаки\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n
65@	Short Battle Bow (Sacred)
66+	\blue;+10 Требуемый Уровень\n+5% к Жизни Призываемых Существ\n+5% к Рейтингу Атаки Призываемых Существ\n+10% к Урону Призываемых Существ\n+3% к Скорости Сотворения Заклинаний\n\grey;Смешайте с Кольцом/Амулетом для Добавления Бонуса\n\nРеагент Куба
66@	Long Battle Bow (Sacred)
67+	\blue;+10 Требуемый Уровень\n+5 к Призыву Шокового Зверя\n+2% к Сопротивлениям Призываемых Существ\n+10% к Жизни Призываемых Существ\n+5% к Урону Призываемых Существ\n\grey;Смешайте с Кольцом/Амулетом для Добавления Бонуса\n\nРеагент Куба
67@	Short War Bow (Sacred)
68+	\blue;+10 Требуемый Уровень\n+5% к Урону Заклинаний Холода\n+5% к Урону Призываемых Существ\nОбщий Физический Урон Оружия +15%\n\grey;Смешайте с Кольцом/Амулетом для Добавления Бонуса\n\nРеагент Куба
68@	Long War Bow (Sacred)
69+	\blue;+10 Требуемый Уровень\n+10 к Жизни после каждого Убийства\nВосстановление Жизни +50\n+5 к Максимальному Урону\n+25% Урон Нежити\n\grey;Смешайте с Кольцом/Амулетом для Добавления Бонуса\n\nРеагент Куба
692	Quilted Armor (2)
693	Leather Armor (2)
694	Hard Leather Armor (2)
695	Studded Leather (2)
696	Ring Mail (2)
697	Scale Mail (2)
698	Chain Mail (2)
699	Breast Plate (2)
69@	Wand (Sacred)
6@1	Compound Bow (4)
6@2	Maple Bow (1)
6@3	Viper Bow (2)
6@4	Recurve Bow (3)
6@5	Spatha (Sacred)
6@8	Kriegsmesser (4)
6@9	Goedendag (1)
6@A	Angel Star (2)
6@C	Hand of God (Sacred)
6@F	Trebuchet (4)
6@G	Gambeson (4)
6@H	Kazarghand (1)
6@I	Banded Plate (2)
6@J	Ceremonial Armor (3)
6@K	Morion (Sacred)
6@N	Parma (4)
6@O	Totem Shield (1)
6@P	Bladed Shield (2)
6bs	Shillelagh
6cb	Great Bow
6cs	Elder Staff
6hb	Blade Bow
6hx	Colossus Crossbow
6l7	Crusader Bow
6lb	Shadow Bow
6ls	Stalagmite
6lw	Hydra Bow
6lx	Pellet Bow
6mx	Gorgon Crossbow
6o@	Реагент Куба\n\orange;Oil of Luck
6rx	Demon Crossbow
6s7	Diamond Bow
6sb	Spider Bow
6ss	Walking Stick
6sw	Ward Bow
6ws	Archon Staff
7$a	\purple;Chipped Turquoise
7$b	\purple;Flawed Turquoise
7$c	\purple;Turquoise
7$d	\purple;Flawless Turquoise
7$e	\purple;Perfect Turquoise
70+	\blue;+10 Требуемый Уровень\n+100 к Защите\nОбщая Защита Персонажа Плюс 3%\n-2% ко Всем Сопротивлениям у Врага\n\grey;Смешайте с Кольцом/Амулетом для Добавления Бонуса\n\nРеагент Куба
700	Splint Mail (2)
701	Plate Mail (2)
702	Field Plate (2)
703	Light Plate (2)
704	Gothic Plate (2)
705	Full Plate Mail (2)
706	Ancient Armor (2)
707	Cap (2)
708	Skull Cap (2)
709	Helm (2)
70@	Yew Wand (Sacred)
71+	\blue;+10 Требуемый Уровень\n2% к Ловкости\n10% к Рейтингу Атаки\n+5 к Минимальному Урону\n5% к Скорости Атаки\n\grey;Смешайте с Вещью для Добавления Бонуса\n
710	Full Helm (2)
711	Great Helm (2)
712	Crown (2)
713	Buckler (2)
714	Small Shield (2)
715	Large Shield (2)
716	Kite Shield (2)
717	Tower Shield (2)
718	Gothic Shield (2)
719	Sash (2)
71@	Bone Wand (Sacred)
72+	\blue;+10 Требуемый Уровень\nСлучайная Скорость Бега/Ходьбы\n+75 к Мане при Рукопашной Атаке\n+75 к Жизни при Рукопашной Атаке\n\grey;Смешайте с Вещью для Добавления Бонуса\n\nРеагент Куба
720	Light Belt (2)
721	Belt (2)
722	Heavy Belt (2)
723	Plated Belt (2)
724	Leather Gloves (2)
725	Heavy Gloves (2)
726	Chain Gloves (2)
727	Light Gauntlets (2)
728	Gauntlets (2)
729	Boots (2)
72@	Grim Wand (Sacred)
72a	Ettin Axe
72h	Legend Sword
73+	\blue;+10 Требуемый Уровень\nДлительность Заморозки Вдвое Меньше\n+200 к Мане\n2% Возродить Как: Летающий Ятаган\n\grey;Смешайте с Вещью для Добавления Бонуса\n\nРеагент Куба
730	Heavy Boots (2)
731	Chain Boots (2)
732	Light Plated Boots (2)
733	Greaves (2)
734	Bone Shield (2)
735	Spiked Shield (2)
736	Mask (2)
737	Bone Helm (2)
73@	War Hammer (Sacred)
74+	\blue;+10 Требуемый Уровень\n+10-20 Урона Холодом\n+10-20 Урона Огнем\n1% Шанс использовать Замерзшую Душу уровня 47 при Рукопашной Атаке\n1% Шанс использовать Кровавую Звезду уровня 47 при Рукопашной Атаке\n\grey;Смешайте с Вещью для Добавления Бонуса\n\nРеагент Куба
74@	Maul (Sacred)
75+	\blue;+10 Требуемый Уровень\n+60 к Мане\n+60 к Жизни\n\grey;Смешайте с Вещью для Добавления Бонуса\n\nРеагент Куба
75@	Great Maul (Sacred)
76+	\blue;+10 Требуемый Уровень\n+8 к Энергии\n+8 к Живучести\n+10 к Ловкости\n+10 к Силе\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n\nРеагент Куба
76@	Light Crossbow (Sacred)
77+	\blue;+10 Требуемый Уровень\n15% к Шансу Нахождения Магических Предметов\n50% Больше Золота от Монстров\nОглушение на 0.2 секунды\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n\nРеагент Куба
77@	Crossbow (Sacred)
78+	\blue;+10 Требуемый Уровень\nВосстановление Маны +10%\nСопротивление Молнии +15%\nСопротивление Холоду +15%\n+10% к Скорости Сотворения Заклинаний\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n\nРеагент Куба
784	Quilted Armor (3)
785	Leather Armor (3)
786	Hard Leather Armor (3)
787	Studded Leather (3)
788	Ring Mail (3)
789	Scale Mail (3)
78@	Heavy Crossbow (Sacred)
79+	\blue;+10 Требуемый Уровень\nВремя Отравления Уменьшается на 5%\n+20 к Энергии\n+25% Повышенная защита\n+2% к Фактору Энергии\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n\nРеагент Куба
790	Chain Mail (3)
791	Breast Plate (3)
792	Splint Mail (3)
793	Plate Mail (3)
794	Field Plate (3)
795	Light Plate (3)
796	Gothic Plate (3)
797	Full Plate Mail (3)
798	Ancient Armor (3)
799	Cap (3)
79@	Repeating Crossbow (Sacred)
7@1	Compound Bow (Sacred)
7@4	Recurve Bow (4)
7@5	Backsword (1)
7@6	Ida (2)
7@7	Bronze Sword (3)
7@8	Kriegsmesser (Sacred)
7@C	Needle Crossbow (1)
7@D	Dart Thrower (2)
7@E	Stinger Crossbow (3)
7@F	Trebuchet (Sacred)
7@G	Gambeson (Sacred)
7@J	Ceremonial Armor (4)
7@K	Cervelliere (1)
7@L	Einherjar Helm (2)
7@M	Spangenhelm (3)
7@N	Parma (Sacred)
7ar	Suwayyah
7ax	Small Crescent
7b7	Champion Sword
7b8	Winged Axe
7ba	Silver-edged Axe
7bk	Winged Knife
7bl	Legend Spike
7br	Mancatcher
7bs	Conquest Sword
7bt	Decapitator
7bw	Lich Wand
7cl	Truncheon
7cm	Highland Blade
7cr	Phase Blade
7cs	Battle Cestus
7dg	Bone Knife
7di	Mithril Point
7fb	Colossus Sword
7fc	Hydra Edge
7fl	Scourge
7ga	Champion Axe
7gd	Colossus Blade
7gi	Glorious Axe
7gl	Ghost Glaive
7gm	Thunder Maul
7gs	Balrog Blade
7gw	Unearthed Wand
7h7	Great Poleaxe
7ha	Tomahawk
7ja	Hyperion Javelin
7kr	Fanged Knife
7la	Feral Axe
7ls	Cryptic Sword
7lw	Feral Claws
7m7	Ogre Maul
7ma	Reinforced Mace
7mp	War Spike
7mt	Devil Star
7o7	Ogre Axe
7o@	Реагент Куба\n\orange;Oil of Craft
7p7	War Pike
7pa	Cryptic Axe
7pi	Stygian Pilum
7qr	Scissors Suwayyah
7qs	Seraph Rod
7s7	Balrog Spear
7s8	Thresher
7sb	Elegant Blade
7sc	Mighty Scepter
7sm	Ataghan
7sp	Tyrant Club
7sr	Hyperion Spear
7ss	Falcata
7st	Ghost Spear
7ta	Flying Axe
7tk	Flying Knife
7tr	Stygian Pike
7ts	Winged Harpoon
7tw	Runic Talons
7vo	Colossus Voulge
7wa	Топор Берсерка
7wb	Wrist Sword
7wc	Giant Thresher
7wd	Mythical Sword
7wh	Legendary Mallet
7wn	Polished Wand
7ws	Caduceus
7xf	War Fist
7yw	Ghost Wand
80+	\blue;+10 Требуемый Уровень\n+10% к Длит. Навыков (Де-)Баффа/Холода\n+2% ко Всем Атрибутам\n1% Шанс использовать Изгнание уровня 4 после Попадания по вам\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n\nРеагент Куба
800	Skull Cap (3)
801	Helm (3)
802	Full Helm (3)
803	Great Helm (3)
804	Crown (3)
805	Buckler (3)
806	Small Shield (3)
807	Large Shield (3)
808	Kite Shield (3)
809	Tower Shield (3)
80@	Eagle Orb (Sacred)
81+	\blue;+10 Требуемый Уровень\n2% Шанс Сокрушительного Удара\nДобавляет Бонус Силы к Урону\n+20 к Силе\n+15% Повышенный Урон\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба
810	Gothic Shield (3)
811	Sash (3)
812	Light Belt (3)
813	Belt (3)
814	Heavy Belt (3)
815	Plated Belt (3)
816	Leather Gloves (3)
817	Heavy Gloves (3)
818	Chain Gloves (3)
819	Light Gauntlets (3)
81@	Sacred Globe (Sacred)
82+	\blue;+10 Требуемый Уровень\n+50 к Максимальной Выносливости\n+20 к Ловкости\n2% Смертельный Удар\n10% к Скорости Бега/Ходьбы\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба
820	Gauntlets (3)
821	Boots (3)
822	Heavy Boots (3)
823	Chain Boots (3)
824	Light Plated Boots (3)
825	Greaves (3)
826	Bone Shield (3)
827	Spiked Shield (3)
828	Mask (3)
829	Bone Helm (3)
82@	Smoked Sphere (Sacred)
83+	\blue;+10 Требуемый Уровень\nСопротивление Огню +25%\n+5% к Урону Заклинаний Огня\nДобавляет 25-50 Урона Огнем\n1% Шанс использовать Залп Пламени уровня 42 при Атаке\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба
830	Quilted Armor (4)
831	Leather Armor (4)
832	Hard Leather Armor (4)
833	Studded Leather (4)
834	Ring Mail (4)
835	Scale Mail (4)
836	Chain Mail (4)
837	Breast Plate (4)
838	Splint Mail (4)
839	Plate Mail (4)
83@	Clasped Orb (Sacred)
84+	\blue;+10 Требуемый Уровень\n+5% к Урону Заклинаний Яда\n+5% к Урону Заклинаний Огня\n1% Шанс использовать Гамма-Поле уровня 58 при Убийстве\n1% Шанс использовать Апокалипсис уровня 58 при Убийстве\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба
